"Plot17"
"Time (sec)","Angular Velocity3 (deg/sec)"
9.17999999999985,431.081797338031
9.18999999999985,436.410382277403
9.19999999999985,441.697023495271
9.20999999999985,446.837883672237
9.21999999999985,451.740324470297
9.22999999999985,456.325445206069
9.23999999999985,460.530531190515
9.24999999999985,464.311167780274
9.25999999999985,467.642800058936
9.26999999999985,470.521562342519
9.27999999999985,472.964260017255
9.28999999999985,475.007447972385
9.29999999999985,476.705602515189
9.30999999999985,478.128415978744
9.31999999999985,479.357249289237
9.32999999999985,480.480760864653
9.33999999999985,481.589706651331
9.34999999999985,482.770907063176
9.35999999999984,484.100445730624
9.36999999999984,485.636345963506
9.37999999999984,487.411280123886
9.38999999999984,489.426254282558
9.39999999999984,491.646529156146
9.40999999999984,494.001070062969
9.41999999999984,496.386383281606
9.42999999999984,498.674708406009
9.43999999999984,500.725481644601
9.44999999999984,502.3982002488
9.45999999999984,503.564626301805
9.46999999999984,504.118681048083
9.47999999999984,503.983133322416
9.48999999999984,503.112940161307
9.49999999999984,501.495633479546
9.50999999999984,499.149411971901
9.51999999999984,496.119652213535
9.52999999999984,492.474488291363
9.53999999999984,488.299997376903
9.54999999999984,483.695410129853
9.55999999999984,478.768656528123
9.56999999999984,473.632463911985
9.57999999999984,468.401144797069
9.58999999999984,463.188146952851
9.59999999999984,458.10438752047
9.60999999999984,453.257356963419
9.61999999999984,448.750957597775
9.62999999999984,444.686035130132
9.63999999999984,441.161569494008
9.64999999999984,438.276512905716
9.65999999999984,436.132298551574
9.66999999999984,434.836093946657
9.67999999999984,434.504941647305
9.68999999999984,435.27102150379
9.69999999999984,437.288389508607
9.70999999999984,440.74170425026
9.71999999999984,445.857639618882
9.72999999999984,452.919862556251
9.73999999999984,462.288474455966
9.74999999999984,474.424179186229
9.75999999999984,489.914664360656
9.76999999999984,509.491101246242
9.77999999999984,533.993909604813
9.78999999999984,564.161542047633
9.79999999999984,599.895103133648
9.80999999999984,638.250948014957
9.81999999999984,669.752165504715
9.82999999999983,677.813675661644
9.83999999999983,652.571452950651
9.84999999999983,605.092130488311
9.85999999999983,553.732929396415
9.86999999999983,508.488600975228
9.87999999999983,471.700538860162
9.88999999999983,442.655137911187
9.89999999999983,419.969208069033
9.90999999999983,402.363124062043
9.91999999999983,388.822382626621
9.92999999999983,378.581139178452
9.93999999999983,371.06961385174
9.94999999999983,365.864481222429
9.95999999999983,362.650243512305
9.96999999999983,361.190668238781
9.97999999999983,361.308012968021
9.98999999999983,362.867650506213
10,365.766436424617
