"Plot17"
"Time (sec)","Angular Velocity3 (deg/sec)"
7.93999999999988,-158.022216447478
7.94999999999987,-155.784707984903
7.95999999999987,-153.526300123291
7.96999999999987,-151.25280913665
7.97999999999987,-148.968836031053
7.98999999999987,-146.677857712689
7.99999999999987,-144.382320372387
8.00999999999987,-142.083730710852
8.01999999999987,-139.782741926152
8.02999999999987,-137.479232441837
8.03999999999987,-135.172376185058
8.04999999999987,-132.860703844934
8.05999999999987,-130.542154995218
8.06999999999987,-128.214121275136
8.07999999999987,-125.873481023374
8.08999999999987,-123.516626266745
8.09999999999987,-121.139480674434
8.10999999999987,-118.737512564421
8.11999999999987,-116.305741769533
8.12999999999987,-113.838738535183
8.13999999999987,-111.330618645169
8.14999999999987,-108.775033494422
8.15999999999987,-106.16515554743
8.16999999999987,-103.493659607171
8.17999999999987,-100.752700175382
8.18999999999987,-97.933885111635
8.19999999999987,-95.0282457333041
8.20999999999987,-92.0262034636824
8.21999999999987,-88.9175331039575
8.22999999999987,-85.6913227348004
8.23999999999987,-82.3359301892728
8.24999999999987,-78.8389359663209
8.25999999999987,-75.1870923893151
8.26999999999987,-71.3662687086009
8.27999999999987,-67.3613917220244
8.28999999999987,-63.1563813191368
8.29999999999987,-58.7340803953328
8.30999999999987,-54.0761762774438
8.31999999999987,-49.1631184291561
8.32999999999987,-43.9740197055407
8.33999999999987,-38.4865502311257
8.34999999999987,-32.676814920927
8.35999999999987,-26.5192122916614
8.36999999999987,-19.9862711003108
8.37999999999987,-13.0484590823111
8.38999999999987,-5.67395843238148
8.39999999999987,2.17159900246737
8.40999999999987,10.5254436970278
8.41999999999986,19.4280348065983
8.42999999999986,28.9234867876787
8.43999999999986,39.0600591403711
8.44999999999986,49.8907058509839
8.45999999999986,61.4736692502597
8.46999999999986,73.8730824860383
8.47999999999986,87.1595099213699
8.48999999999986,101.410297984304
8.49999999999986,116.709513459771
8.50999999999986,133.147131894963
8.51999999999986,150.816860736241
