"Plot14"
"Time (sec)","Linear Displacement1 (mm)","Linear Displacement2 (mm)","Linear Displacement3 (mm)"
0.64,25.000000000001,4689.20033633503,-3379.21379714436
0.65,25.000000000001,4693.02547506615,-3431.01860755426
0.66,25.000000000001,4696.76195202602,-3482.44960709563
0.67,25.000000000001,4700.31795070345,-3533.48322100414
0.68,25.000000000001,4703.58386772129,-3584.12160610232
0.69,25.000000000001,4706.43095352791,-3634.39538116673
0.7,25.000000000001,4708.70979602642,-3684.36440419196
0.71,25.000000000001,4710.24829791252,-3734.11626912764
0.72,25.000000000001,4710.84868243699,-3783.76254932573
0.73,25.000000000001,4710.28298481533,-3833.43315476243
0.74,25.000000000001,4708.28644503689,-3883.26937329641
0.75,25.000000000001,4704.54819577581,-3933.4161592903
0.76,25.000000000001,4698.69863375869,-3984.0140152378
0.77,25.000000000001,4690.29293349616,-4035.19043842704
0.78,25.000000000001,4678.79051865972,-4087.05045538693
0.79,25.000000000001,4663.53143150123,-4139.66533593627
0.8,25.000000000001,4643.71341572574,-4193.05835328692
0.81,25.000000000001,4618.37968163943,-4247.18690554358
