"Plot15"
"Time (sec)","Velocity2 (mm/sec)","Velocity3 (mm/sec)","Velocity4 (mm/sec)"
4.04999999999996,6.80649708164212e-12,7367.6867847855,10247.1411021813
4.05999999999996,6.8233032472758e-12,7212.92057574587,10240.2602653889
4.06999999999996,6.84010941290949e-12,7060.21982769587,10230.6697892099
4.07999999999996,6.85691557854317e-12,6909.22750660668,10217.0353127192
4.08999999999996,6.87372174417686e-12,6759.87392436149,10198.0123028118
4.09999999999996,6.89052790981054e-12,6612.29781221514,10172.4309236695
4.10999999999996,6.90733407544423e-12,6466.75059392101,10139.4015933488
4.11999999999996,6.92414024107791e-12,6323.50749766334,10098.3476245427
4.12999999999996,6.94094640671159e-12,6182.80000753064,10048.9844925092
4.13999999999996,6.95775257234528e-12,6044.77405874044,9991.2689325027
4.14999999999996,6.97455873797896e-12,5909.47139185679,9925.33728142376
4.15999999999996,6.99136490361265e-12,5776.82807923777,9851.44610201243
4.16999999999996,7.00817106924633e-12,5646.68380286976,9769.92195159962
4.17999999999996,7.02497723488002e-12,5518.79659856438,9681.12263282139
4.18999999999996,7.0417834005137e-12,5392.85942743988,9585.40957273532
4.19999999999995,7.05858956614739e-12,5268.51646746254,9483.12972465589
4.20999999999995,7.07539573178107e-12,5145.37819046956,9374.60505397518
4.21999999999995,7.09220189741476e-12,5023.03508232323,9260.12782588635
4.22999999999995,7.10900806304844e-12,4901.07034584525,9139.96027089444
4.23999999999995,7.12581422868212e-12,4779.07218621245,9014.33759736224
4.24999999999995,7.14262039431581e-12,4656.64638802058,8883.47366637813
4.25999999999995,7.15942655994949e-12,4533.42989302134,8747.56890298813
4.26999999999995,7.17623272558318e-12,4409.10600000666,8606.82019615312
4.27999999999995,7.19303889121686e-12,4283.42158394862,8461.43253581798
4.28999999999995,7.20984505685055e-12,4156.20644036835,8311.63215677729
4.29999999999995,7.22665122248423e-12,4027.39432095225,8157.6806730825
4.30999999999995,7.24345738811792e-12,3897.04458904533,7999.88942503941
4.31999999999995,7.2602635537516e-12,3765.36259452364,7838.63283228388
4.32999999999995,7.27706971938529e-12,3632.71602432642,7674.35911802674
4.33999999999995,7.29387588501897e-12,3499.64379200765,7507.59643590642
4.34999999999995,7.31068205065266e-12,3366.85379452191,7338.95236052444
4.35999999999995,7.32748821628634e-12,3235.20639237727,7169.10506847302
4.36999999999995,7.34429438192003e-12,3105.68197106775,6998.78543872917
4.37999999999995,7.36110054755371e-12,2979.33336702117,6828.75069446885
4.38999999999995,7.37790671318739e-12,2857.22685808232,6659.75183159648
4.39999999999995,7.39471287882108e-12,2740.37810967091,6492.49852807803
4.40999999999995,7.41151904445476e-12,2629.69085031007,6327.62590761733
4.41999999999995,7.42832521008844e-12,2525.90625892677,6165.66753386984
4.42999999999995,7.44513137572212e-12,2429.56863166479,6007.03760944571
4.43999999999995,7.46193754135581e-12,2341.0102225647,5852.02381093832
4.44999999999995,7.47874370698949e-12,2260.35462015842,5700.79025876794
4.45999999999995,7.49554987262317e-12,2187.53538053336,5553.38870310009
4.46999999999995,7.51235603825685e-12,2122.32508335011,5409.7752151177
4.47999999999995,7.52916220389054e-12,2064.36968184927,5269.8295684531
4.48999999999995,7.54596836952422e-12,2013.22367229101,5133.37489557825
4.49999999999995,7.5627745351579e-12,1968.38277856136,5000.19586612088
4.50999999999995,7.57958070079159e-12,1929.31214592512,4870.05434655799
4.51999999999995,7.59638686642527e-12,1895.46910494579,4742.70207721189
4.52999999999995,7.61319303205896e-12,1866.32057948881,4617.89043393081
4.53999999999995,7.62999919769264e-12,1841.35546183676,4495.37747521851
4.54999999999995,7.64680536332633e-12,1820.0928106093,4374.93274230819
4.55999999999995,7.66361152896001e-12,1802.08667228882,4256.34024755965
4.56999999999995,7.6804176945937e-12,1786.92831809994,4139.40007522412
4.57999999999995,7.69722386022738e-12,1774.24660211038,4023.92896917785
4.58999999999995,7.71403002586107e-12,1763.70701025044,3909.76020838204
4.59999999999995,7.73083619149475e-12,1755.00985562411,3796.74300921814
4.60999999999995,7.74764235712844e-12,1747.88796132382,3684.74163343141
4.61999999999995,7.76444852276212e-12,1742.10408082521,3573.63433251484
4.62999999999995,7.78125468839581e-12,1737.44823281888,3463.31222116654
4.63999999999995,7.79806085402949e-12,1733.73506898086,3353.67814224726
4.64999999999995,7.81486701966318e-12,1730.80135246659,3244.64556463317
4.65999999999995,7.83167318529686e-12,1728.50359233822,3136.13753866634
4.66999999999994,7.84847935093055e-12,1726.71585863254,3028.08572338599
4.67999999999994,7.86528551656424e-12,1725.32778672754,2920.42949153849
4.68999999999994,7.88209168219792e-12,1724.24277030442,2813.11511356692
4.69999999999994,7.89889784783161e-12,1723.37633546446,2706.09501832751
4.70999999999994,7.91570401346529e-12,1722.65468495194,2599.32712639584
4.71999999999994,7.93251017909897e-12,1722.01339938558,2492.77425073708
4.72999999999994,7.94931634473266e-12,1721.39628157448,2386.40355902789
4.73999999999994,7.96612251036635e-12,1720.75433008146,2280.18609189076
4.74999999999994,7.98292867600003e-12,1720.04482859802,2174.09633143114
4.75999999999994,7.99973484163372e-12,1719.23053856742,2068.11181483295
4.76999999999994,8.0165410072674e-12,1718.27898050715,1962.21278731872
4.77999999999994,8.03334717290108e-12,1717.1618070171,1856.38189384602
4.78999999999994,8.05015333853477e-12,1715.85423525284,1750.60389951644
4.79999999999994,8.06695950416845e-12,1714.33453935017,1644.86543729245
4.80999999999994,8.08376566980213e-12,1712.58361112474,1539.15478418916
4.81999999999994,8.10057183543582e-12,1710.58455976631,1433.46165759783
4.82999999999994,8.1173780010695e-12,1708.32235452197,1327.77703166592
4.83999999999994,8.13418416670318e-12,1705.78350357071,1222.09297113974
4.84999999999994,8.15099033233687e-12,1702.95576325201,1116.40248055152
4.85999999999994,8.16779649797055e-12,1699.82787357076,1010.69936721246
4.86999999999994,8.18460266360423e-12,1696.38931624528,904.978116564836
4.87999999999994,8.20140882923792e-12,1692.63009139924,799.233778430844
4.88999999999994,8.2182149948716e-12,1688.54050923777,693.461862869533
4.89999999999994,8.23502116050529e-12,1684.1109936623,587.658244627333
4.90999999999994,8.25182732613897e-12,1679.33189525234,481.819075317919
4.91999999999994,8.26863349177265e-12,1674.1933109084,375.940702446335
4.92999999999994,8.28543965740634e-12,1668.68490747386,270.019594445081
4.93999999999994,8.30224582304002e-12,1662.79574679829,164.052271006218
4.94999999999994,8.3190519886737e-12,1656.51410998848,58.0352381144428
4.95999999999994,8.33585815430739e-12,1649.82731854858,-48.0350728162193
4.96999999999994,8.35266431994107e-12,1642.72154997104,-154.162362291892
4.97999999999994,8.36947048557475e-12,1635.18164524167,-260.350517146555
4.98999999999994,8.38627665120844e-12,1627.19090576046,-366.603662510594
4.99999999999994,8.40308281684212e-12,1618.73087701532,-472.926211846232
5.00999999999994,8.4198889824758e-12,1609.78111615677,-579.322915572455
5.01999999999994,8.43669514810949e-12,1600.31894026014,-685.798908823754
5.02999999999994,8.45350131374317e-12,1590.31915185799,-792.359758881386
5.03999999999994,8.47030747937685e-12,1579.75373795933,-899.011512827594
5.04999999999994,8.48711364501054e-12,1568.59153833729,-1005.76074601139
5.05999999999994,8.50391981064422e-12,1556.79787833787,-1112.61461195338
5.06999999999994,8.52072597627791e-12,1544.33416082806,-1219.58089435645
5.07999999999994,8.53753214191159e-12,1531.15741128703,-1326.6680619108
5.08999999999994,8.55433830754527e-12,1517.21976920699,-1433.88532663447
5.09999999999994,8.57114447317896e-12,1502.46791809804,-1541.24270652066
5.10999999999994,8.58795063881264e-12,1486.84244532227,-1648.7510933105
5.11999999999994,8.60475680444632e-12,1470.27712192116,-1756.42232619992
5.12999999999994,8.62156297008001e-12,1452.69809128461,-1864.2692723039
5.13999999999993,8.63836913571369e-12,1434.02295429035,-1972.30591463017
5.14999999999993,8.65517530134737e-12,1414.15973701947,-2080.54744823806
5.15999999999993,8.67198146698106e-12,1393.00572592031,-2189.01038504421
5.16999999999993,8.68878763261474e-12,1370.44615391869,-2297.71266743864
5.17999999999993,8.70559379824842e-12,1346.35272010482,-2406.67379037179
5.18999999999993,8.72239996388211e-12,1320.5819251184,-2515.91493083651
5.19999999999993,8.73920612951579e-12,1292.97320489218,-2625.45908257388
5.20999999999993,8.75601229514948e-12,1263.34685587297,-2735.33119156154
5.21999999999993,8.77281846078316e-12,1231.50169478744,-2845.55829001191
5.22999999999993,8.78962462641685e-12,1197.21255748234,-2956.16961025978
5.23999999999993,8.80643079205053e-12,1160.22750447754,-3067.19667823629
5.24999999999993,8.82323695768422e-12,1120.26487809191,-3178.67335543163
5.25999999999993,8.8400431233179e-12,1077.01022088128,-3290.6358057565
5.26999999999993,8.85684928895159e-12,1030.1131688775,-3403.12234913042
5.27999999999993,8.87365545458527e-12,979.184508810535,-3516.17314495101
5.28999999999993,8.89046162021896e-12,923.793653053735,-3629.82963548681
5.29999999999993,8.90726778585264e-12,863.466946370592,-3744.13365134732
5.30999999999993,8.92407395148633e-12,797.687362785622,-3859.12605707265
5.31999999999993,8.94088011712001e-12,725.896389884213,-3974.84478265564
5.32999999999993,8.9576862827537e-12,647.499146501184,-4091.32205895147
5.33999999999993,8.97449244838739e-12,561.874076998433,-4208.58065486885
5.34999999999993,8.99129861402107e-12,468.388835031482,-4326.62891660908
5.35999999999993,9.00810477965475e-12,366.424139577719,-4445.45445587173
5.36999999999993,9.02491094528844e-12,255.407313023915,-4565.01645154818
5.37999999999993,9.04171711092212e-12,134.85668232658,-4685.23675350265
5.38999999999993,9.05852327655581e-12,4.43680265040199,-4805.99033246976
5.39999999999993,9.0753294421895e-12,-135.977675191981,-4927.09610852749
5.40999999999993,9.09213560782318e-12,-286.234787751433,-5048.30975748277
5.41999999999993,9.10894177345686e-12,-445.84335180959,-5169.32054695413
5.42999999999993,9.12574793909054e-12,-613.929069021323,-5289.75452333432
5.43999999999993,9.14255410472423e-12,-789.221349908627,-5409.18576818019
5.44999999999993,9.15936027035791e-12,-970.082647724403,-5527.15640347914
5.45999999999993,9.17616643599159e-12,-1154.5845916639,-5643.20400661162
5.46999999999993,9.19297260162527e-12,-1340.62549817689,-5756.89306604691
5.47999999999993,9.20977876725895e-12,-1526.07332186408,-5867.8456076581
5.48999999999993,9.22658493289264e-12,-1708.91120665576,-5975.76592021011
5.49999999999993,9.24339109852632e-12,-1887.3623747403,-6080.45559244884
5.50999999999993,9.26019726416e-12,-2059.97723646731,-6181.81737923996
5.51999999999993,9.27700342979369e-12,-2225.67562085985,-6279.84886211899
5.52999999999993,9.29380959542737e-12,-2383.74702959836,-6374.62863820055
5.53999999999993,9.31061576106105e-12,-2533.81873608851,-6466.29846806465
5.54999999999993,9.32742192669473e-12,-2675.80427396971,-6555.04453841737
5.55999999999993,9.34422809232841e-12,-2809.84405221603,-6641.08014242419
5.56999999999993,9.3610342579621e-12,-2936.2470100848,-6724.6310770919
5.57999999999993,9.37784042359578e-12,-3055.43885986435,-6805.92419856863
5.58999999999993,9.39464658922946e-12,-3167.91952382981,-6885.17898825695
5.59999999999993,9.41145275486314e-12,-3274.2302607838,-6962.6016639682
5.60999999999992,9.42825892049683e-12,-3374.9297107681,-7038.38125695159
5.61999999999992,9.44506508613051e-12,-3470.57747940452,-7112.68709064505
5.62999999999992,9.4618712517642e-12,-3561.72379065422,-7185.66717304945
5.63999999999992,9.47867741739788e-12,-3648.90366118537,-7257.447123082
5.64999999999992,9.49548358303157e-12,-3732.63456021058,-7328.12932457391
5.65999999999992,9.51228974866525e-12,-3813.41649125215,-7397.7921024342
5.66999999999992,9.52909591429894e-12,-3891.73382944058,-7466.48875590256
5.67999999999992,9.54590207993262e-12,-3968.05842054412,-7534.24632546419
5.68999999999992,9.56270824556631e-12,-4042.85361176973,-7601.06398832207
5.69999999999992,9.57951441119999e-12,-4116.57903798929,-7666.91098076651
5.70999999999992,9.59632057683368e-12,-4189.6960902282,-7731.72393436612
5.71999999999992,9.61312674246736e-12,-4262.67409186308,-7795.40349089
5.72999999999992,9.62993290810105e-12,-4335.99728482441,-7857.81002390423
5.73999999999992,9.64673907373473e-12,-4410.1728020107,-7918.75824639984
5.74999999999992,9.66354523936842e-12,-4485.73987397638,-7978.01041810104
5.75999999999992,9.6803514050021e-12,-4563.28059098821,-8035.26778324584
5.76999999999992,9.69715757063579e-12,-4643.43262153919,-8090.15976473754
5.77999999999992,9.71396373626948e-12,-4726.90436997739,-8142.23031196079
5.78999999999992,9.73076990190316e-12,-4814.49313676642,-8190.92064643758
5.79999999999992,9.74757606753684e-12,-4907.10690376692,-8235.54747795201
5.80999999999992,9.76438223317053e-12,-5005.79036794962,-8275.27559441952
5.81999999999992,9.78118839880422e-12,-5111.75571113014,-8309.08361215769
5.82999999999992,9.7979945644379e-12,-5226.41817420738,-8335.7217207496
5.83999999999992,9.81480073007158e-12,-5351.43549444462,-8353.66071390257
5.84999999999992,9.83160689570526e-12,-5488.74849431929,-8361.03273982037
5.85999999999992,9.84841306133895e-12,-5640.6156114374,-8355.56742292813
5.86999999999992,9.86521922697263e-12,-5809.62838453035,-8334.5323310962
5.87999999999992,9.88202539260631e-12,-5998.68238296355,-8294.69808312099
5.88999999999992,9.89883155823999e-12,-6210.86172063553,-8232.36615398805
5.89999999999992,9.91563772387368e-12,-6449.17413397951,-8143.52357574872
5.90999999999992,9.93244388950736e-12,-6716.05936317448,-8024.21634385846
5.91999999999992,9.94925005514105e-12,-7012.61310650514,-7871.23927625002
5.92999999999992,9.96605622077473e-12,-7337.57051607962,-7683.17299145716
5.93999999999992,9.98286238640841e-12,-7686.30921106535,-7461.6037127415
5.94999999999992,9.9996685520421e-12,-8050.40068768155,-7212.05207642664
5.95999999999992,-6.31848802445797e-20,-8418.29305676869,-6943.94415120256
5.96999999999992,-2.26383637102897e-20,-8777.26210045616,-6669.22829567803
5.97999999999992,3.28284407888646e-20,-9115.95555367099,-6400.01584644635
5.98999999999992,5.58451300919064e-20,-9426.38930028437,-6146.29032768302
5.99999999999992,4.39235233080993e-20,-9704.64141688636,-5914.62408066111
6.00999999999992,1.92851631839761e-20,-9950.3313291382,-5708.11068478163
6.01999999999992,9.99966843818187e-12,-10165.4987318846,-5527.09109232849
6.02999999999992,2.94704807992149e-20,-10353.4708070779,-5370.11455766236
6.03999999999992,-9.8381636724589e-12,-10518.0146526311,-5234.7722396105
6.04999999999992,3.62514579781373e-19,-10662.8197757909,-5118.2789749465
6.05999999999992,2.54189765365068e-19,-10791.2382233165,-5017.81947978523
6.06999999999992,-1.73187547632015e-12,-10906.1887579614,-4930.72356668521
6.07999999999991,2.64325832799046e-19,-11010.1508192548,-4854.53402217678
6.08999999999991,-5.57487792000504e-20,-11105.2007168883,-4787.01324997148
6.09999999999991,-1.66445733789525e-20,-11193.0625555432,-4726.11857422459
6.10999999999991,-8.12655431456285e-21,-11275.1600991215,-4669.96299500019
6.11999999999991,-2.41907941753622e-21,-11352.6633413559,-4616.77025385952
6.12999999999991,8.69400844783194e-22,-11426.5276067483,-4564.82819839435
6.13999999999991,-1.73191025490239e-12,-11497.5249508428,-4512.44165633874
6.14999999999991,3.93674444436729e-21,-11566.268419117,-4457.88448367733
6.15999999999991,4.13881115389907e-20,-11633.229911771,-4399.34960413331
6.16999999999991,9.03773077459631e-20,-11698.752266369,-4334.89544494453
6.17999999999991,1.24009243839732e-19,-11763.0559228191,-4262.38706995694
6.18999999999991,1.55510813727036e-19,-11826.2400903367,-4179.43063861976
6.19999999999991,3.3646247969412e-19,-11888.2779163493,-4083.30101905025
6.20999999999991,-4.25087086641945e-12,-11949.0047499466,-3970.86450573819
6.21999999999991,1.93975590422631e-18,-12008.0979450867,-3838.50465898689
6.22999999999991,-2.19162806917284e-19,-12065.0470075633,-3682.06757479708
6.23999999999991,7.77371053354457e-20,-12119.1133475748,-3496.8615704456
6.24999999999991,6.32744197803167e-20,-12169.2821408087,-3277.77293250922
6.25999999999991,-6.54291317272134e-21,-12214.2156422569,-3019.59744018801
6.26999999999991,-1.83483177298095e-19,-12252.2304068742,-2717.72265231094
6.27999999999991,-7.00431819166592e-18,-12281.3399766257,-2369.28866662118
6.28999999999991,-5.34318159712896e-19,-12299.420844013,-1974.82179016205
6.29999999999991,6.31617302901441e-12,-12304.547832798,-1539.99621746931
6.30999999999991,1.11827913006588e-20,-12295.4713322048,-1076.68774886608
6.31999999999991,5.06626668975229e-20,-12272.076555705,-602.266377901982
6.32999999999991,5.19257468054202e-20,-12235.5749372432,-136.699771848064
6.33999999999991,1.907754085372e-20,-12188.2706248491,301.572323617764
6.34999999999991,-1.19562029709094e-20,-12133.000353164,699.082747188407
6.35999999999991,-2.28106765781685e-20,-12072.5319437695,1048.71242156225
6.36999999999991,6.31617290102399e-12,-12009.1617342321,1349.02884252274
6.37999999999991,-8.80260208581256e-21,-11944.5706597745,1602.57153766414
6.38999999999991,-1.34775831722477e-12,-11879.8640754169,1814.06669678022
6.39999999999991,8.65300645164985e-20,-11815.6919259794,1989.07638098895
6.40999999999991,-7.60633240611783e-12,-11752.3779003541,2133.16755755835
6.41999999999991,1.01650725032695e-20,-11690.0253494536,2251.49041700204
6.42999999999991,4.9446371712819e-21,-11628.592871344,2348.61867808841
6.43999999999991,1.85611021610014e-20,-11567.9433465291,2428.53542728017
6.44999999999991,-4.28486497667601e-12,-11507.8730357321,2494.68923199487
6.45999999999991,8.75496791113396e-21,-11448.1267644096,2550.07764857866
6.46999999999991,6.64325669953651e-21,-11388.4035842651,2597.3365655352
6.47999999999991,4.00618936812931e-21,-11328.3558807746,2638.82555463543
6.48999999999991,3.1630548436223e-21,-11267.5836702485,2676.70610241944
6.49999999999991,2.32953179997319e-21,-11205.6250227412,2713.01269689853
6.50999999999991,1.2641467586785e-21,-11141.9429848824,2749.71815055413
6.51999999999991,-4.28486491958934e-12,-11075.9090322782,2788.79496339017
6.52999999999991,1.63785227691008e-21,-11006.7829288173,2832.27436911608
6.53999999999991,-9.95592915290579e-21,-10933.6889824484,2882.30393341895
6.5499999999999,3.28042320471525e-20,-10855.5890879941,2941.20341559266
6.5599999999999,7.00540871668663e-19,-10771.2541380044,3011.51574919672
6.5699999999999,5.22029045184865e-19,-10679.2372883575,3096.04639851171
6.5799999999999,1.03204214726258e-20,-10577.8569979895,3197.87574490288
6.5899999999999,-6.45023125133856e-21,-10465.2034997936,3320.31983931953
6.5999999999999,6.87391967108763e-12,-10339.1927594079,3466.79733199049
6.6099999999999,-2.16074642699997e-21,-10197.7035396477,3640.54400629327
6.6199999999999,8.54469559353153e-21,-10038.8420984567,3844.1079070226
6.6299999999999,2.70031509407139e-20,-9861.37063707778,4078.58432932289
6.6399999999999,4.44983944979993e-20,-9665.2862718044,4342.64869223357
6.6499999999999,4.00730299640074e-20,-9452.4280441881,4631.63820710793
6.6599999999999,-2.54924466177928e-21,-9226.84851152875,4937.15253117566
6.6699999999999,6.8739196454287e-12,-8994.63106155881,5247.67706613063
6.6799999999999,-8.67201226779535e-20,-8763.01196707355,5550.3555643145
6.6899999999999,-5.22026050221614e-20,-8539.05332816464,5833.36127445433
6.6999999999999,5.8302756146713e-21,-8328.4119363559,6087.88608545872
6.7099999999999,4.12513419264659e-20,-8134.67218026846,6309.01833212859
6.7199999999999,4.31312542382966e-20,-7959.34202678347,6495.46833106343
6.7299999999999,2.77057544786222e-20,-7802.28947870322,6648.61746833016
6.7399999999999,6.87391972242098e-12,-7662.3171701081,6771.43393861137
6.7499999999999,7.100507340817e-22,-7537.66913448648,6867.58542161344
6.7599999999999,-3.81711473615248e-21,-7426.39172872788,6940.84674410688
6.7699999999999,-5.09612473650124e-20,-7326.55295605661,6994.76686634936
6.7799999999999,3.87227343898843e-12,-7236.35584885903,7032.51761990439
6.7899999999999,-9.59031706629836e-20,-7154.18387066858,7056.85201143671
6.7999999999999,-8.69122128188509e-21,-7078.60699503501,7070.12109508695
6.8099999999999,-1.03625146322096e-20,-7008.36769860363,7074.31710949949
6.8199999999999,-7.20189609758831e-21,-6942.35805228865,7071.12509341008
6.8299999999999,-3.6882118198958e-21,-6879.59407246521,7061.97385969985
6.8399999999999,-2.12293193573634e-21,-6819.19035805701,7048.0823127418
6.8499999999999,3.87228125135859e-12,-6760.33625700544,7030.49982132595
6.8599999999999,0,-6702.27384348126,7010.14070479909
6.8699999999999,4.195477851818e-21,-6644.27749122695,6987.81348268242
6.8799999999999,1.17782360554707e-20,-6585.63460360638,6964.24571391151
6.8899999999999,-1.58824059119896e-12,-6525.62693096388,6940.1053045428
6.8999999999999,2.4367673535991e-20,-6463.51192335602,6916.01898907974
6.9099999999999,3.34695380310706e-20,-6398.50356267081,6892.5886101175
6.9199999999999,3.96921974843875e-20,-6329.75219353168,6870.40562515223
6.9299999999999,5.28803062492125e-20,-6256.3230340497,6850.06404051232
6.9399999999999,6.33241430523342e-20,-6177.17331453835,6832.17169591215
6.9499999999999,7.58041939353135e-20,-6091.12851147853,6817.3593998204
6.9599999999999,-1.58824039011334e-12,-5996.85903010881,6806.28682610021
6.9699999999999,7.97914187951633e-20,-5892.86019307108,6799.64320924189
6.9799999999999,-4.62222028665988e-19,-5777.44086136376,6798.13960495714
6.9899999999999,1.3216543519583e-12,-5648.72920383941,6802.48823939293
6.9999999999999,-3.51135794617716e-18,-5504.71049243334,6813.3615759742
7.00999999999989,4.86847388228799e-19,-5343.31524622898,6831.32414503809
7.01999999999989,-1.0583562384788e-19,-5162.58334259173,6856.728558524
7.02999999999989,-1.26933702449896e-19,-4960.92658106861,6889.57316194265
7.03999999999989,9.25145695602619e-12,-4737.4974027464,6929.33063087384
7.04999999999989,-8.12982631697517e-20,-4492.63225538769,6974.77909746039
7.05999999999989,5.78511711989948e-20,-4228.27455863311,7023.89497447315
7.06999999999989,2.39855064037094e-19,-3948.21669503107,7073.88358266387
7.07999999999989,-5.61269485437204e-19,-3657.98583405237,7121.4047941453
7.08999999999989,-1.84869847479127e-17,-3364.28832175028,7162.98267080144
7.09999999999989,1.02159219690115e-17,-3074.11407161109,7195.49536478588
7.10999999999989,2.06202636483688e-19,-2793.77186203312,7216.58959366494
7.11999999999989,-3.91601408763889e-20,-2528.16220829007,7224.89389321166
7.12999999999989,-2.89549818174805e-20,-2280.45798234605,7220.00231703159
7.13999999999989,-4.12967479350771e-12,-2052.17505974876,7202.29058290382
7.14999999999989,-5.01793795992375e-21,-1843.48993914464,7172.66288008302
7.15999999999989,-2.92364599940318e-20,-1653.6420341756,7132.31040579992
7.16999999999989,8.26390615266672e-20,-1481.30628214507,7082.52398838549
7.17999999999989,1.63188941408789e-20,-1324.88337481086,7024.56974359242
7.18999999999989,5.74981894778057e-12,-1182.69930599084,6959.61839903144
7.19999999999989,2.4982934538784e-20,-1053.12841000901,6888.71302721477
7.20999999999989,1.78967926682544e-20,-934.660363455948,6812.7610547106
7.21999999999989,1.18198121542806e-20,-825.930002393678,6732.53990410152
7.22999999999989,6.99746126700366e-21,-725.724388186571,6648.70921991515
7.23999999999989,4.15050643829827e-21,-632.977079882469,6561.82542975683
7.24999999999989,2.38336965968276e-21,-546.756014796539,6472.35629409651
7.25999999999989,5.74981896935358e-12,-466.248864614036,6380.69429228373
7.26999999999989,0,-390.748064461024,6287.16838696998
7.27999999999989,3.68221323227373e-22,-319.6366710301,6192.05408433191
7.28999999999989,-1.78869492326382e-22,-252.375580050763,6095.58189502133
7.29999999999989,1.1173223896862e-20,-188.492273415308,5997.94437727823
7.30999999999989,2.42173734401613e-20,-127.571083659646,5899.30196910631
7.31999999999989,1.13887659361285e-20,-69.2448423128082,5799.78780242448
7.32999999999989,5.19954059725192e-12,-13.1877769681465,5699.51167248603
7.33999999999989,-3.31435178699188e-21,40.8905215275066,5598.56331465599
7.34999999999989,-2.75684801147456e-21,93.2502098679881,5497.01511049758
7.35999999999989,-2.74049019560683e-21,144.1255271042,5394.9243277529
7.36999999999989,-2.11433027866144e-21,193.728474250723,5292.33497654116
7.37999999999989,-1.7336764976182e-21,242.251946316208,5189.27934998756
7.38999999999989,-1.38564369314076e-21,289.872406223286,5085.77930357573
7.39999999999989,5.19954059169223e-12,336.752175749879,4981.84731695831
7.40999999999989,-1.05414541956838e-21,383.041406699439,4877.48737366699
7.41999999999989,-8.931420705684e-22,428.87978349204,4772.69568683946
7.42999999999989,-8.88005015039398e-22,474.398000198671,4667.46129413876
7.43999999999989,-8.39953926630259e-22,519.71904608053,4561.76654034833
7.44999999999989,-7.98832192766495e-22,564.959327613283,4455.58746317951
7.45999999999989,-6.30205293413898e-22,610.229648472848,4348.89409515184
7.46999999999989,5.19954059103294e-12,655.636064008849,4241.65069280712
7.47999999999988,-1.03571768050653e-21,701.280621839573,4133.81590336285
7.48999999999988,-1.41187181238216e-21,747.26199583403,4025.34287844053
7.49999999999988,-1.6906678870811e-21,793.676016588647,3916.17934460993
7.50999999999988,-1.92364060980858e-21,840.616097389621,3806.26764114483
7.51999999999988,-2.29284645570372e-21,888.17355065784,3695.54473671537
7.52999999999988,-2.96745506815751e-21,936.437785702552,3583.94223866431
7.53999999999988,5.1995405833848e-12,985.496374560868,3471.386411165
7.54999999999988,-4.22859755147211e-21,1035.43496846249,3357.79822191236
7.55999999999988,-4.74768065946606e-21,1086.33704341544,3243.09344110426
7.56999999999988,-5.60765896381243e-21,1138.28344969322,3127.18282124414
7.57999999999988,-6.6099856409821e-21,1191.35173688153,3009.97239166845
7.58999999999988,-7.60148914671302e-21,1245.61522420272,2891.36390739532
7.59999999999988,-8.49402531888076e-21,1301.14178576763,2771.25549749652
7.60999999999988,5.19954058429819e-12,1357.99232307152,2649.54256307724
7.61999999999988,-9.05295538141621e-21,1416.21890355306,2526.11897815946
7.62999999999988,-8.73873631734354e-21,1475.8625557179,2400.87864703733
7.63999999999988,-7.89656104846654e-21,1536.95072940339,2273.7174674047
7.64999999999988,-6.17214267588953e-21,1599.49445540886,2144.5357378659
7.65999999999988,-3.25540837672961e-21,1663.4852725555,2013.24102935869
7.66999999999988,1.16936922686795e-21,1728.89203201234,1879.751510761
7.67999999999988,5.1995406431267e-12,1795.65773651811,1743.99967850309
7.68999999999988,1.41925034939194e-20,1863.69662228321,1605.93638868022
7.69999999999988,2.17505482609805e-20,1932.89173763653,1465.53503037712
7.70999999999988,2.92668465091469e-20,2003.09330633481,1322.79561592663
7.71999999999988,3.60423412586994e-20,2074.11817489665,1177.74850580511
7.72999999999988,4.13259864408227e-20,2145.75062205801,1030.45744373436
7.73999999999988,4.39734793591184e-20,2217.74474669168,881.021563442647
7.74999999999988,5.19954074769517e-12,2289.82854574874,729.576053330875
7.75999999999988,3.68234460433561e-20,2361.7096511527,576.291235715096
7.76999999999988,2.65746156409653e-20,2433.08252861828,421.369932597131
7.77999999999988,1.29624168163025e-20,2503.63677471716,265.043139960839
7.78999999999988,-2.34671016730588e-21,2573.06600835478,107.564198308996
7.79999999999988,-1.74206240718869e-20,2641.07676506982,-50.7981967084349
7.80999999999988,-3.0307102416271e-20,2707.39678528065,-209.767679056371
7.81999999999988,5.199540730967e-12,2771.78214598101,-369.068063263578
7.82999999999988,-4.41685371131748e-20,2834.02281000612,-528.430833627674
7.83999999999988,-4.43915638725968e-20,2893.9463360808,-687.601808133637
7.84999999999988,-4.07336411022363e-20,2951.41967773699,-846.346626676686
7.85999999999988,-3.42652972266981e-20,3006.34917129424,-1004.45485334263
7.86999999999988,-2.62085345861693e-20,3058.67895003618,-1161.74262617687
7.87999999999988,-1.76693487915635e-20,3108.38811076461,-1318.05391492863
7.88999999999988,5.19954076606507e-12,3155.48699774639,-1473.26054423953
7.89999999999988,-2.6113572638363e-21,3200.01296379625,-1627.26120097404
7.90999999999988,3.03467800724429e-21,3242.02593005432,-1779.97967097379
7.91999999999988,6.93838459650558e-21,3281.6040078469,-1931.36254823566
7.92999999999988,8.96571925890302e-21,3318.83937996043,-2081.37663668585
