"Plot16"
"Time (sec)","Acceleration4 (mm/sec**2)","Acceleration5 (mm/sec**2)","Acceleration6 (mm/sec**2)"
7.89999999999988,7.79931116474859e-09,4325.78201584142,-15337.0281662123
7.90999999999988,3.89965558381635e-09,4078.1198988328,-15205.7800231366
7.91999999999988,1.73318029272983e-10,3839.03820453304,-15070.2466513546
7.92999999999988,-6.23944900782903e-09,3609.75040832913,-14932.3137131592
7.93999999999988,-6.93272112129088e-09,3391.11985110926,-14793.5938464548
7.94999999999987,-1.24788980096815e-09,3183.70862278271,-14655.4348164573
7.95999999999987,2.54777500250056e-09,2987.82743500551,-14518.936319849
7.96999999999987,7.79931123091169e-09,2803.58358631081,-14384.9721529479
7.97999999999987,3.89965561598229e-09,2630.92513266768,-14254.2150873586
7.98999999999987,1.73318028835262e-10,2469.68024282568,-14127.1624704871
7.99999999999987,-6.23944902315294e-09,2319.59130676046,-14004.1610884596
8.00999999999987,-6.93272113710579e-09,2180.34382916121,-13885.4303381357
8.01999999999987,-1.24788980387823e-09,2051.59044417779,-13771.0831818832
8.02999999999987,2.5477750100191e-09,1932.97054137013,-13661.1446075998
8.03999999999987,7.79931125460798e-09,1824.12607396614,-13555.567529679
8.04999999999987,3.89965562669013e-09,1724.71412488963,-13454.2462102597
8.05999999999987,1.73318027095873e-10,1634.41680115888,-13357.0273663971
8.06999999999987,-6.23944898219956e-09,1552.94896693081,-13263.7191663453
8.07999999999987,-6.93272109085674e-09,1480.06426875538,-13174.0983360509
8.08999999999987,-6.82179755353406e-08,1415.55930608442,-13087.9147622429
8.09999999999987,-1.94116190514922e-08,1359.28034726561,-13004.9000862733
8.10999999999987,-1.33000383509202e-17,1311.11944581748,-12924.7597852613
8.11999999999987,-8.41106977580328e-17,1271.02502800958,-12847.1870579854
8.12999999999987,-2.87791344344326e-16,1239.00022150166,-12771.8575279275
8.13999999999987,-7.47636736911527e-16,1215.10228702388,-12698.4246899802
8.14999999999987,-1.64432079535426e-15,1199.45132698765,-12626.5292361183
8.15999999999987,-3.22663502653034e-15,1192.22594557059,-12555.7870739963
8.16999999999987,-5.82222695013111e-15,1193.66891807446,-12485.7921743552
8.17999999999987,-9.84833852455172e-15,1204.08844492164,-12416.1114559715
8.18999999999987,-1.58225445727614e-14,1223.86071969145,-12346.2807367796
8.19999999999987,-2.43734912081739e-14,1253.43262951314,-12275.7997667278
8.20999999999987,-3.62516342605177e-14,1293.32459008813,-12204.1263200761
8.21999999999987,-5.23399777017061e-14,1344.13355006426,-12130.6693391015
8.22999999999987,-7.36648120717081e-14,1406.5361455523,-12054.7809972842
8.23999999999987,-1.01406452904418e-13,1481.29191986325,-11975.7475346285
8.24999999999987,-1.36909979153526e-13,1569.24659941165,-11892.7787080432
8.25999999999987,-1.8169597161839e-13,1671.33529999511,-11804.9956144556
8.26999999999987,-2.37471251369902e-13,1788.58561711412,-11711.4166812983
8.27999999999987,-3.06139618176362e-13,1922.12045139784,-11610.9414607353
8.28999999999987,-3.89812588929349e-13,2073.16048028167,-11502.3319315563
8.29999999999987,-4.90820136069586e-13,2243.02540929758,-11384.1686714374
8.30999999999987,-6.11721426012816e-13,2433.13760942706,-11254.8972261842
8.31999999999987,-7.55315557575671e-13,2645.02022429635,-11112.7534059809
8.32999999999987,-9.24652300401539e-13,2880.2953711367,-10955.6550476741
8.33999999999987,-1.12304283338644e-12,3140.68443652703,-10781.2592806988
8.34999999999987,-1.35407048310488e-12,3428.00352802525,-10586.9100782725
8.35999999999987,-1.62160146223577e-12,3744.15673806483,-10369.5527167844
8.36999999999987,-1.92979560798821e-12,4091.12721990875,-10125.6726730505
8.37999999999987,-2.28311712052744e-12,4470.96437132212,-9851.2197805396
8.38999999999987,-2.68634530140069e-12,4885.7657824361,-9541.51457447293
8.39999999999987,-3.14458529196302e-12,5337.65192644196,-9191.13613117604
8.40999999999987,-3.66327881180321e-12,5828.73030928587,-8793.78784016733
8.41999999999986,-4.24821489716965e-12,6361.04404981101,-8342.13712574459
8.42999999999986,-4.90554063939617e-12,6936.4970207458,-7827.62528006679
8.43999999999986,-5.64177192332795e-12,7556.74345586762,-7240.24465099219
8.44999999999986,-6.46380416574736e-12,8223.02340800248,-6568.28351522309
8.45999999999986,-7.37892305379985e-12,8935.91584616618,-5798.04571620962
8.46999999999986,-8.3948152834198e-12,9694.96721486169,-4913.56564108432
8.47999999999986,-9.51957929775642e-12,10498.1336683858,-3896.36446031478
8.48999999999986,-1.07617360255995e-11,11341.0509097566,-2725.21148650023
8.49999999999986,-1.21302396198054e-11,12215.3930973785,-1376.83065611647
8.50999999999986,-1.36344881957234e-11,13107.6526231827,173.946485421226
8.51999999999986,-1.52843345696207e-11,13996.5940276357,1952.2478014295
8.52999999999986,-1.7090096997108e-11,14849.5367395988,3978.68143736032
8.53999999999986,-1.90625699115667e-11,15618.7373639131,6262.85976592279
8.54999999999986,-2.12130346625747e-11,16237.2229434173,8791.66622892537
8.55999999999986,-2.35532702543311e-11,16616.2889243779,11511.657018028
8.56999999999986,-2.60955640840817e-11,16647.9032610261,14305.5851851146
8.57999999999986,-2.88527226805467e-11,16217.2582376068,16967.2466470765
8.58999999999986,-3.18380824423461e-11,15231.1509243126,19186.4273815438
8.59999999999986,-3.50655203764247e-11,13663.386546018,20564.5466777109
8.60999999999986,-3.85494648364785e-11,11605.8619542215,20682.7500704513
8.61999999999986,-4.23049062613804e-11,9297.17864501602,19224.2825222988
8.62999999999986,-4.63474079136062e-11,7095.86485344726,16110.5708810793
8.63999999999986,-5.06931166176606e-11,5390.17218609341,11576.1714345534
8.64999999999986,-5.53587734985026e-11,4481.24719853891,6126.85254812794
8.65999999999986,-6.0361724719972e-11,4499.95633690819,397.010852991682
8.66999999999986,-6.57199322232147e-11,5393.73874560928,-5016.43081813449
8.67999999999986,-7.1451984465109e-11,6973.52836248678,-9669.38512135824
8.68999999999986,-7.75771071566911e-11,8984.25291376841,-13309.7202452765
8.69999999999986,-8.41151740015825e-11,11166.9623908749,-15857.9710820747
8.70999999999986,-9.10867174344123e-11,13298.7845250738,-17361.0665706699
8.71999999999986,1.57142435732263e-08,15211.2575157718,-17943.051393239
8.72999999999986,-9.64046865568935e-09,16793.4120098935,-17764.4672142193
8.73999999999986,-1.47558193605233e-08,17986.1519727829,-16993.3005349051
8.74999999999986,-3.00682675624799e-09,18772.6839628193,-15786.266080213
8.75999999999986,-1.2728174029189e-09,19167.7869344017,-14277.8706746272
8.76999999999986,3.46344558767029e-09,19207.8297389623,-12575.1424990222
8.77999999999986,-8.65884749794785e-11,18941.782756766,-10755.5715428651
8.78999999999986,-3.89646689206227e-09,18424.1047393292,-8867.21593549693
8.79999999999986,6.23434734772367e-10,17709.1490540866,-6929.3732055142
8.80999999999986,3.11717362583538e-09,16847.0525543995,-4932.80347429433
8.81999999999986,-1.94823351915021e-09,15880.7602441462,-2838.28666643925
8.82999999999986,-1.27284588734709e-09,14843.746372916,-571.991552322316
8.83999999999986,3.46352618747315e-09,13757.8319137574,1984.68187104111
8.84999999999986,-8.65881765056115e-11,12630.2108465368,5014.87232391043
8.85999999999986,-1.84727135420556e-08,11448.1393225415,8803.85105934751
8.86999999999986,1.22887380024399e-10,10168.7573336944,13806.5841216354
8.87999999999986,2.76428125392749e-09,8696.90871063723,20788.0023436265
8.88999999999985,5.52777830412136e-09,6839.16555268224,31087.2145018992
8.89999999999985,1.80574045533045e-09,4200.35030020606,47172.6593028557
8.90999999999985,2.66334291888896e-08,-46.0643470075232,73750.2065767275
8.91999999999985,4.38898641098519e-08,-7617.29433007999,119563.930028319
8.92999999999985,-7.06614481200809e-09,-21506.8224943197,196932.30584138
8.93999999999985,2.70468468780695e-08,-42781.5924096378,299189.844471722
8.94999999999985,2.0869113994076e-08,-58024.8853992701,342460.333003478
8.95999999999985,9.31689982499836e-08,-51151.9580404067,265040.147659466
8.96999999999985,-2.16136056091431e-08,-35617.1644400566,162717.881396099
8.97999999999985,-7.7269772809272e-08,-23980.3817591341,94808.3471586648
8.98999999999985,1.17795473137576e-08,-16980.5826582182,56085.3279780399
8.99999999999985,2.11309883347131e-08,-12902.7277200192,33846.8097596342
9.00999999999985,1.49629777373103e-08,-10512.0643210992,20432.711404188
9.01999999999985,-1.9300781360811e-08,-9119.4294647257,11877.5406939892
9.02999999999985,-8.92198329557335e-09,-8349.25188330579,6121.43274730885
9.03999999999985,-1.02657645908518e-09,-7990.20735359888,2048.49555598203
9.04999999999985,-4.87390081016008e-09,-7917.30670610577,-977.194384212307
9.05999999999985,-5.22274139750734e-09,-8052.15632712556,-3336.31318441799
9.06999999999985,-8.19536655688093e-09,-8342.01350557209,-5267.7701190283
9.07999999999985,1.31125959070368e-08,-8748.35751565467,-6927.85462746664
9.08999999999985,2.62251922082751e-09,-9240.29448294,-8422.64639684474
9.09999999999985,3.86722605264629e-10,-9790.61798467979,-9826.15545842151
9.10999999999985,1.63682603136899e-08,-10373.3622382074,-11190.8101751043
9.11999999999985,-2.61892249386467e-09,-10962.3338386342,-12553.3712540846
9.12999999999985,-1.30946310324104e-08,-11530.2601367423,-13938.4386137528
9.13999999999985,8.18414459181057e-09,-12048.5075731955,-15360.2117823042
9.14999999999985,5.34697443719196e-09,-12487.2623763301,-16823.3814466416
9.15999999999985,-1.45495903026895e-08,-12816.1745485034,-18323.4862078262
9.16999999999985,3.63739756840733e-10,-13005.442539431,-19847.0710375262
9.17999999999985,1.63682890576922e-08,-13027.2994598723,-21371.9041077573
9.18999999999985,-2.61892624838865e-09,-12857.8213976215,-22867.4660887182
9.19999999999985,-1.30946312355021e-08,-12478.9291592064,-24295.8822982525
9.20999999999985,8.18414452450911e-09,-11880.4048095463,-25613.4117702493
9.21999999999985,5.34697444217483e-09,-11061.7049211871,-26772.5334968859
9.22999999999985,-1.45495903194134e-08,-10033.3376427164,-27724.5874454511
9.23999999999985,3.6373975729383e-10,-8817.58594314368,-28422.8398812544
9.24999999999985,1.63682890647809e-08,-7448.4105989809,-28825.7732948547
9.25999999999985,-2.61892625200303e-09,-5970.44356318663,-28900.3585942294
9.26999999999985,-1.30946312985876e-08,-4437.07275067145,-28625.0697713909
9.27999999999985,8.1841445604135e-09,-2907.69891024491,-27992.4441610721
9.28999999999985,5.34697443653917e-09,-1444.29475354117,-27011.0678260135
9.29999999999985,-1.45495903062065e-08,-107.400362372385,-25706.9442464663
9.30999999999985,3.63739755180733e-10,1048.34959539627,-24124.2520632291
9.31999999999985,1.63682890723918e-08,1979.127630833,-22325.4687034532
9.32999999999985,-2.61892625897348e-09,2657.22465287325,-20390.6964168798
9.33999999999985,-1.30946314012495e-08,3076.654224134,-18415.7703821137
9.34999999999985,8.18414462408686e-09,3258.62781209439,-16508.4007269746
9.35999999999984,5.34697451960185e-09,3255.91381678386,-14781.3631932898
9.36999999999984,-1.45495905478087e-08,3154.35013384321,-13341.8835603395
9.37999999999984,3.63739757724487e-10,3069.19088945948,-12277.1971089651
9.38999999999984,1.63682891761929e-08,3134.14315746146,-11637.9778551099
9.39999999999984,-2.6189262645326e-09,3482.51995071255,-11423.5239747164
9.40999999999984,-1.30946315136376e-08,4222.96458385482,-11574.1050499027
9.41999999999984,8.1841447189958e-09,5415.56786405041,-11975.2053949604
9.42999999999984,5.34697455633731e-09,7055.82916409401,-12474.903702833
9.43999999999984,-1.45495906116331e-08,9072.16061752339,-12910.5961335352
9.44999999999984,3.6373976483146e-10,11337.9230720624,-13137.481943343
9.45999999999984,1.63682896194648e-08,13693.8366907738,-13050.913603329
9.46999999999984,-2.6189263485457e-09,15973.7794745035,-12597.7823747091
9.47999999999984,-1.30946316072395e-08,18027.4249182993,-11776.4486735732
9.48999999999984,8.18414473709082e-09,19735.7974450832,-10628.0455985233
9.49999999999984,5.34697450123246e-09,21018.8084442549,-9223.26859986089
9.50999999999984,-1.45495904746916e-08,21835.9280792289,-7648.35334153161
9.51999999999984,3.63739759051743e-10,22182.0553077103,-5992.73431123214
9.52999999999984,1.63682891718155e-08,22080.6769285797,-4339.61698302291
9.53999999999984,-2.6189262690729e-09,21576.0018541281,-2759.75078535212
9.54999999999984,-1.30946314679268e-08,20725.2489459389,-1308.11926401555
9.55999999999984,8.18414467273459e-09,19591.8075045222,-22.9895265787583
9.56999999999984,5.34697451318891e-09,18239.6384606802,1073.31749893741
9.57999999999984,-1.45495905028514e-08,16729.0298236644,1972.54376232013
9.58999999999984,3.6373976400717e-10,15113.6498976493,2678.0181196109
9.59999999999984,1.63682893250156e-08,13438.7344954666,3201.99732886216
9.60999999999984,-2.61892629218001e-09,11740.1861514171,3563.1203291755
9.61999999999984,-1.30946314739366e-08,10044.3412684218,3784.16937060763
9.62999999999984,8.18414466943955e-09,8368.16222469375,3890.24592907581
9.63999999999984,5.34697449871491e-09,6719.62710441319,3907.405971546
9.64999999999984,-1.45495904711137e-08,5098.10592337542,3861.7563418963
9.65999999999984,3.63739760519395e-10,3494.52253121627,3778.99331882605
9.66999999999984,1.63682892680333e-08,1891.09134461761,3684.36182521833
9.67999999999984,-2.61892628454328e-09,260.375848209462,3603.03004309881
9.68999999999984,-1.30946314137705e-08,-1436.68088250489,3560.91032015339
9.69999999999984,8.18414462727257e-09,-3254.29073834892,3586.01911917551
9.70999999999984,5.34697447206207e-09,-5267.80036134292,3710.57046237454
9.71999999999984,-1.45495904202058e-08,-7583.62067682074,3974.1653598421
9.72999999999984,3.63739749995433e-10,-10355.7472859566,4428.72423012064
9.73999999999984,1.6368289232292e-08,-13813.6058584442,5146.2966883915
9.74999999999984,1.30997476341858e-08,-18309.2472327954,6231.57602986226
9.75999999999984,-1.58258415525747e-08,-24403.056911859,7843.2192299903
9.76999999999984,2.15879835621698e-08,-33002.987962776,10226.004030698
9.77999999999984,7.09619523348199e-09,-45608.9102401339,13760.7789136664
9.78999999999984,3.54759396002941e-09,-64638.6609414404,19011.0910860237
9.79999999999984,6.33776904657133e-09,-93507.1303884685,26645.4090796319
9.80999999999984,2.53155617948984e-08,-134747.909183873,36761.1132754498
9.81999999999984,1.25054078468583e-09,-181706.456454267,46658.7548315307
9.82999999999983,-4.50199596095696e-08,-207379.578561069,48946.7713642168
9.83999999999983,-3.68523963638423e-08,-187333.527026009,39121.2786822475
9.84999999999983,4.49031844370968e-09,-140141.941531412,24090.7235834731
9.85999999999983,4.02603606480453e-08,-96250.3478843393,11628.8086971347
9.86999999999983,-1.19796991786548e-08,-65392.8749822302,3331.73218040014
9.87999999999983,2.63555100514634e-08,-45442.0099883654,-1915.83458215219
9.88999999999983,-1.82568693301827e-08,-32630.5348537479,-5312.26379534518
9.89999999999983,-2.9445454102057e-09,-24228.2364680811,-7636.98365070809
9.90999999999983,2.25282558127235e-09,-18553.1185636949,-9345.39375667284
9.91999999999983,-3.43724864808616e-08,-14601.061117411,-10701.6044920305
9.92999999999983,-2.33404317853177e-11,-11766.2810497362,-11863.3344480341
9.93999999999983,-4.22792811836038e-10,-9673.05520818197,-12929.5299638819
9.94999999999983,1.3655145497941e-08,-8080.65860504333,-13966.0567840085
9.95999999999983,1.26589058964272e-09,-6828.64107316915,-15020.0699810935
9.96999999999983,-2.70404224165745e-08,-5805.47790002636,-16128.0078403665
9.97999999999983,-1.12091994514191e-08,-4929.98965487063,-17320.161814546
9.98999999999983,-4.57740376571123e-12,-4136.39802856144,-18624.4165972344
10,-1.06710202187039e-10,-3373.44749291133,-20065.7663733716
