"Plot16"
"Time (sec)","Acceleration4 (mm/sec**2)","Acceleration5 (mm/sec**2)","Acceleration6 (mm/sec**2)"
4.06999999999996,1.68061656336843e-12,-15181.3085669699,-1138.18715568418
4.07999999999996,1.68061656336843e-12,-15018.1811286228,-1611.43451126247
4.08999999999996,1.68061656336843e-12,-14850.0578987831,-2212.838980585
4.09999999999996,1.68061656336843e-12,-14660.8303544507,-2918.30670498879
4.10999999999996,1.68061656336843e-12,-14443.9198222003,-3697.124725227
4.11999999999996,1.68061656336843e-12,-14200.7715927319,-4518.32324280882
4.12999999999996,1.68061656336843e-12,-13938.2645379324,-5354.91913052856
4.13999999999996,1.68061656336843e-12,-13666.2284096663,-6185.82054044284
4.14999999999996,1.68061656336843e-12,-13395.386908841,-6996.14966179518
4.15999999999996,1.68061656336843e-12,-13135.9728183329,-7776.57922212012
4.16999999999996,1.68061656336843e-12,-12896.9431630706,-8522.24183257108
4.17999999999996,1.68061656336843e-12,-12685.6422975769,-9231.56838178627
4.18999999999996,1.68061656336843e-12,-12507.7474123266,-9905.24391081537
4.19999999999995,1.68061656336843e-12,-12367.359492105,-10545.3520327105
4.20999999999995,1.68061656336843e-12,-12267.1421784945,-11154.7106460789
4.21999999999995,1.68061656336843e-12,-12208.446398584,-11736.3696081439
4.22999999999995,1.68061656336843e-12,-12191.3849629091,-12293.2307841467
4.23999999999995,1.68061656336843e-12,-12214.8397303492,-12827.7527998955
4.24999999999995,1.68061656336843e-12,-12276.3961088368,-13341.7094551826
4.25999999999995,1.68061656336843e-12,-12372.2094731568,-13835.9796900469
4.26999999999995,1.68061656336843e-12,-12496.8197642104,-14310.3653513353
4.27999999999995,1.68061656336843e-12,-12642.9352344863,-14763.4190883038
4.28999999999995,1.68061656336843e-12,-12801.2337958245,-15192.3203761142
4.29999999999995,1.68061656336843e-12,-12960.2345870493,-15592.8095225533
4.30999999999995,1.68061656336843e-12,-13106.3162696669,-15959.2174363962
4.31999999999995,1.68061656336843e-12,-13223.9687691951,-16284.6405906248
4.32999999999995,1.68061656336843e-12,-13296.358760503,-16561.2983340666
4.33999999999995,1.68061656336843e-12,-13306.2607620211,-16781.0965080172
4.34999999999995,1.68061656336843e-12,-13237.3441390852,-16936.3851368774
4.35999999999995,1.68061656336843e-12,-13075.7163046216,-17020.8475370711
4.36999999999995,1.68061656336843e-12,-12811.5220194145,-17030.4036191634
4.37999999999995,1.68061656336843e-12,-12440.3212453658,-16963.9704877869
4.38999999999995,1.68061656336843e-12,-11964.0106041815,-16823.947911193
4.39999999999995,1.68061656336844e-12,-11390.6218642287,-16616.0965198302
4.40999999999995,1.68061656336843e-12,-10734.389155549,-16349.4902018208
4.41999999999995,1.68061656336843e-12,-10013.4336267699,-16035.2699446393
4.42999999999995,1.68061656336843e-12,-9248.56064721286,-15685.9257221929
4.43999999999995,1.68061656336843e-12,-8461.09348268423,-15314.1178756778
4.44999999999995,1.68061656336843e-12,-7671.18390350219,-14931.758460666
4.45999999999995,1.68061656336843e-12,-6896.51248352456,-14549.3175899294
4.46999999999995,1.68061656336843e-12,-6151.50696507517,-14175.4168654725
4.47999999999995,1.68061656336843e-12,-5447.05322143359,-13816.6907373309
4.48999999999995,1.68061656336843e-12,-4790.60038031631,-13477.8588238825
4.49999999999995,1.68061656336843e-12,-4186.53072471634,-13161.9371689774
4.50999999999995,1.68061656336843e-12,-3636.67406905312,-12870.5230606156
4.51999999999995,1.68061656336843e-12,-3140.84531172882,-12604.0892808768
4.52999999999995,1.68061656336843e-12,-2697.39416508854,-12362.2808740479
4.53999999999995,1.68061656336843e-12,-2303.65332838397,-12144.1569571477
4.54999999999995,1.68061656336843e-12,-1956.31342887583,-11948.3922064417
4.55999999999995,1.68061656336843e-12,-1651.72718144456,-11773.4397581469
4.56999999999995,1.68061656336843e-12,-1386.12800350759,-11617.6488566882
4.57999999999995,1.68061656336843e-12,-1155.7875595839,-11479.3501126522
4.58999999999995,1.68061656336843e-12,-957.121838010566,-11356.9136761046
4.59999999999995,1.68061656336843e-12,-786.757812606748,-11248.7867420588
4.60999999999995,1.68061656336843e-12,-641.570773792256,-11153.5157105276
4.61999999999995,1.68061656336843e-12,-518.700667381299,-11069.7573574699
4.62999999999995,1.68061656336843e-12,-415.553901789152,-10996.2823790402
4.63999999999995,1.68061656336843e-12,-329.795558217673,-10931.973861923
4.64999999999995,1.68061656336843e-12,-259.335634157683,-10875.8225422537
4.65999999999995,1.68061656336843e-12,-202.311906505549,-10826.9201790514
4.66999999999994,1.68061656336843e-12,-157.071235932919,-10784.4519726341
4.67999999999994,1.68061656336843e-12,-122.150539471046,-10747.6886582729
4.68999999999994,1.68061656336843e-12,-96.2582168696772,-10715.978678881
4.69999999999994,1.68061656336843e-12,-78.2565410993048,-10688.7406951974
4.70999999999994,1.68061656336843e-12,-67.1452899813749,-10665.4565785986
4.71999999999994,1.68061656336843e-12,-62.0467301519071,-10645.6649540225
4.72999999999994,1.68061656336843e-12,-62.1920037469646,-10628.9553229094
4.73999999999994,1.68061656336843e-12,-66.9088888575424,-10614.9627574944
4.74999999999994,1.68061656336843e-12,-75.6108613297875,-10603.3631381747
4.75999999999994,1.68061656336843e-12,-87.7873685398146,-10593.8688982311
4.76999999999994,1.68061656336843e-12,-102.99589659959,-10586.2254228308
4.77999999999994,1.68061656336843e-12,-120.850764500333,-10580.206681948
4.78999999999994,1.68061656336843e-12,-141.024430510101,-10575.6144154322
4.79999999999994,1.68061656336843e-12,-163.232720475679,-10572.2730790404
4.80999999999994,1.68061656336843e-12,-187.233584252416,-10570.0285207305
4.81999999999994,1.68061656336843e-12,-212.826241354368,-10568.7468157509
4.82999999999994,1.68061656336843e-12,-239.839172244005,-10568.3103411967
4.83999999999994,1.68061656336843e-12,-268.134453863032,-10568.6180579128
4.84999999999994,1.68061656336843e-12,-297.600727772944,-10569.583010061
4.85999999999994,1.68061656336843e-12,-328.152029752505,-10571.1313349675
4.86999999999994,1.68061656336843e-12,-359.725644631459,-10573.2010824815
4.87999999999994,1.68061656336843e-12,-392.280385142237,-10575.7411775562
4.88999999999994,1.68061656336843e-12,-425.795239782054,-10578.710509001
4.89999999999994,1.68061656336843e-12,-460.268317853164,-10582.0771172955
4.90999999999994,1.68061656336843e-12,-495.716047363328,-10585.8174697454
4.91999999999994,1.68061656336843e-12,-532.172672510837,-10589.9158232616
4.92999999999994,1.68061656336843e-12,-569.68994920987,-10594.3636514182
4.93999999999994,1.68061656336843e-12,-608.337134178643,-10599.1591496334
4.94999999999994,1.68061656336843e-12,-648.201164555397,-10604.3067926733
4.95999999999994,1.68061656336843e-12,-689.387111130343,-10609.816961016
4.96999999999994,1.68061656336843e-12,-732.018845852838,-10615.7056114515
4.97999999999994,1.68061656336843e-12,-776.239978325445,-10621.9940128696
4.98999999999994,1.68061656336843e-12,-822.215033352832,-10628.708522348
4.99999999999994,1.68061656336843e-12,-870.130933219023,-10635.8804243368
5.00999999999994,1.68061656336843e-12,-920.198745106204,-10643.5458123608
5.01999999999994,1.68061656336843e-12,-972.65579756048,-10651.7455311596
5.02999999999994,1.68061656336843e-12,-1027.76811282856,-10660.5251689582
5.03999999999994,1.68061656336843e-12,-1085.83328064507,-10669.9351102831
5.04999999999994,1.68061656336843e-12,-1147.18374993787,-10680.0306480715
5.05999999999994,1.68061656336843e-12,-1212.19063643315,-10690.8721591626
5.06999999999994,1.68061656336843e-12,-1281.26810161884,-10702.5253499985
5.07999999999994,1.68061656336843e-12,-1354.87835351886,-10715.0615700209
5.08999999999994,1.68061656336843e-12,-1433.53740170182,-10728.5582070395
5.09999999999994,1.68061656336843e-12,-1517.8216014011,-10743.0991539525
5.10999999999994,1.68061656336843e-12,-1608.37515870722,-10758.775366785
5.11999999999994,1.68061656336843e-12,-1705.91864824324,-10775.6854931932
5.12999999999994,1.68061656336843e-12,-1811.25874964489,-10793.9365948443
5.13999999999993,1.68061656336843e-12,-1925.29924022953,-10813.6449259477
5.14999999999993,1.68061656336843e-12,-2049.05351088882,-10834.9367877362
5.15999999999993,1.68061656336843e-12,-2183.658583116,-10857.9493994103
5.16999999999993,1.68061656336843e-12,-2330.39091451396,-10882.8317795192
5.17999999999993,1.68061656336843e-12,-2490.68389486588,-10909.745548868
5.18999999999993,1.68061656336843e-12,-2666.14719453649,-10938.8655867594
5.19999999999993,1.68061656336843e-12,-2858.58772368236,-10970.3803952955
5.20999999999993,1.68061656336843e-12,-3070.02368402051,-11004.490605432
5.21999999999993,1.68061656336843e-12,-3302.73347869241,-11041.4124728528
5.22999999999993,1.68061656336843e-12,-3559.26506217326,-11081.373344841
5.23999999999993,1.68061656336843e-12,-3842.42542352217,-11124.6032545
5.24999999999993,1.68061656336843e-12,-4155.33421396614,-11171.3349510132
5.25999999999993,1.68061656336843e-12,-4501.43170297569,-11221.7943077091
5.26999999999993,1.68061656336843e-12,-4884.46135403351,-11276.18461993
5.27999999999993,1.68061656336843e-12,-5308.44433758289,-11334.6667496127
5.28999999999993,1.68061656336843e-12,-5777.62058829679,-11397.3308028697
5.29999999999993,1.68061656336843e-12,-6296.34106102808,-11464.1567441703
5.30999999999993,1.68061656336843e-12,-6868.89282803891,-11534.9612029435
5.31999999999993,1.68061656336843e-12,-7499.23276418122,-11609.327405445
5.32999999999993,1.68061656336843e-12,-8190.60190673201,-11686.5156585142
5.33999999999993,1.68061656336843e-12,-8944.99122977563,-11765.3532166271
5.34999999999993,1.68061656336843e-12,-9762.43491817908,-11844.10557174
5.35999999999993,1.68061656336843e-12,-10640.1234303657,-11920.3368386704
5.36999999999993,1.68061656336843e-12,-11571.3625142279,-11990.7757740184
5.37999999999993,1.68061656336843e-12,-12544.4614664165,-12051.2160829249
5.38999999999993,1.68061656336843e-12,-13541.7160231538,-12096.4935869249
5.39999999999993,1.68061656336843e-12,-14538.748576736,-12120.5943904702
5.40999999999993,1.68061656336843e-12,-15504.6453795736,-12116.9645670799
5.41999999999993,1.68061656336843e-12,-16402.5657920226,-12078.9496108137
5.42999999999993,1.68061656336843e-12,-17193.3112391622,-12000.7069650528
5.43999999999993,1.68061656336843e-12,-17837.7255970341,-11877.8644629283
5.44999999999993,1.68061656336843e-12,-18302.1949745658,-11708.5020623283
5.45999999999993,1.68061656336843e-12,-18562.9224870364,-11493.7079241881
5.46999999999993,1.68061656336843e-12,-18609.4772522134,-11237.7624447215
5.47999999999993,1.68061656336843e-12,-18446.2617679319,-10947.7920836687
5.48999999999993,1.68061656336843e-12,-18091.5560072343,-10632.9574358217
5.49999999999993,1.68061656336843e-12,-17574.4484382296,-10303.3674690481
5.50999999999993,1.68061656336843e-12,-16930.522979969,-9968.97333807813
5.51999999999993,1.68061656336843e-12,-16197.3681224248,-9638.6635758293
5.52999999999993,1.68061656336843e-12,-15410.7897146902,-9319.68597613466
5.53999999999993,1.68061656336843e-12,-14602.2111446283,-9017.41219206733
5.54999999999993,1.68061656336843e-12,-13797.3348031945,-8735.38114604384
5.55999999999993,1.68061656336843e-12,-13015.8564819535,-8475.52195317362
5.56999999999993,1.68061656336843e-12,-12271.9012329907,-8238.45986463887
5.57999999999993,1.68061656336843e-12,-11574.855334769,-8023.83214538148
5.58999999999993,1.68061656336843e-12,-10930.338063758,-7830.56917851949
5.59999999999993,1.68061656336843e-12,-10341.1470307101,-7657.12059182406
5.60999999999992,1.68061656336843e-12,-9808.0869031752,-7501.62266006393
5.61999999999992,1.68061656336843e-12,-9330.65203230891,-7362.01215894406
5.62999999999992,1.68061656336843e-12,-8907.53766231855,-7236.09871194217
5.63999999999992,1.68061656336843e-12,-8537.06336955136,-7121.5988296073
5.64999999999992,1.68061656336843e-12,-8217.44704583527,-7016.14853789388
5.65999999999992,1.68061656336843e-12,-7947.00710753373,-6917.29743832497
5.66999999999992,1.68061656336843e-12,-7724.31803439154,-6822.48663128521
5.67999999999992,1.68061656336843e-12,-7548.31473100037,-6729.01704913481
5.68999999999992,1.68061656336843e-12,-7418.37502999844,-6634.0072507443
5.69999999999992,1.68061656336843e-12,-7334.38979859452,-6534.34075309039
5.70999999999992,1.68061656336843e-12,-7296.83107402998,-6426.60114448956
5.71999999999992,1.68061656336843e-12,-7306.82666218473,-6306.99206150903
5.72999999999992,1.68061656336843e-12,-7366.24877968814,-6171.23777444285
5.73999999999992,1.68061656336843e-12,-7477.82386361331,-6014.45869581335
5.74999999999992,1.68061656336843e-12,-7645.27078590564,-5831.01444438905
5.75999999999992,1.68061656336844e-12,-7873.47509448203,-5614.30512390338
5.76999999999992,1.68061656336844e-12,-8168.70739656184,-5356.51918172054
5.77999999999992,1.68061656336844e-12,-8538.89420268987,-5048.31372153784
5.78999999999992,1.68061656336844e-12,-8993.94863408188,-4678.41086119865
5.79999999999992,1.68061656336844e-12,-9546.16487827647,-4233.09256630676
5.80999999999992,1.68061656336844e-12,-10210.6713915462,-3695.57843832364
5.81999999999992,1.68061656336844e-12,-11005.9183721477,-3045.28042552016
5.82999999999992,1.68061656336844e-12,-11954.1357596847,-2256.95359624994
5.83999999999992,1.68061656336844e-12,-13081.5437488468,-1299.84892006395
5.84999999999992,1.68061656336844e-12,-14418.6267362341,-136.834012905822
5.85999999999992,1.68061656336844e-12,-15998.0644710797,1275.38593899308
5.86999999999992,1.68061656336844e-12,-17852.927469711,2985.48775986418
5.87999999999992,1.68061656336844e-12,-20009.6986527811,5043.24185472147
5.88999999999992,1.68061656336844e-12,-22477.1035731599,7490.62708030493
5.89999999999992,1.68061656336844e-12,-25227.3416224753,10344.9287421434
5.90999999999992,1.68061656336844e-12,-28170.1244438825,13572.0858821278
5.91999999999992,1.68061656336844e-12,-31121.8192165581,17049.5913874962
5.92999999999992,1.68061656336844e-12,-33793.5985545629,20539.0203418425
5.93999999999992,1.68061656336844e-12,-35812.5781239317,23682.8949719966
5.94999999999992,1.68061656336844e-12,-36809.7585720036,26067.9326797298
5.95999999999992,-5.16677553780736e-09,-36552.0916136275,27350.2947476186
5.96999999999992,-3.33322284538011e-08,-35048.9871183149,27386.9512608371
5.97999999999992,-2.99990055802117e-08,-32555.5179451279,26286.9672138609
5.98999999999992,8.33305702682716e-10,-29466.9059280222,24348.6095858764
5.99999999999992,1.87493783438397e-08,-26179.1916405341,21934.4360031537
6.00999999999992,3.74987565934291e-08,-22994.7398963168,19364.2473783125
6.01999999999992,1.22495938320749e-08,-20095.6107785828,16865.2641828446
6.02999999999992,8.15199320938283e-09,-17562.4223578372,14571.1424045859
6.03999999999992,-9.46471911062456e-09,-15408.2251162412,12544.2731070322
6.04999999999992,-1.4757240843095e-08,-13608.7959334001,10801.56144759
6.05999999999992,-3.00711806181377e-09,-12123.5236070138,9334.91953712311
6.06999999999992,-1.27293199714498e-09,-10907.8265032406,8125.19893777634
6.07999999999991,3.46375456185329e-09,-9919.10590312718,7149.9624002571
6.08999999999991,-8.65957739091847e-11,-9119.52135509798,6388.1697753966
6.09999999999991,-3.89679791835793e-09,-8476.49791339481,5822.13990472607
6.10999999999991,6.23487693830503e-10,-7962.44557461374,5438.50240536428
6.11999999999991,3.117438450849e-09,-7554.07277180958,5228.50329850632
6.12999999999991,-1.9483990316579e-09,-7231.60762668275,5188.08101491252
6.13999999999991,-1.27295403865573e-09,-6978.04896805262,5317.91354479125
6.14999999999991,3.4638205151009e-09,-6778.48956223281,5623.54995453352
6.15999999999991,-2.41655602008956e-09,-6619.51083371917,6115.68765282624
6.16999999999991,-2.28215224902956e-10,-6488.63090353017,6810.61712081409
6.17999999999991,8.04526368220097e-09,-6373.76144780716,7730.83393831117
6.18999999999991,8.93918191457884e-09,-6262.64438207891,8905.74227286051
6.19999999999991,-5.68870364240171e-09,-6142.17949159268,10372.1903564288
6.20999999999991,-3.12439536145051e-09,-5997.84173866472,12175.2383403691
6.21999999999991,8.50175523601621e-09,-5812.3707847743,14365.9967187388
6.22999999999991,-2.12555028268485e-10,-5565.21352812856,16999.7849830841
6.23999999999991,-9.56489045839195e-09,-5231.22321667362,20127.1675465475
6.24999999999991,1.53038270954986e-09,-4780.28658658383,23778.4048676804
6.25999999999991,7.65191319961503e-09,-4178.29822592228,27935.4984324035
6.26999999999991,1.40882876476317e-08,-3391.30117268837,32490.5141292409
6.27999999999991,-1.72612446161815e-08,-2394.67796952062,37191.3576135449
6.28999999999991,2.35388517401339e-08,-1188.57600855373,41609.5902352279
6.29999999999991,7.73731335793029e-09,184.838291249407,45156.5547010831
6.30999999999991,-3.78970381166968e-09,1632.73952050427,47210.5655745447
6.31999999999991,-2.10539096533408e-08,3025.6091527656,47333.5115013836
6.32999999999991,-1.89485187417874e-08,4235.29916047857,45466.369863561
6.33999999999991,5.26347737891175e-10,5177.21935321854,41961.3418497041
6.34999999999991,1.18428241821637e-08,5830.02293055002,37423.4732169563
6.35999999999991,2.36856485149773e-08,6225.16961190501,32481.6936521998
6.36999999999991,7.73731182797688e-09,6420.94979789958,27627.0047246417
6.37999999999991,-3.78970374877114e-09,6479.05967878664,23162.5656082238
6.38999999999991,-1.16655699178321e-09,6451.64344300319,19230.5008272679
6.39999999999991,1.8271595913612e-08,6377.56010871501,15864.8346995646
6.40999999999991,-7.45420481310615e-09,6283.64171230614,13039.4465857425
6.41999999999991,-1.14094983396767e-08,6187.63833723402,10701.3596111499
6.42999999999991,1.82551943935627e-08,6101.18974190248,8790.57482818402
6.43999999999991,-4.96070508459156e-09,6032.13214379483,7250.09607853106
6.44999999999991,-3.14937577857853e-09,5986.18887707458,6030.46238679462
6.45999999999991,8.5697299834707e-09,5968.07982061574,5091.01130824953
6.46999999999991,-2.14243244968095e-10,5982.34011325271,4399.96800816556
6.47999999999991,-9.64094607849599e-09,6033.85097043463,3933.73645967306
6.48999999999991,1.54255137168156e-09,6128.26818430625,3676.17274299725
6.49999999999991,7.71275684144122e-09,6272.38299117745,3617.92440983624
6.50999999999991,-4.82047302622207e-09,6474.46643769634,3755.94310881902
6.51999999999991,-3.14937571612337e-09,6744.62161824626,4093.17697278094
6.52999999999991,-6.5374317985654e-09,7095.14753186216,4638.39845567287
6.53999999999991,-3.234738257791e-09,7540.89391079386,5406.08543302327
6.5499999999999,-1.48829732620432e-08,8099.59318501706,6416.30751121842
6.5599999999999,-3.29948514513638e-09,8791.61912051588,7693.25554335823
6.5699999999999,2.06216661993311e-08,9639.85007955918,9264.445613351
6.5799999999999,4.58261629341359e-10,10668.1194075986,11156.9000280562
6.5899999999999,-1.83304524363388e-08,11897.5316754139,13389.3554188278
6.5999999999999,6.73644128430225e-09,13340.4016400432,15960.9021488057
6.6099999999999,1.03108795166923e-08,14989.7194311006,18832.1847755623
6.6199999999999,-1.64974072161087e-08,16804.1905849297,21900.5187744003
6.6299999999999,-3.29948144502656e-09,18691.2258175827,24974.3362463913
6.6399999999999,2.06217591564258e-08,20495.7000912716,27761.623740539
6.6499999999999,4.58261311316232e-10,22008.1406461841,29895.2778222008
6.6599999999999,-1.83304525539733e-08,23004.8505957859,31012.5815070911
6.6699999999999,6.73644130791946e-09,23315.6775944716,30873.8413587546
6.6799999999999,1.03108795621389e-08,22888.2667394617,29461.2438181187
6.6899999999999,-1.64974073134793e-08,21808.0521274834,26991.6379879979
6.6999999999999,-3.2994814568216e-09,20260.5443043163,23832.054019122
6.7099999999999,2.06217590821081e-08,18463.0786964981,20374.6217885111
6.7199999999999,4.58261312268358e-10,16606.1570545395,16940.2825384135
6.7299999999999,-1.83304525332765e-08,14825.1683378746,13740.5104950246
6.7399999999999,6.73644131441325e-09,13199.1575940922,10884.8862900454
6.7499999999999,1.0310879563987e-08,11763.3663017751,8408.85927604553
6.7599999999999,-1.6497407236744e-08,10524.4950057324,6302.79015816724
6.7699999999999,4.48304027911249e-09,9473.26351281042,4534.13558172985
6.7799999999999,2.84612143703233e-09,8593.09210895796,3061.84361190037
6.7899999999999,-7.74454772311713e-09,7865.11405573924,1844.14689855202
6.7999999999999,1.93614122241995e-10,7271.18057644552,842.786323199058
6.8099999999999,8.71263278221099e-09,6795.10097651115,24.4150046518029
6.8199999999999,-1.39402125057401e-09,6423.18557346924,-639.082007138127
6.8299999999999,-6.97010623447088e-09,6144.32734547614,-1170.91687081329
6.8399999999999,4.35631639717239e-09,5949.88976628546,-1589.96035841703
6.8499999999999,2.84612672031212e-09,5833.52860017129,-1911.34783796378
6.8599999999999,-7.74456250465715e-09,5791.01582666432,-2147.04144441196
6.8699999999999,5.40304243781485e-09,5820.09945129877,-2306.3137257546
6.8799999999999,5.10253737072396e-10,5920.41693389204,-2396.14066083698
6.8899999999999,-7.78237885369374e-10,6093.46108256802,-2421.52343960936
6.8999999999999,-2.38236089832042e-09,6342.60695793135,-2385.73331408866
6.9099999999999,-1.19118044456657e-09,6673.19013437177,-2290.50655090509
6.9199999999999,-5.29413479701024e-11,7092.62511027733,-2136.20927899183
6.9299999999999,1.90588858245362e-09,7610.54647560955,-1921.99231556017
6.9399999999999,2.11765397993057e-09,8238.9337321214,-1645.9730383393
6.9499999999999,3.81177717054617e-10,8992.1532160548,-1305.49279806048
6.9599999999999,-7.78237832315635e-10,9886.80178987657,-897.521806720405
6.9699999999999,-2.38236071232803e-09,10941.1624106303,-419.314724705558
6.9799999999999,1.8101361038904e-09,12173.7578522484,130.380553242727
6.9899999999999,9.71424430629131e-10,13602.187892619,750.58422137271
6.9999999999999,1.81729951278571e-08,15236.417762342,1433.7388013048
7.00999999999989,-3.26450843452986e-09,17075.7321726239,2164.88843399277
7.01999999999989,-1.6652626445288e-08,19097.7397195311,2916.25916098581
7.02999999999989,1.04078892052964e-08,21248.4984222371,3644.16730496512
7.03999999999989,6.79982096250165e-09,23432.4708243354,4287.15773727095
7.04999999999989,-1.85029141750849e-08,25508.611178131,4768.77079597949
7.05999999999989,4.62572872505552e-10,27299.5489968729,5007.44686054036
7.06999999999989,2.08157784997609e-08,28618.9522094849,4933.89822575884
7.07999999999989,1.66591270486468e-08,29313.163065025,4511.21541580102
7.08999999999989,-2.01236370788517e-08,29307.2964343272,3751.20418757442
7.09999999999989,1.98105314698265e-09,28621.0370433804,2711.69766480297
7.10999999999989,-1.23890207327255e-08,27365.2104772756,1484.33654813946
7.11999999999989,-2.75311583842209e-10,25703.994654639,170.088949245536
7.12999999999989,1.10124657262382e-08,23812.155398687,-1141.70085115809
7.13999999999989,-4.04708127395281e-09,21842.1844433093,-2385.16442798882
7.14999999999989,-6.19451216276352e-09,19908.1484428052,-3520.20915458916
7.15999999999989,-1.26226995973715e-09,18083.9998365438,-4528.56801668929
7.16999999999989,-1.03496801737799e-08,16410.1323879763,-5407.50011092624
7.17999999999989,6.46854990995876e-09,14902.5500879082,-6163.78558037495
7.18999999999989,4.22611703123073e-09,13561.4660266739,-6809.08745982664
7.19999999999989,-1.14996378454836e-08,12377.9321849636,-7356.87379790278
7.20999999999989,2.87490946515208e-10,11338.439864628,-7820.584741516
7.21999999999989,1.29370926091229e-08,10427.8373246465,-8212.67595621671
7.22999999999989,-2.06993481997286e-09,9631.03867863914,-8544.21151689483
7.23999999999989,-1.03496741484727e-08,8933.93261245869,-8824.77286960546
7.24999999999989,6.46854634409507e-09,8323.79406763021,-9062.53254691604
7.25999999999989,4.226116943102e-09,7789.40506305412,-9264.40184143154
7.26999999999989,-1.14996379396068e-08,7321.01603897512,-9436.20150982726
7.27999999999989,2.87490951538787e-10,6910.2289770022,-9582.82888032672
7.28999999999989,1.67553319222177e-10,6549.84880063621,-9708.40949784024
7.29999999999989,-6.24888528776165e-09,6233.72702119025,-9816.42827423871
7.30999999999989,-6.93272438274725e-09,5956.61879665751,-9909.84119328989
7.31999999999989,-1.24789028240213e-09,5714.04891544448,-9991.1677300017
7.32999999999989,2.5477749838184e-09,5502.19575693749,-10062.5672109086
7.33999999999989,7.79931092924773e-09,5317.79261505609,-10125.9017599219
7.34999999999989,3.89965545329659e-09,5158.04286742713,-10182.7877259168
7.35999999999989,1.73318019377055e-10,5020.5486788848,-10234.6379071821
7.36999999999989,-6.23944870850571e-09,4903.25118559231,-10282.6962634265
7.37999999999989,-6.93272078676825e-09,4804.38044146993,-10328.0665697842
7.38999999999989,-1.24788974178838e-09,4722.41360130587,-10371.7361939993
7.39999999999989,2.54777489058639e-09,4656.03998182342,-10414.5959536639
7.40999999999989,7.79931088937465e-09,4604.13180504097,-10457.4568170106
7.41999999999989,3.89965544447363e-09,4565.71963309628,-10501.0640626491
7.42999999999989,1.73318019299299e-10,4539.9716464899,-10546.1093766889
7.43999999999989,-6.23944869983325e-09,4526.17599683422,-10593.2412577435
7.44999999999989,-6.93272077770248e-09,4523.72561194795,-10643.0740183018
7.45999999999989,-1.24788974046532e-09,4532.10491237978,-10696.1955920313
7.46999999999989,2.54777488999257e-09,4550.87792313365,-10753.1742824788
7.47999999999988,7.79931088781e-09,4579.67731158257,-10814.5645328957
7.48999999999988,3.89965544326398e-09,4618.19394514041,-10880.9117395605
7.49999999999988,1.73318018324469e-10,4666.1665631334,-10952.7560666217
7.50999999999988,-6.23944867577122e-09,4723.37114010866,-11030.635163803
7.51999999999988,-6.9327207503099e-09,4789.60955203921,-11115.0856294877
7.52999999999988,-1.24788973587082e-09,4864.69712098764,-11206.6429893417
7.53999999999988,2.54777488609425e-09,4948.44859484085,-11305.8398837025
7.54999999999988,7.79931087857182e-09,5040.66220924763,-11413.2021017731
7.55999999999988,3.89965543893453e-09,5141.10141672815,-11529.2420147656
7.56999999999988,1.7331801937139e-10,5249.47388742141,-11654.4488888632
7.57999999999988,-6.23944869813149e-09,5365.4075674114,-11789.2755289403
7.58999999999988,-6.93272077598763e-09,5488.42368285087,-11934.120677841
7.59999999999988,-1.24788974011396e-09,5617.90676730406,-12089.3066284267
7.60999999999988,2.54777489010016e-09,5753.07217466983,-12255.0516311963
7.61999999999988,7.79931088990995e-09,5892.93197896244,-12431.436901065
7.62999999999988,3.89965544605711e-09,6036.26069706115,-12618.3683879854
7.63999999999988,1.73318021530584e-10,6181.5630126674,-12815.5340254545
7.64999999999988,-6.23944875474464e-09,6327.04648953518,-13022.3579178846
7.65999999999988,-6.93272083947067e-09,6470.60304922965,-13237.9538575425
7.66999999999988,-1.24788975094243e-09,6609.8037350386,-13461.0816438602
7.67999999999988,2.54777491225854e-09,6741.91177547255,-13690.1108217557
7.68999999999988,7.79931095570107e-09,6863.9188599764,-13922.9974532556
7.69999999999988,3.89965547939219e-09,6972.60878697163,-14157.2801668601
7.70999999999988,1.73318022901983e-10,7064.65095464608,-14390.1017084987
7.71999999999988,-6.23944879351945e-09,7136.72333253128,-14618.2611847267
7.72999999999988,-6.93272088349844e-09,7185.66087649979,-14838.3000214261
7.73999999999988,-1.24788976101209e-09,7208.62105729679,-15046.6212754944
7.74999999999988,2.54777494434739e-09,7203.25394250168,-15239.6375740447
7.75999999999988,7.7993110578863e-09,7167.86109938839,-15413.9383173249
7.76999999999988,3.8996555297547e-09,7101.52625454101,-15566.4626355136
7.77999999999988,1.73318024113676e-10,7004.20190089261,-15694.6619208931
7.78999999999988,-6.23944890562214e-09,6876.7400797149,-15796.6354038487
7.79999999999988,-6.93272100707336e-09,6720.86187256349,-15871.2245160235
7.80999999999988,-1.24788978270339e-09,6539.06768775012,-15918.0565090806
7.81999999999988,2.54777497601024e-09,6334.49777489892,-15937.5341018095
7.82999999999988,7.79931115492362e-09,6110.75809561139,-15930.7745846634
7.83999999999988,3.89965557808859e-09,5871.7297364986,-15899.5075788146
7.84999999999988,1.73318026709442e-10,5621.38016805443,-15845.9445130591
7.85999999999988,-6.23944893602104e-09,5363.59210570211,-15772.6343848583
7.86999999999988,-6.93272104020662e-09,5102.02137613816,-15682.3196327288
7.87999999999988,-1.24788978635667e-09,4839.99015476741,-15577.8034840591
7.88999999999988,2.54777498108848e-09,4580.4171062759,-15461.8367203204
