"Plot8"
"Time (sec)","Linear Velocity5 (mm/sec)","Linear Velocity6 (mm/sec)","Velocity1 (mm/sec)"
4.04999999999996,7.63561409071051e-12,922.583153885833,5433.13952293552
4.05999999999996,7.65390034297806e-12,884.204197418268,5357.55934541024
4.06999999999996,7.6722241713121e-12,848.516868875537,5277.37850210175
4.07999999999996,7.69058281261078e-12,815.23089664842,5193.10184328823
4.08999999999996,7.70897369613437e-12,784.101563916664,5105.17516033173
4.09999999999996,7.72739444155029e-12,754.922204718839,5013.99292009759
4.10999999999996,7.74584285289351e-12,727.517934838974,4919.90491691202
4.11999999999996,7.7643169100122e-12,701.740408002807,4823.22198547893
4.12999999999996,7.78281475854991e-12,677.463429204818,4724.2209004227
4.13999999999996,7.80133469920233e-12,654.579279809029,4623.14857980461
4.14999999999996,7.81987517673382e-12,632.995636230733,4520.22569392196
4.15999999999996,7.83843476907884e-12,612.632983782078,4415.64976781714
4.16999999999996,7.85701217673708e-12,593.422443925896,4309.59785401389
4.17999999999996,7.87560621258896e-12,575.303948352849,4202.22883997492
4.18999999999996,7.89421579220827e-12,558.224703658762,4093.6854461292
4.19999999999995,7.91283992470754e-12,542.137901047474,3984.09596093227
4.20999999999995,7.93147770413173e-12,527.001632304218,3873.57575297186
4.21999999999995,7.95012830139698e-12,512.7779803246,3762.22859343392
4.22999999999995,7.96879095676371e-12,499.432257244483,3650.14781735051
4.23999999999995,7.98746497282609e-12,486.932367723864,3537.4173474378
4.24999999999995,8.00614970799731e-12,475.24827836346,3424.11260065741
4.25999999999995,8.02484457046859e-12,464.351577133111,3310.30129447088
4.26999999999995,8.04354901261911e-12,454.215109164277,3196.04416704139
4.27999999999995,8.06226252585448e-12,444.812677201084,3081.39562345032
4.28999999999995,8.08098463583726e-12,436.11879536145,2966.40432024136
4.29999999999995,8.09971489816236e-12,428.108494338084,2851.1136863143
4.30999999999995,8.11845289432348e-12,420.757159446369,2735.56240493426
4.31999999999995,8.13719822801854e-12,414.040400207806,2619.78485564521
4.32999999999995,8.15595052186226e-12,407.933953555023,2503.81150866713
4.33999999999995,8.17470941435063e-12,402.413605058252,2387.66929341919
4.34999999999995,8.19347455711959e-12,397.455129503884,2271.38193721723
4.35999999999995,8.21224561247869e-12,393.034246706498,2154.97027797572
4.36999999999995,8.23102225120007e-12,389.126589154341,2038.45255408513
4.37999999999995,8.2498041505448e-12,385.707679262279,1921.84467353162
4.38999999999995,8.26859099250933e-12,382.752914370302,1805.16046417494
4.39999999999995,8.28738246227615e-12,380.237557595186,1688.41190707366
4.40999999999995,8.30617824685351e-12,378.136732837424,1571.60935456412
4.41999999999995,8.32497803388843e-12,376.425422724794,1454.76173443495
4.42999999999995,8.34378151063705e-12,375.078468609974,1337.87674137345
4.43999999999995,8.3625883630774e-12,374.070571802092,1220.96101688097
4.44999999999995,8.38139827515024e-12,373.376295190385,1104.02031885636
4.45999999999995,8.40021092811413e-12,372.970064632587,987.05968190191
4.46999999999995,8.41902600000042e-12,372.826169674149,870.083569316432
4.47999999999995,8.43784316515461e-12,372.918763256565,753.096017710113
4.48999999999995,8.45666209385108e-12,373.221860016157,636.100775256624
4.49999999999995,8.4754824519687e-12,373.709332815341,519.101434548119
4.50999999999995,8.49430390071488e-12,374.35490722074,402.101560996179
4.51999999999995,8.51312609638613e-12,375.132153696908,285.104817695063
4.52999999999995,8.53194869015319e-12,376.014477231436,168.115087722472
4.53999999999995,8.55077132785971e-12,376.975104058518,51.1365948754516
4.54999999999995,8.56959364982339e-12,377.987065132504,-65.8259761603376
4.55999999999995,8.58841529062872e-12,379.023175986936,-182.767359187324
4.56999999999995,8.6072358789006e-12,380.056012555685,-299.681584379447
4.57999999999995,8.62605503704826e-12,381.057882425775,-416.561853548372
4.58999999999995,8.64487238096953e-12,382.000790917405,-533.400411651921
4.59999999999995,8.66368751970462e-12,382.856401275975,-650.188413334185
4.60999999999995,8.68250005502951e-12,383.595988178486,-766.915783240395
4.61999999999995,8.70130958097821e-12,384.190383567509,-883.571068744486
4.62999999999995,8.72011568328386e-12,384.609913704169,-1000.14128364021
4.63999999999995,8.73891793872769e-12,384.824326085585,-1116.61174122528
4.64999999999995,8.7577159143856e-12,384.802704738187,-1232.96587509405
4.65999999999995,8.77650916676097e-12,384.513372067248,-1349.18504576968
4.66999999999994,8.79529724079299e-12,383.923775217044,-1465.24833113923
4.67999999999994,8.81407966872899e-12,383.000354500553,-1581.13229841002
4.68999999999994,8.83285596884951e-12,381.708391118752,-1696.81075506484
4.69999999999994,8.8516256440343e-12,380.011830890415,-1812.25447596817
4.70999999999994,8.87038818015786e-12,377.873080226825,-1927.43090342363
4.71999999999994,8.88914304430276e-12,375.252769916062,-2042.30381653919
4.72999999999994,8.90788968277969e-12,372.109481594833,-2156.8329657666
4.73999999999994,8.92662751894345e-12,368.399430913609,-2270.97366788516
4.74999999999994,8.94535595079517e-12,364.076100400763,-2384.67635600765
4.75999999999994,8.96407434836248e-12,359.089813857569,-2497.88607838383
4.76999999999994,8.98278205085182e-12,353.387242720604,-2610.54193882323
4.77999999999994,9.0014783635698e-12,346.91083316849,-2722.57647046991
4.78999999999994,9.02016255461594e-12,339.598140848662,-2833.91493338513
4.79999999999994,9.03883385135462e-12,331.381057734482,-2944.47452491264
4.80999999999994,9.05749143668404e-12,322.184912969153,-3054.16349011268
4.81999999999994,9.07613444513132e-12,311.927426265148,-3162.88011759598
4.82999999999994,9.09476195882061e-12,300.517488669255,-3270.5116039001
4.83999999999994,9.11337300338327e-12,287.853740961362,-3376.93276704103
4.84999999999994,9.13196654391045e-12,273.822914708828,-3482.00458717769
4.85999999999994,9.15054148109483e-12,258.297904448509,-3585.57255696271
4.86999999999994,9.16909664751798e-12,241.135452262665,-3687.46475381093
4.87999999999994,9.18763080560495e-12,222.173608085942,-3787.4897981179
4.88999999999994,9.20614264488274e-12,201.228521368546,-3885.43431658606
4.89999999999994,9.22463078217782e-12,178.090866831526,-3981.0602281116
4.90999999999994,9.2430937636132e-12,152.521606870156,-4074.10161786167
4.91999999999994,9.26153006973293e-12,124.247038486427,-4164.26120700434
4.92999999999994,9.27993812508864e-12,92.953027542946,-4251.20639892322
4.93999999999994,9.29831631392966e-12,58.2783037438095,-4334.56487572049
4.94999999999994,9.31666300419053e-12,19.8067097290459,-4413.91975652956
4.95999999999994,9.33497658272491e-12,-22.941706640388,-4488.80435699648
4.96999999999994,9.35325550556898e-12,-70.5208214261942,-4558.69665967155
4.97999999999994,9.37149836817454e-12,-123.569793134536,-4623.01369535857
4.98999999999994,9.38970400182833e-12,-182.825531774104,-4681.10618421825
4.99999999999994,9.40787160399835e-12,-249.135960153551,-4732.25399777914
5.00999999999994,9.42600091185459e-12,-323.473422924263,-4775.6633092754
5.01999999999994,9.44409242948616e-12,-406.947098743583,-4810.46672480916
5.02999999999994,9.46214771974627e-12,-500.812534383836,-4835.72825139131
5.03999999999994,9.48016977020952e-12,-606.475379555585,-4850.45566723177
5.04999999999994,9.49816343779733e-12,-725.4850249534,-4853.6236692488
5.05999999999994,9.51613596585514e-12,-859.512171781093,-4844.21195383444
5.06999999999994,9.53409754846021e-12,-1010.30254276444,-4821.26291698999
5.07999999999994,9.55206188184203e-12,-1179.59817613822,-4783.96278395024
5.08999999999994,9.57004660963111e-12,-1369.01625848672,-4731.74955816955
5.09999999999994,9.58807349978188e-12,-1579.88172080358,-4664.44379369853
5.10999999999994,9.60616816311939e-12,-1813.01449087516,-4582.39342236321
5.11999999999994,9.6243591024919e-12,-2068.48883152469,-4486.61090356177
5.12999999999994,9.64267594871538e-12,-2345.40013582965,-4378.87061599795
5.13999999999993,9.66114690565435e-12,-2641.69320979575,-4261.72780187714
5.14999999999993,9.67979568804595e-12,-2954.11380813347,-4138.42583485799
5.15999999999993,9.69863851113241e-12,-3278.33148199528,-4012.68036466838
5.16999999999993,9.71768184136689e-12,-3609.24292384934,-3888.3637432533
5.17999999999993,9.73692151679121e-12,-3941.41164792755,-3769.14784936233
5.18999999999993,9.75634348540614e-12,-4269.55531157083,-3658.18059635746
5.19999999999993,9.77592593693849e-12,-4588.97868443079,-3557.86094718444
5.20999999999993,9.79564223788559e-12,-4895.87417006371,-3469.74425069094
5.21999999999993,9.81546396962376e-12,-5187.45856649672,-3394.57094280456
5.22999999999993,9.83536350855441e-12,-5461.96103518598,-3332.38390945791
5.23999999999993,9.85531585369499e-12,-5718.5058542221,-3282.6903685137
5.24999999999993,9.87529966363356e-12,-5956.94056654583,-3244.62995217104
5.25999999999993,9.8952976319272e-12,-6177.65180193548,-3217.1238423113
5.26999999999993,9.91529639658472e-12,-6381.39646210791,-3198.99322518201
5.27999999999993,9.93528617376255e-12,-6569.16197721294,-3189.04522400419
5.28999999999993,9.95526026492224e-12,-6742.05916133592,-3186.13009317528
5.29999999999993,9.97521453792739e-12,-6901.2452307731,-3189.1756905057
5.30999999999993,-7.3511635613023e-15,-7047.87187999639,-3197.20537636739
5.31999999999993,-6.27812102995571e-15,-7183.05272616048,-3209.34460364667
5.32999999999993,9.99099266926916e-12,-7307.84493555192,-3224.82026069135
5.33999999999993,-4.19425854590602e-15,-7423.24077377646,-3242.95568068818
5.34999999999993,-3.17887098148066e-15,-7530.16580684642,-3263.16328468135
5.35999999999993,-2.17707537937673e-15,-7629.48134493997,-3284.93611365262
5.36999999999993,-1.18520881794295e-15,-7721.98945602494,-3307.83897915979
5.37999999999993,-1.99228317896767e-16,-7808.43928617189,-3331.49967459903
5.38999999999993,7.85210375837724e-16,-7889.53400824458,-3355.60036571623
5.39999999999993,9.0413402479357e-12,-7965.93777335017,-3379.86924760614
5.40999999999993,2.76617480218879e-15,-8038.28235590086,-3404.07240879647
5.41999999999993,3.7713425062579e-15,-8107.17325350673,-3428.00582930545
5.42999999999993,4.79197649483402e-15,-8173.19508895838,-3451.48742193526
5.43999999999993,5.832105672238e-15,-8236.91621008166,-3474.34903060803
5.44999999999993,6.89551056848562e-15,-8298.89241326679,-3496.42831424223
5.45999999999993,7.98564984271889e-15,-8359.66973787824,-3517.56046429611
5.46999999999993,9.04867347846319e-12,-8419.7862919265,-3537.56972727733
5.47999999999993,1.02579002514021e-14,-8479.77308282781,-3556.26072475844
5.48999999999993,1.14446331152758e-14,-8540.15383846678,-3573.40958274695
5.49999999999993,1.26671876560171e-14,-8601.4438174551,-3588.7548952753
5.50999999999993,1.39262609350998e-14,-8664.1476212844,-3601.98855317861
5.51999999999993,1.52217681739758e-14,-8728.75603555036,-3612.74646529285
5.52999999999993,1.65527695183201e-14,-8795.74194049909,-3620.59918452408
5.53999999999993,9.05748530024364e-12,-8865.55534068534,-3625.04242391548
5.54999999999993,1.93128150281009e-14,-8938.61756684832,-3625.48740705854
5.55999999999993,2.07351114942369e-14,-9015.31469637592,-3621.25094288076
5.56999999999993,2.21792924190373e-14,-9095.99021806629,-3611.54504745694
5.57999999999993,2.36392111143561e-14,-9180.93692722123,-3595.46585693619
5.58999999999993,2.5107640494088e-14,-9270.38797293377,-3571.98148920441
5.59999999999993,2.65750086849119e-14,-9364.5068840965,-3539.91842342124
5.60999999999992,9.06750938206809e-12,-9463.37626644636,-3497.94588580126
5.61999999999992,2.94686965113624e-14,-9566.9846808369,-3444.55767315442
5.62999999999992,3.08699080562951e-14,-9675.21097263795,-3378.0508397548
5.63999999999992,3.22217639701005e-14,-9787.80501316717,-3296.5007631016
5.64999999999992,3.35077171579561e-14,-9904.36342821514,-3197.73236447991
5.65999999999992,3.47090651922866e-14,-10024.2984266894,-3079.28781294408
5.66999999999992,3.58046146165676e-14,-10146.7973274825,-2938.39208210039
5.67999999999992,3.67708921290949e-14,-10270.7698560976,-2771.91962207086
5.68999999999992,3.75717105867624e-14,-10394.7802043323,-2576.36807369247
5.69999999999992,3.8202531721388e-14,-10516.9604400425,-2347.85114177663
5.70999999999992,-6.9046378368671e-12,-10634.9045095903,-2082.12811521974
5.71999999999992,3.87187061861636e-14,-10745.5448135671,-1774.70049733429
5.72999999999992,3.85341024506406e-14,-10845.0224006702,-1421.01803866272
5.73999999999992,3.79867435221798e-14,-10928.5762678892,-1016.850299514
5.74999999999992,3.70239524073164e-14,-10990.500229256,-558.884345478329
5.75999999999992,3.55952447029514e-14,-11024.2444766561,-45.5884502310305
5.76999999999992,3.36594307144155e-14,-11022.7616731332,521.688960740641
5.77999999999992,3.11912026721047e-14,-10979.1867925849,1137.55614483109
5.78999999999992,2.81977166855351e-14,-10887.8599924534,1791.71176248751
5.79999999999992,2.4722768805722e-14,-10745.5333584377,2468.87384956951
5.80999999999992,-5.08546681755811e-12,-10552.4047042596,3149.91492217509
5.81999999999992,1.67029043558067e-14,-10312.5392178757,3814.19376195766
5.82999999999992,1.24175098103945e-14,-10033.4115384207,4442.48060368678
5.83999999999992,8.13485315226087e-15,-9724.68085317486,5019.51517136019
5.84999999999992,3.97768764396508e-15,-9396.64836665029,5535.41889169568
5.85999999999992,4.11021169257991e-17,-9058.90851432063,5985.76511902608
5.86999999999992,-3.61033084442428e-15,-8719.50130107185,6370.65857674052
5.87999999999992,-6.93972467187126e-15,-8384.59855167901,6693.38678001795
5.88999999999992,-9.93173906316189e-15,-8058.58090588814,6959.10578263766
5.89999999999992,-1.25867851232831e-14,-7744.3205896537,7173.80226698561
5.90999999999992,-3.95553435504935e-12,-7443.52499959468,7343.58779363073
5.91999999999992,-1.69342802692311e-14,-7157.05695847978,7474.27928239984
5.92999999999992,-1.86623545887419e-14,-6885.19646876671,7571.18729041638
5.93999999999992,-2.01213178687774e-14,-6627.83837705976,7639.03790616889
5.94999999999992,-2.13308269798966e-14,-6384.63353931677,7681.97259142895
5.95999999999992,-2.23115309310417e-14,-6155.08580204377,7703.58804111216
5.96999999999992,-2.30824726908533e-14,-5938.61643379127,7706.99304602168
5.97999999999992,-3.9642766050733e-12,-5734.60569966557,7694.86920468608
5.98999999999992,-2.40663341740609e-14,-5542.41890920176,7669.52867513243
5.99999999999992,-2.43121703002322e-14,-5361.4222139844,7632.96592879575
6.00999999999992,-2.4414185486769e-14,-5190.99182625958,7586.90257487825
6.01999999999992,-2.43863259463359e-14,-5030.51915062998,7532.82542292822
6.02999999999992,-2.42417652731084e-14,-4879.41344647391,7472.01844905295
6.03999999999992,-3.66059878977992e-12,-4737.10316332126,7405.58955216001
6.04999999999992,-2.36512387206261e-14,-4603.03650088968,7334.49294957715
6.05999999999992,-2.32276625916214e-14,-4476.68169274994,7259.54801619525
6.06999999999992,-2.27322122606127e-14,-4357.52718653326,7181.45527222883
6.07999999999991,-2.2174432027659e-14,-4245.08184798888,7100.81008539101
6.08999999999991,-2.15631567595657e-14,-4138.87521841823,7018.11456910287
6.09999999999991,-2.09066108849154e-14,-4038.45782421255,6933.7880444891
6.10999999999991,-3.65681470920613e-12,-3943.40150749617,6848.17636031987
6.11999999999991,-1.94875146570948e-14,-3853.29973851922,6761.56029127407
6.12999999999991,-1.87384025994389e-14,-3767.76786974902,6674.16317870249
6.13999999999991,-1.7970922065357e-14,-3686.44329324092,6586.15793434499
6.14999999999991,-1.71903971957889e-14,-3608.98547283744,6497.67348982033
6.15999999999991,-1.6401625867915e-14,-3535.07582887413,6408.80075063244
6.16999999999991,-1.56089086758111e-14,-3464.41746451374,6319.5980917859
6.17999999999991,-3.65141836730101e-12,-3396.73473007154,6230.09642032968
6.18999999999991,-1.4026477795433e-14,-3331.7726307105,6140.30382026482
6.19999999999991,-1.32430882080757e-14,-3269.29608897721,6050.20979098659
6.20999999999991,-1.24684554301121e-14,-3209.08907914818,5959.78908798024
6.21999999999991,-1.17047699337477e-14,-3150.95365410783,5869.00517449404
6.22999999999991,-1.0953885716577e-14,-3094.7088876786,5777.81329431861
6.23999999999991,-1.02173495855674e-14,-3040.18975651513,5686.1631778135
6.24999999999991,-3.64609873662247e-12,-2987.24598534642,5594.00139605768
6.25999999999991,-8.79214219535081e-15,-2935.74087841028,5501.27338045775
6.26999999999991,-8.10528075688346e-15,-2885.55015797383,5407.92512769727
6.27999999999991,-7.43643971725198e-15,-2836.56082853956,5313.90461187167
6.28999999999991,-6.78603955791707e-15,-2788.67008257495,5219.16292726887
6.29999999999991,-6.15434933582217e-15,-2741.78426073719,5123.65518626473
6.30999999999991,-5.54150780084147e-15,-2695.81787665813,5027.341197304
6.31999999999991,-3.64154983489801e-12,-2650.6927135414,4930.1859479127
6.32999999999991,-4.37239008106576e-15,-2606.33699722341,4832.15991718958
6.33999999999991,-3.81590720568497e-15,-2562.68464797628,4733.23924132851
6.34999999999991,-3.27789007519097e-15,-2519.67461129149,4633.4057544893
6.35999999999991,-2.75808493476003e-15,-2477.25026614011,4532.64692585857
6.36999999999991,-2.25619992906308e-15,-2435.35890779753,4430.95571204753
6.37999999999991,-1.77191494431975e-15,-2393.95130122883,4328.33034220903
6.38999999999991,-3.63790719078558e-12,-2352.98130020489,4224.77405139463
6.39999999999991,-8.54773713318334e-16,-2312.40552680027,4120.29477583891
6.40999999999991,-4.21207784392747e-16,-2272.1831055897,4014.90482205261
6.41999999999991,-3.83853515124867e-18,-2232.27544632422,3908.6205205311
6.42999999999991,3.97667780176028e-16,-2192.64607094441,3801.46186919375
6.43999999999991,7.83691403007227e-16,-2153.26047746847,3693.45218004701
6.44999999999991,1.1545875924137e-15,-2114.08603516503,3584.61773077435
6.45999999999991,-3.635091823691e-12,-2075.09190778833,3474.98742251347
6.46999999999991,1.85223320315672e-15,-2036.24899903635,3364.59245348858
6.47999999999991,2.17958150428454e-15,-1997.52991646771,3253.46600739964
6.48999999999991,2.49300373117129e-15,-1958.90894952545,3141.64295864084
6.49999999999991,2.79276659858221e-15,-1920.36205799897,3029.15959564839
6.50999999999991,3.07912260220143e-15,-1881.86686799661,2916.05336260932
6.51999999999991,3.35231518881842e-15,-1843.40267269195,2802.36261923066
6.52999999999991,-3.63298991253244e-12,-1804.95043508127,2688.12641810027
6.53999999999991,3.86009978081266e-15,-1766.49279028024,2573.38429904832
6.5499999999999,4.09511199590707e-15,-1728.01404531908,2458.17609956355
6.5599999999999,4.31779806551439e-15,-1689.50017465538,2342.54178005232
6.5699999999999,4.52834287314428e-15,-1650.93880961696,2226.52126270456
6.5799999999999,4.72692360916175e-15,-1612.31922007551,2110.15428283006
6.5899999999999,4.91371195545664e-15,-1573.63228685618,1993.48025155282
6.5999999999999,-3.63151360294012e-12,-1534.87046358175,1876.53812868285
6.6099999999999,5.25257652925759e-15,-1496.02772668527,1759.36630467128
6.6199999999999,5.40498026988336e-15,-1457.09951239396,1642.00249072401
6.6299999999999,5.54624930249343e-15,-1418.08263958279,1524.48361633935
6.6399999999999,5.67654856539097e-15,-1378.97521758822,1406.84573363836
6.6499999999999,5.79604674245761e-15,-1339.77653820366,1289.12392798938
6.6599999999999,5.90491672462832e-15,-1300.48695117695,1171.35223461457
6.6699999999999,-3.6305991433106e-12,-1261.10772275815,1053.56356111147
6.6799999999999,6.09149491923964e-15,-1221.64087703499,935.789615977209
6.6899999999999,6.16958349306735e-15,-1182.08902008371,818.060843393439
6.6999999999999,6.23780738220638e-15,-1142.45514721786,700.406364675606
6.7099999999999,6.29637999969919e-15,-1102.74243390787,582.853926989757
6.7199999999999,6.34552635672969e-15,-1062.95401130093,465.429860071438
6.7299999999999,6.38548240980552e-15,-1023.09272764382,348.159041800512
6.7399999999999,-3.63018598941102e-12,-983.160897242622,231.064873541948
6.7499999999999,6.43882849987894e-15,-943.160039012808,114.169266236553
6.7599999999999,6.45275069685691e-15,-903.090606995976,-2.50736174831008
6.7699999999999,6.4585466822859e-15,-862.951715610464,-118.946074024147
6.7799999999999,6.45651242964156e-15,-822.740862694116,-235.129391927324
6.7899999999999,6.44695405462016e-15,-782.453653687029,-351.041255793298
6.7999999999999,6.43018861884196e-15,-742.083530496292,-466.66697108377
6.8099999999999,-3.63019593792408e-12,-701.621508740002,-581.993138867138
6.8199999999999,6.37634814831313e-15,-661.055927141954,-697.007570363365
6.8299999999999,6.33994899164027e-15,-620.372212790574,-811.699185512132
6.8399999999999,6.29769150040788e-15,-579.552665896359,-926.057895773227
6.8499999999999,6.24992712820798e-15,-538.5762674429,-1040.07447162794
6.8599999999999,6.19700986007367e-15,-497.418512848419,-1153.74039552981
6.8699999999999,6.13929538951283e-15,-456.051274359243,-1267.04770130775
6.8799999999999,-3.63052533847284e-12,-414.442694462457,-1379.98880127159
6.8899999999999,6.01089241140619e-15,-372.557112057459,-1492.55630249586
6.8999999999999,5.94090633059011e-15,-330.355022631802,-1604.74281392797
6.9099999999999,5.86752488096018e-15,-287.79307304389,-1716.54074613379
6.9199999999999,5.79108553176012e-15,-244.824090996661,-1827.94210558901
6.9299999999999,5.71191866698188e-15,-201.39714867091,-1938.93828548589
6.9399999999999,5.63034449670469e-15,-157.457659488276,-2049.51985504505
6.9499999999999,-3.63105581014551e-12,-112.947506472234,-2159.67634927964
6.9599999999999,5.46120624279642e-15,-67.8052002491238,-2269.39606110315
6.9699999999999,5.37422860998281e-15,-21.9660643991029,-2378.66583754954
6.9799999999999,5.28601555850219e-15,24.6375544351684,-2487.4708817463
6.9899999999999,5.19682842033516e-15,72.076054435589,-2595.79456210919
6.9999999999999,5.10691508540117e-15,120.422327370884,-2703.61823005203
7.00999999999989,5.016509346906e-15,169.751491142832,-2810.92104731209
7.01999999999989,-3.63167665424418e-12,220.140608965365,-2917.67982379862
7.02999999999989,4.83508776425032e-15,271.668397947752,-3023.86886668147
7.03999999999989,4.74447079122672e-15,324.414929652281,-3129.45984125365
7.04999999999989,4.65415998474286e-15,378.46132501966,-3234.42164393543
7.05999999999989,4.56432146617905e-15,433.889445818176,-3338.72028763434
7.06999999999989,4.47510909968646e-15,490.781584466267,-3442.31879954385
7.07999999999989,4.38666431912706e-15,549.220153886267,-3545.17713135052
7.08999999999989,-3.6323033710042e-12,609.287378700674,-3647.25208173167
7.09999999999989,4.21258617043554e-15,671.064988857025,-3748.4972309519
7.10999999999989,4.1271796662459e-15,734.633916541817,-3848.86288731895
7.11999999999989,4.04299593474616e-15,800.073996963843,-3948.29604522542
7.12999999999989,3.96012319052503e-15,867.463673450127,-4046.74035448376
7.13999999999989,3.87864064922516e-15,936.879707117003,-4144.13610065529
7.14999999999989,3.79861880020942e-15,1008.39689120496,-4240.42019608461
7.15999999999989,-3.63288236929702e-12,1082.08777017273,-4335.52618134587
7.16999999999989,3.6431952103976e-15,1158.02236344251,-4429.38423684234
7.17999999999989,3.56789214302954e-15,1236.2678938078,-4521.92120429392
7.18999999999989,3.49424623375351e-15,1316.88852038865,-4613.06061787527
7.19999999999989,3.42228666887844e-15,1399.94507613442,-4702.72274477165
7.20999999999989,3.35203242080378e-15,1485.49480987941,-4790.82463491577
7.21999999999989,3.28349524909874e-15,1573.59113305425,-4877.28017967771
7.22999999999989,-3.6333857996314e-12,1664.28337121035,-4962.0001792533
7.23999999999989,3.15156718882783e-15,1757.61652066955,-5044.8924184806
7.24999999999989,3.08814932014185e-15,1853.63101063331,-5125.86175078445
7.25999999999989,3.02639270521316e-15,1952.36247126949,-5204.81018990003
7.26999999999989,2.96625456616753e-15,2053.84150832191,-5281.63700898817
7.27999999999989,2.90767978094685e-15,2158.09348492128,-5356.2388466914
7.28999999999989,2.85059799835409e-15,2265.13831129906,-5428.5098196324
7.29999999999989,-3.63380755849807e-12,2374.99024318759,-5498.3416407845
7.30999999999989,2.74055628760162e-15,2487.65768968058,-5565.62374310029
7.31999999999989,2.68737412593485e-15,2603.14303130489,-5630.24340772987
7.32999999999989,2.63523815012265e-15,2721.44244904141,-5692.08589611561
7.33999999999989,2.58398822595611e-15,2842.54576489442,-5751.03458524073
7.34999999999989,2.53344196553425e-15,2966.43629450624,-5806.97110529756
7.35999999999989,2.48339332645977e-15,3093.09071216549,-5859.77547906393
7.36999999999989,-3.63416887117937e-12,3222.47892828124,-5909.32626234898
7.37999999999989,2.38383973840923e-15,3354.56397926793,-5955.50068493111
7.38999999999989,2.33379325385743e-15,3489.30192937476,-5998.17479158632
7.39999999999989,2.28315964805209e-15,3626.6417838546,-6037.22358293438
7.40999999999989,2.23159625590743e-15,3766.52541240642,-6072.52115610633
7.41999999999989,2.1787314592442e-15,3908.88748165128,-6103.94084547226
7.42999999999989,2.12416171359826e-15,4053.65539499012,-6131.35536402423
7.43999999999989,-3.63453503835173e-12,4200.74923796563,-6154.63694638043
7.44999999999989,2.00814346055751e-15,4350.08172699909,-6173.65749479599
7.45999999999989,1.94573566077948e-15,4501.55815912514,-6188.28873006524
7.46999999999989,1.87970606475649e-15,4655.07636028503,-6198.40234968386
7.47999999999988,1.80950223488221e-15,4810.52662961409,-6203.87019621436
7.48999999999988,1.7345450885841e-15,4967.79167725677,-6204.56443934999
7.49999999999988,1.6542309786658e-15,5126.74655335276,-6200.35777575929
7.50999999999988,-3.63503455771359e-12,5287.25856615138,-6191.12365136797
7.51999999999988,1.47501403160316e-15,5449.18718758977,-6176.73651128796
7.52999999999988,1.37481062323982e-15,5612.38394525003,-6157.07208311912
7.53999999999988,1.26665783879857e-15,5776.6923003087,-6132.00769979191
7.54999999999988,1.14988484409036e-15,5941.94751194434,-6101.42266849133
7.55999999999988,1.02382242235501e-15,6107.97648970079,-6065.19869243379
7.56999999999988,8.87810195545744e-16,6274.59763644139,-6023.22035237365
7.57999999999988,-3.63586128716654e-12,6441.62068584194,-5975.37565463661
7.58999999999988,5.83382926171209e-16,6608.8465397865,-5921.55665216176
7.59999999999988,4.13760515917233e-16,6776.06711252778,-5861.66014451538
7.60999999999988,2.31791566247839e-16,6943.06519007428,-5795.58846197556
7.61999999999988,3.6983415233659e-17,7109.61431485602,-5723.2503376508
7.62999999999988,-1.71094185036472e-16,7275.47870730927,-5644.56187007751
7.63999999999988,-3.92798267422255e-16,7440.41323751706,-5559.44757686381
7.64999999999988,-3.63723089222406e-12,7604.16346141157,-5467.8415376357
7.65999999999988,-8.78083494902906e-16,7766.46573714172,-5369.688621905
7.66999999999988,-1.14191572381996e-15,7927.04743806518,-5264.94579432529
7.67999999999988,-1.41985557264977e-15,8085.62727918876,-5153.58348644237
7.68999999999988,-1.71173461640372e-15,8241.91577383827,-5035.58702021669
7.69999999999988,-2.01724987031553e-15,8395.61583661003,-4910.95806466961
7.70999999999988,-2.33595658480618e-15,8546.42354731671,-4779.71610289392
7.71999999999988,-3.63926975358795e-12,8694.02908849079,-4641.89988258882
7.72999999999988,-3.0104181224966e-15,8838.1178660601,-4497.56881946946
7.73999999999988,-3.36452505797096e-15,8978.37181902991,-4346.80431940689
7.74999999999988,-3.72852435696417e-15,9114.47091937243,-4189.71098241196
7.75999999999988,-4.10132038363037e-15,9246.0948550449,-4026.41765957098
7.76999999999988,-4.48077548564701e-15,9372.92492625318,-3857.07823117351
7.77999999999988,-3.28635927632397e-12,9494.64596556694,-3681.8724018235
7.78999999999988,-5.25484677907748e-15,9610.94861454317,-3501.00584316459
7.79999999999988,-5.64819987360687e-15,9721.53152922468,-3314.71032142216
7.80999999999988,-6.04218365215206e-15,9826.10371181739,-3123.243397297
7.81999999999988,-6.43414237005969e-15,9924.38687451122,-2926.8877709738
7.82999999999988,-6.82247577874455e-15,10016.1177771592,-2725.95026386826
7.83999999999988,-7.20536500444862e-15,10101.0504972055,-2520.76043760833
7.84999999999988,-3.28887685910621e-12,10178.9585790015,-2311.66885151134
7.85999999999988,-7.94680996940926e-15,10249.6370129378,-2099.04498477259
7.86999999999988,-8.30133003159405e-15,10312.9039969786,-1883.27485096546
7.87999999999988,-8.64244576167703e-15,10368.602437147,-1664.75834923427
7.88999999999988,-8.96832869992838e-15,10416.6011515743,-1443.90640222239
7.89999999999988,-9.27725313327663e-15,10456.7957494295,-1221.1379397841
7.90999999999988,-9.56763936500233e-15,10489.1091670671,-996.87679255839
