"Plot12"
"Time (sec)","Angular Velocity1 (deg/sec)"
9.06999999999985,-7.01622304416209
9.07999999999985,-8.46607367139469
9.08999999999985,-9.9091267026171
9.09999999999985,-11.345473268147
9.10999999999985,-12.7752335766343
9.11999999999985,-14.198556809269
9.12999999999985,-15.6156208061175
9.13999999999985,-17.0266315477247
9.14999999999985,-18.4318224398653
9.15999999999985,-19.8314534075749
9.16999999999985,-21.2258098079734
9.17999999999985,-22.6152011690767
9.18999999999985,-23.9999597633379
9.19999999999985,-25.380439023091
9.20999999999985,-26.7570118038471
9.21999999999985,-28.1300685003895
9.22999999999985,-29.5000150190906
9.23999999999985,-30.8672706066629
9.24999999999985,-32.2322655357679
9.25999999999985,-33.5954386431327
9.26999999999985,-34.9572347159055
9.27999999999985,-36.318101718005
9.28999999999985,-37.6784878476783
9.29999999999985,-39.0388384131963
9.30999999999985,-40.3995925151077
9.31999999999985,-41.7611795170976
9.32999999999985,-43.1240152912434
9.33999999999985,-44.488498216929
9.34999999999985,-45.8550049165379
9.35999999999984,-47.2238857061926
9.36999999999984,-48.5954597430372
9.37999999999984,-49.9700098481291
9.38999999999984,-51.3477769862084
9.39999999999984,-52.7289543845396
9.40999999999984,-54.11368127327
9.41999999999984,-55.5020362355509
9.42999999999984,-56.8940301533826
9.43999999999984,-58.2895987448713
9.44999999999984,-59.688594687635
9.45999999999984,-61.0907793316906
9.46999999999984,-62.4958140096336
9.47999999999984,-63.9032509589801
9.48999999999984,-65.3125238785302
9.49999999999984,-66.7229381500342
9.50999999999984,-68.1336607637118
9.51999999999984,-69.5437099972949
9.52999999999984,-70.9519449077218
9.53999999999984,-72.3570547051876
9.54999999999984,-73.7575480911864
9.55999999999984,-75.1517426527172
9.56999999999984,-76.5377544171264
9.57999999999984,-77.9134876828795
9.58999999999984,-79.2766252542477
9.59999999999984,-80.6246192168547
9.60999999999984,-81.9546824040116
9.61999999999984,-83.2637807106753
9.62999999999984,-84.5486264449029
9.63999999999984,-85.8056728494642
9.64999999999984,-87.0311098069103
9.65999999999984,-88.2208615484488
9.66999999999984,-89.37058566564
9.67999999999984,-90.4756741823689
9.68999999999984,-91.5312566835836
9.69999999999984,-92.5322056823369
9.70999999999984,-93.473144318549
9.71999999999984,-94.3484565416032
9.72999999999984,-95.1522998128406
9.73999999999984,-95.8786203807846
9.74999999999984,-96.5211710924291
9.75999999999984,-97.0735316624134
9.76999999999984,-97.5291312494135
9.77999999999984,-97.8812731098211
9.78999999999984,-98.1231610290845
9.79999999999984,-98.2479271430052
9.80999999999984,-98.2486606958986
9.81999999999984,-98.1184372139046
9.82999999999983,-97.8503475385082
9.83999999999983,-97.4375261576466
9.84999999999983,-96.8731783215221
9.85999999999983,-96.1506055565971
9.86999999999983,-95.2632294253573
9.87999999999983,-94.2046137714625
9.88999999999983,-92.9684863010722
9.89999999999983,-91.5487612804449
9.90999999999983,-89.9395665125676
9.91999999999983,-88.1352797933271
9.92999999999983,-86.1305830386578
9.93999999999983,-83.92054665041
9.94999999999983,-81.5007630722429
9.95999999999983,-78.8675577659619
9.96999999999983,-76.0183192230392
9.97999999999983,-72.9520086769995
9.98999999999983,-69.6699376643711
10,-66.1769301560103
