"Plot9"
"Time (sec)","Acceleration1 (mm/sec**2)","Acceleration2 (mm/sec**2)","Linear Acceleration2 (mm/sec**2)"
4.01999999999996,9.40855923310996e-13,-8198.36575067431,-5.134751165372
4.02999999999996,9.40855923310996e-13,-7782.26545987869,-5.1579541349523
4.03999999999996,9.40855923310996e-13,-7389.85784405177,-5.17906427366785
4.04999999999996,9.40855923310996e-13,-7019.43709069695,-5.19936654868427
4.05999999999996,9.40855923310997e-13,-6669.29921973795,-5.21972825532739
4.06999999999996,9.40855923310997e-13,-6337.80357141557,-5.24070757375006
4.07999999999996,9.40855923310996e-13,-6023.40463041949,-5.26263296474083
4.08999999999996,9.40855923310996e-13,-5724.67002285374,-5.2856638140632
4.09999999999996,9.40855923310996e-13,-5440.28958806958,-5.30983708810063
4.10999999999996,9.40855923310996e-13,-5169.0762222519,-5.33510202738468
4.11999999999996,9.40855923310996e-13,-4909.96274540345,-5.3613465813428
4.12999999999996,9.40855923310997e-13,-4661.99611397403,-5.38841745934725
4.13999999999996,9.40855923310996e-13,-4424.33013578235,-5.41613536258088
4.14999999999996,9.40855923310996e-13,-4196.21745858592,-5.44430656205611
4.15999999999996,9.40855923310996e-13,-3977.00132617104,-5.47273168633704
4.16999999999996,9.40855923310996e-13,-3766.10741525188,-5.50121237634606
4.17999999999996,9.40855923310996e-13,-3563.03595586185,-5.52955629078854
4.18999999999996,9.40855923310997e-13,-3367.3542568247,-5.55758083720003
4.19999999999995,9.40855923310997e-13,-3178.68969191349,-5.58511589923442
4.20999999999995,9.40855923310997e-13,-2996.72317731665,-5.61200577072032
4.21999999999995,9.40855923310997e-13,-2821.18314709875,-5.63811046531757
4.22999999999995,9.40855923310996e-13,-2651.84001536536,-5.66330652233161
4.23999999999995,9.40855923310996e-13,-2488.50110995298,-5.68748740427331
4.24999999999995,9.40855923310997e-13,-2331.00605454525,-5.71056356477479
4.25999999999995,9.40855923310997e-13,-2179.22257544612,-5.73246224982922
4.26999999999995,9.40855923310997e-13,-2033.04270948659,-5.75312708025701
4.27999999999995,9.40855923310997e-13,-1892.37938391509,-5.7725174555559
4.28999999999995,9.40855923310997e-13,-1757.16377648726,-5.79060808887198
4.29999999999995,9.40855923310997e-13,-1627.34019413683,-5.80738668671046
4.30999999999995,9.40855923310997e-13,-1502.86899953679,-5.82285626909536
4.31999999999995,9.40855923310997e-13,-1383.71829759087,-5.83703052250218
4.32999999999995,9.40855923310997e-13,-1269.86483923735,-5.8499342838459
4.33999999999995,9.40855923310997e-13,-1161.29468880874,-5.86160406402617
4.34999999999995,9.40855923310997e-13,-1057.99623510272,-5.87208343332815
4.35999999999995,9.40855923310997e-13,-959.964228220734,-5.88142521494008
4.36999999999995,9.40855923310997e-13,-867.195830105145,-5.88968860882838
4.37999999999995,9.40855923310997e-13,-779.69059175785,-5.89693866883952
4.38999999999995,9.40855923310997e-13,-697.449657826443,-5.90324521534005
4.39999999999995,9.40855923310997e-13,-620.475134039861,-5.90868183114978
4.40999999999995,9.40855923310997e-13,-548.769639079308,-5.91332490990441
4.41999999999995,9.40855923310997e-13,-482.335937821447,-5.91725276207005
4.42999999999995,9.40855923310997e-13,-421.176690493004,-5.92054476627571
4.43999999999995,9.40855923310997e-13,-365.294278713087,-5.92328058627428
4.44999999999995,9.40855923310997e-13,-314.690708609862,-5.92553944562495
4.45999999999995,9.40855923310997e-13,-269.36758744916,-5.92739946788575
4.46999999999995,9.40855923310997e-13,-229.32614173646,-5.9289370829706
4.47999999999995,9.40855923310997e-13,-194.567307604676,-5.93022650108342
4.48999999999995,9.40855923310997e-13,-165.091833686369,-5.93133925161021
4.49999999999995,9.40855923310997e-13,-140.90045138884,-5.93234379641714
4.50999999999995,9.40855923310997e-13,-121.994045614735,-5.93330520233678
4.51999999999995,9.40855923310997e-13,-108.373873289396,-5.9342848927853
4.52999999999995,9.40855923310997e-13,-100.041793465951,-5.93534045515332
4.53999999999995,9.40855923310997e-13,-97.0005170747914,-5.9365255253732
4.54999999999995,9.40855923310997e-13,-99.2538805164443,-5.93788973089918
4.55999999999995,9.40855923310997e-13,-106.807130677252,-5.93947870179586
4.56999999999995,9.40855923310997e-13,-119.667231099291,-5.94133414698296
4.57999999999995,9.40855923310997e-13,-137.843184657977,-5.94349398774738
4.58999999999995,9.40855923310997e-13,-161.34638160388,-5.94599255968021
4.59999999999995,9.40855923310997e-13,-190.190961977887,-5.94886086688203
4.60999999999995,9.40855923310997e-13,-224.394221929812,-5.95212690057897
4.61999999999995,9.40855923310997e-13,-263.977032798984,-5.95581600966617
4.62999999999995,9.40855923310997e-13,-308.964320593345,-5.95995132752746
4.63999999999995,9.40855923310997e-13,-359.385573160588,-5.96455425149147
4.64999999999995,9.40855923310997e-13,-415.275414239182,-5.9696449690375
4.65999999999995,9.40855923310997e-13,-476.674233214642,-5.97524303341862
4.66999999999994,9.40855923310997e-13,-543.628894282116,-5.98136797972183
4.67999999999994,9.40855923310997e-13,-616.193519633589,-5.98803997862948
4.68999999999994,9.40855923310997e-13,-694.430388355355,-5.99528052484998
4.69999999999994,9.40855923310997e-13,-778.410918188529,-6.00311314834924
4.70999999999994,9.40855923310997e-13,-868.216804615505,-6.01156414474726
4.71999999999994,9.40855923310997e-13,-963.941267441646,-6.02066331278377
4.72999999999994,9.40855923310997e-13,-1065.69048364821,-6.03044468393817
4.73999999999994,9.40855923310997e-13,-1173.5851725184,-6.04094723273707
4.74999999999994,9.40855923310997e-13,-1287.76238832644,-6.05221554233738
4.75999999999994,9.40855923310997e-13,-1408.37751855828,-6.06430040396886
4.76999999999994,9.40855923310997e-13,-1535.60651273433,-6.07725931496139
4.77999999999994,9.40855923310997e-13,-1669.64836695349,-6.09115683771598
4.78999999999994,9.40855923310997e-13,-1810.72786154122,-6.10606476219545
4.79999999999994,9.40855923310997e-13,-1959.09859922946,-6.12206201324113
4.80999999999994,9.40855923310997e-13,-2115.0463046163,-6.13923420728473
4.81999999999994,9.40855923310997e-13,-2278.89244245915,-6.15767275877608
4.82999999999994,9.40855923310997e-13,-2450.99809060022,-6.17747338686449
4.83999999999994,9.40855923310997e-13,-2631.76807268165,-6.19873384207071
4.84999999999994,9.40855923310997e-13,-2821.65528737282,-6.22155062091317
4.85999999999994,9.40855923310997e-13,-3021.14049887805,-6.24599632198892
4.86999999999994,9.40855923310997e-13,-3230.81539241527,-6.27217131659723
4.87999999999994,9.40855923310997e-13,-3451.33954332701,-6.3001590644737
4.88999999999994,9.40855923310997e-13,-3683.35744868863,-6.32995331482188
4.89999999999994,9.40855923310997e-13,-3927.60993373625,-6.36152245784672
4.90999999999994,9.40855923310997e-13,-4184.93100744112,-6.39478525154896
4.91999999999994,9.40855923310997e-13,-4456.211184294,-6.42955975959271
4.92999999999994,9.40855923310998e-13,-4742.39643072383,-6.4655325311966
4.93999999999994,9.40855923310998e-13,-5044.47870014904,-6.50221533566394
4.94999999999994,9.40855923310997e-13,-5363.47454248805,-6.53888613220036
4.95999999999994,9.40855923310997e-13,-5700.39097187758,-6.57451262538924
4.96999999999994,9.40855923310997e-13,-6056.17367740894,-6.60765403202249
4.97999999999994,9.40855923310997e-13,-6431.6309414841,-6.63633595792137
4.98999999999994,9.40855923310998e-13,-6827.32458098626,-6.65789284705112
4.99999999999994,9.40855923310998e-13,-7243.41704432441,-6.66877281341878
5.00999999999994,9.40855923310998e-13,-7679.46159646237,-6.66430138169552
5.01999999999994,9.40855923310998e-13,-8134.12115117729,-6.63840502145382
5.02999999999994,9.40855923310998e-13,-8604.80194620531,-6.58330410216652
5.03999999999994,9.40855923310997e-13,-9087.1932972308,-6.48920054835572
5.04999999999994,9.40855923310998e-13,-9574.71774720026,-6.3440110280768
5.05999999999994,9.40855923310998e-13,-10057.9220096672,-6.13323453932347
5.06999999999994,9.40855923310997e-13,-10523.7829561601,-5.84005992673061
5.07999999999994,9.40855923310997e-13,-10955.8260801864,-5.44615717263286
5.08999999999994,9.40855923310997e-13,-11332.8233291186,-4.93258257198958
5.09999999999994,9.40855923310997e-13,-11630.9301658545,-4.28247392397618
5.10999999999994,9.40855923310997e-13,-11824.3393432924,-3.48395121965361
5.11999999999994,9.40855923310997e-13,-11888.5172937176,-2.53416104858562
5.12999999999994,9.40855923310997e-13,-11804.1370237331,-1.44320280491308
5.13999999999993,9.40855923310997e-13,-11561.5341790496,-0.236832911316787
5.14999999999993,9.40855923310997e-13,-11164.430894618,1.04350171713487
5.15999999999993,9.40855923310997e-13,-10631.5047621496,2.3442715104946
5.16999999999993,9.40855923310997e-13,-9994.80486235156,3.60689329997504
5.17999999999993,9.40855923310997e-13,-9295.08618232966,4.77651041232172
5.18999999999993,9.40855923310997e-13,-8575.34547575534,5.80998059650766
5.19999999999993,9.40855923310997e-13,-7874.49537228463,6.68082841061257
5.20999999999993,9.40855923310997e-13,-7222.84893880868,7.38021874531468
5.21999999999993,9.40855923310997e-13,-6640.15960799127,7.91450701126431
5.22999999999993,9.40855923310997e-13,-6135.97252132015,8.30083941376812
5.23999999999993,9.40855923310997e-13,-5711.46061511448,8.56236860654406
5.24999999999993,9.40855923310997e-13,-5361.83554247089,8.72417827415129
5.25999999999993,9.40855923310997e-13,-5078.65906196806,8.81039452782267
5.26999999999993,9.40855923310998e-13,-4851.70135277531,8.84248774445786
5.27999999999993,9.40855923310997e-13,-4670.25107431203,8.83852105919382
5.28999999999993,9.40855923310997e-13,-4523.93251898345,8.81303694132468
5.29999999999993,9.40855923310997e-13,-4403.145434007,8.77731075925102
5.30999999999993,9.40855923310997e-13,-4299.24739056932,8.73977365182562
5.31999999999993,9.40855923310997e-13,-4204.57791436133,8.70647921683219
5.32999999999993,9.40855923310997e-13,-4112.39630672547,8.68154456373391
5.33999999999993,9.40855923310997e-13,-4016.78134653535,8.66753339446803
5.34999999999993,9.40855923310997e-13,-3912.52163380144,8.66577207645568
5.35999999999993,9.40855923310997e-13,-3795.01267894508,8.67660326390352
5.36999999999993,9.40855923310997e-13,-3660.17239257361,8.6995730739696
5.37999999999993,9.40855923310997e-13,-3504.36826420881,8.73359456675267
5.38999999999993,9.40855923310997e-13,-3324.36886659342,8.77705485475664
5.39999999999993,9.40855923310997e-13,-3117.31110389968,8.82790073574495
5.40999999999993,9.40855923310997e-13,-2880.67996866221,8.88371161469258
5.41999999999993,9.40855923310997e-13,-2612.30217961399,8.94175437649771
5.42999999999993,9.40855923310997e-13,-2310.34899090725,8.99903186161322
5.43999999999993,9.40855923310997e-13,-1973.34607597188,9.05232734542657
5.44999999999993,9.40855923310997e-13,-1600.18802301833,9.09824806499992
5.45999999999993,9.40855923310997e-13,-1190.1550962893,9.13326987400932
5.46999999999993,9.40855923310997e-13,-742.930075828238,9.15378445053659
5.47999999999993,9.40855923310997e-13,-258.613120066433,9.15614986385071
5.48999999999993,9.40855923310997e-13,262.267212846011,9.13674476962886
5.49999999999993,9.40855923310997e-13,818.748421787496,9.09202602316196
5.50999999999993,9.40855923310997e-13,1409.43534798132,9.01858910888569
5.51999999999993,9.40855923310997e-13,2032.50927982768,8.91323044335226
5.52999999999993,9.40855923310997e-13,2685.74541763672,8.77301032759312
5.53999999999993,9.40855923310997e-13,3366.53868683956,8.59531517231594
5.54999999999993,9.40855923310997e-13,4071.93720416926,8.37791756408575
5.55999999999993,9.40855923310997e-13,4798.68186830411,8.11903280597946
5.56999999999993,9.40855923310997e-13,5543.24953577689,7.81737081010958
5.57999999999993,9.40855923310997e-13,6301.89596991411,7.47218263934149
5.58999999999993,9.40855923310997e-13,7070.69316652075,7.08330164199785
5.59999999999993,9.40855923310997e-13,7845.55363096252,6.65118004710739
5.60999999999992,9.40855923310997e-13,8622.2315145876,6.17692312196645
5.61999999999992,9.40855923310997e-13,9396.28698149125,5.66232461839017
5.62999999999992,9.40855923310997e-13,10162.9954331461,5.10990935586896
5.63999999999992,9.40855923310997e-13,10917.176883108,4.52299150191231
5.64999999999992,9.40855923310997e-13,11652.9124386906,3.90576051122132
5.65999999999992,9.40855923310997e-13,12363.1043346586,3.26341082348698
5.66999999999992,9.40855923310997e-13,13038.8237824336,2.60233607818189
5.67999999999992,9.40855923310997e-13,13668.2863308841,1.93044635993544
5.68999999999992,9.40855923310997e-13,14236.0746125764,1.25738761536141
5.69999999999992,9.40855923310998e-13,14720.2993656045,0.595494753339599
5.70999999999992,9.40855923310997e-13,15091.8640209584,-0.0400134068318539
5.71999999999992,9.40855923310997e-13,15311.1878084675,-0.62991568973399
5.72999999999992,9.40855923310997e-13,15326.3770632091,-1.1503617114935
5.73999999999992,9.40855923310997e-13,15072.2258187813,-1.5724731111206
5.74999999999992,9.40855923310997e-13,14472.257610914,-1.86290705117317
5.75999999999992,9.40855923310997e-13,13446.2243543154,-1.98616295110641
5.76999999999992,9.40855923310997e-13,11926.130945246,-1.90979227068924
5.77999999999992,9.40855923310997e-13,9879.74067146714,-1.61195094177223
5.78999999999992,9.40855923310997e-13,7339.15168812987,-1.091229091411
5.79999999999992,9.40855923310997e-13,4420.20627931839,-0.373842116298326
5.80999999999992,9.40855923310997e-13,1318.74724105739,0.48604656779363
5.81999999999992,9.40855923310997e-13,-1724.0322698062,1.41576435111741
5.82999999999992,9.40855923310997e-13,-4476.77897915041,2.34063174398477
5.83999999999992,9.40855923310997e-13,-6769.06935717408,3.20018841145497
5.84999999999992,9.40855923310997e-13,-8516.63744953638,3.95726280764242
5.85999999999992,9.40855923310997e-13,-9716.18494266462,4.59799309044008
5.86999999999992,9.40855923310997e-13,-10420.9919096941,5.12576077186847
5.87999999999992,9.40855923310997e-13,-10712.5794639585,5.55346185383195
5.88999999999992,9.40855923310997e-13,-10678.435473445,5.89716705356347
5.89999999999992,9.40855923310997e-13,-10398.6556251412,6.17217173744386
5.90999999999992,9.40855923310996e-13,-9940.21857530603,6.39117063098547
5.91999999999992,9.40855923310997e-13,-9356.00947838391,6.56380143745873
5.92999999999992,9.40855923310997e-13,-8686.32729064698,6.69692491526818
5.93999999999992,9.40855923310997e-13,-7961.14713548747,6.79515252425119
5.94999999999992,9.40855923310997e-13,-7202.55791683771,6.86145474547309
5.95999999999992,9.40855923310997e-13,-6426.75809170669,6.89766549074072
5.96999999999992,9.40855923310997e-13,-5645.68166745807,6.90489941737471
5.97999999999992,9.40855923310996e-13,-4868.213970099,6.88386434336466
5.98999999999992,9.40855923310996e-13,-4101.07744483814,6.83508786254463
5.99999999999992,9.40855923310996e-13,-3349.46050409828,6.75907525035771
6.00999999999992,9.40855923310996e-13,-2617.45482939733,6.65641486531232
6.01999999999992,9.40855923310996e-13,-1908.35608661232,6.52784446387312
6.02999999999992,9.40855923310996e-13,-1224.85451762207,6.37428613764651
6.03999999999992,9.40855923310996e-13,-569.181246465395,6.19686392507098
6.04999999999992,9.40855923310996e-13,56.8158152983445,5.99690130403935
6.05999999999992,9.40855923310996e-13,651.620689859545,5.77590861266952
6.06999999999992,9.40855923310996e-13,1214.01226409837,5.53556310315309
6.07999999999991,9.40855923310996e-13,1743.0450381537,5.27768266443743
6.08999999999991,9.40855923310996e-13,2238.03547746863,5.00419629049833
6.09999999999991,9.40855923310996e-13,2698.55176728984,4.71711275075132
6.10999999999991,9.40855923310996e-13,3124.40446122437,4.41848882490866
6.11999999999991,9.40855923310996e-13,3515.63651485459,4.11039818358339
6.12999999999991,9.40855923310996e-13,3872.51185537732,3.79490181936742
6.13999999999991,9.40855923310996e-13,4195.50209245356,3.47402067275537
6.14999999999991,9.40855923310996e-13,4485.27131848844,3.14971098476318
6.15999999999991,9.40855923310996e-13,4742.65916023323,2.82384271293324
6.16999999999991,9.40855923310996e-13,4968.66238218201,2.49818122782696
6.17999999999991,9.40855923310996e-13,5164.41543922283,2.1743723801416
6.18999999999991,9.40855923310996e-13,5331.17039844608,1.8539309235411
6.19999999999991,9.40855923310996e-13,5470.27665861828,1.53823217880757
6.20999999999991,9.40855923310996e-13,5583.16087229931,1.22850676831177
6.21999999999991,9.40855923310996e-13,5671.30742820585,0.925838187291532
6.22999999999991,9.40855923310996e-13,5736.23981979792,0.631162931949912
6.23999999999991,9.40855923310996e-13,5779.50315678128,0.345272888380897
6.24999999999991,9.40855923310996e-13,5802.64801890723,0.0688196692287609
6.25999999999991,9.40855923310996e-13,5807.21580429562,-0.197679424956871
6.26999999999991,9.40855923310996e-13,5794.72565898432,-0.453834131357498
6.27999999999991,9.40855923310996e-13,5766.66304231792,-0.69937292427529
6.28999999999991,9.40855923310996e-13,5724.46993248069,-0.934133973982938
6.29999999999991,9.40855923310996e-13,5669.53663303665,-1.15805562500515
6.30999999999991,9.40855923310996e-13,5603.19512616034,-1.37116661265245
6.31999999999991,9.40855923310996e-13,5526.7138915157,-1.57357621990764
6.32999999999991,9.40855923310996e-13,5441.29408511918,-1.76546454868262
6.33999999999991,9.40855923310997e-13,5348.06695889005,-1.94707305203412
6.34999999999991,9.40855923310997e-13,5248.09240638567,-2.11869544244472
6.35999999999991,9.40855923310997e-13,5142.35851207431,-2.28066906806727
6.36999999999991,9.40855923310997e-13,5031.78196769373,-2.43336682802381
6.37999999999991,9.40855923310997e-13,4917.20924011859,-2.57718967212596
6.38999999999991,9.40855923310997e-13,4799.41837699602,-2.71255971769265
6.39999999999991,9.40855923310997e-13,4679.12133035425,-2.83991399510455
6.40999999999991,9.40855923310997e-13,4556.96669306798,-2.9596988189291
6.41999999999991,9.40855923310997e-13,4433.5421777974,-3.07236523768673
6.42999999999991,9.40855923310997e-13,4309.3809470088,-3.17836202457874
6.43999999999991,9.40855923310996e-13,4184.95866062242,-3.27813776227373
6.44999999999991,9.40855923310996e-13,4060.70384425335,-3.37213059949912
6.45999999999991,9.40855923310997e-13,3936.99900548502,-3.46076868338307
6.46999999999991,9.40855923310997e-13,3814.18067182664,-3.54447024593534
6.47999999999991,9.40855923310997e-13,3692.54999113053,-3.62363550717704
6.48999999999991,9.40855923310997e-13,3572.36977014112,-3.69865093125991
6.49999999999991,9.40855923310997e-13,3453.87121367562,-3.76988469733198
6.50999999999991,9.40855923310997e-13,3337.25613634987,-3.83768668980533
6.51999999999991,9.40855923310997e-13,3222.70009384917,-3.90238764268197
6.52999999999991,9.40855923310997e-13,3110.35530677807,-3.96429858866904
6.53999999999991,9.40855923310997e-13,3000.35336980559,-4.02371050681493
6.5499999999999,9.40855923310997e-13,2892.80781188616,-4.08089413210278
6.5599999999999,9.40855923310997e-13,2787.81646179665,-4.13609988301855
6.5699999999999,9.40855923310997e-13,2685.46366976498,-4.18955790296942
6.5799999999999,9.40855923310997e-13,2585.82233084832,-4.24147819158008
6.5899999999999,9.40855923310997e-13,2488.9557738872,-4.29205080384121
6.5999999999999,9.40855923310997e-13,2394.91946130909,-4.34144611979813
6.6099999999999,9.40855923310997e-13,2303.76256165338,-4.38981515388067
6.6199999999999,9.40855923310997e-13,2215.52934919907,-4.43728992529527
6.6299999999999,9.40855923310997e-13,2130.26048211017,-4.48398385448294
6.6399999999999,9.40855923310997e-13,2047.99412582239,-4.52999221355431
6.6499999999999,9.40855923310997e-13,1968.76695960865,-4.57539260252652
6.6599999999999,9.40855923310997e-13,1892.61504443652,-4.62024547858977
6.6699999999999,9.40855923310997e-13,1819.57458269768,-4.66459471825252
6.6799999999999,9.40855923310997e-13,1749.68254882375,-4.70846823490537
6.6899999999999,9.40855923310997e-13,1682.97722146519,-4.75187863681479
6.6999999999999,9.40855923310997e-13,1619.49859660151,-4.7948239482552
6.7099999999999,9.40855923310997e-13,1559.28870821604,-4.83728837377848
6.7199999999999,9.40855923310997e-13,1502.39184246662,-4.87924313415035
6.7299999999999,9.40855923310997e-13,1448.854662133,-4.9206473440726
6.7399999999999,9.40855923310997e-13,1398.72624146192,-4.96144895760336
6.7499999999999,9.40855923310997e-13,1352.05801020992,-5.00158575958103
6.7599999999999,9.40855923310997e-13,1308.90362833598,-5.04098640015168
6.7699999999999,9.40855923310997e-13,1269.31877278031,-5.07957147724316
6.7799999999999,9.40855923310997e-13,1233.36086997458,-5.11725462984476
6.7899999999999,9.40855923310997e-13,1201.08875249879,-5.15394366317732
6.7999999999999,9.40855923310997e-13,1172.56227438644,-5.18954165558839
6.8099999999999,9.40855923310997e-13,1147.84186500861,-5.22394806266899
6.8199999999999,9.40855923310997e-13,1126.98805653791,-5.25705977591879
6.8299999999999,9.40855923310997e-13,1110.06096794823,-5.2887721334065
6.8399999999999,9.40855923310997e-13,1097.11977276464,-5.31897986024169
6.8499999999999,9.40855923310997e-13,1088.2221482805,-5.34757791464723
6.8599999999999,9.40855923310997e-13,1083.42371457963,-5.37446223960759
6.8699999999999,9.40855923310997e-13,1082.77747799834,-5.39953038595718
6.8799999999999,9.40855923310997e-13,1086.33327258028,-5.42268201610765
6.8899999999999,9.40855923310997e-13,1094.13722263965,-5.44381926494476
6.8999999999999,9.40855923310997e-13,1106.23121051343,-5.46284696153959
6.9099999999999,9.40855923310997e-13,1122.65237685215,-5.47967271018507
6.9199999999999,9.40855923310997e-13,1143.43263183065,-5.49420683073164
6.9299999999999,9.40855923310997e-13,1168.59820159405,-5.50636216593236
6.9399999999999,9.40855923310997e-13,1198.16919124388,-5.51605377222383
6.9499999999999,9.40855923310997e-13,1232.15917829103,-5.52319849110928
6.9599999999999,9.40855923310997e-13,1270.5748252187,-5.5277144409424
6.9699999999999,9.40855923310997e-13,1313.41551371796,-5.52952041886929
6.9799999999999,9.40855923310997e-13,1360.6729959465,-5.52853526060648
6.9899999999999,9.40855923310997e-13,1412.33106012384,-5.52467715175892
6.9999999999999,9.40855923310997e-13,1468.36520137668,-5.51786293556909
7.00999999999989,9.40855923310997e-13,1528.74230732777,-5.50800741540791
7.01999999999989,9.40855923310997e-13,1593.42033091943,-5.49502269106147
7.02999999999989,9.40855923310997e-13,1662.34797763769,-5.47881753160855
7.03999999999989,9.40855923310997e-13,1735.46437158931,-5.45929681402685
7.04999999999989,9.40855923310997e-13,1812.69872479617,-5.43636103433957
7.05999999999989,9.40855923310997e-13,1893.96999151493,-5.40990591200584
7.06999999999989,9.40855923310997e-13,1979.18651000413,-5.37982209303559
7.07999999999989,9.40855923310997e-13,2068.24564021364,-5.34599496777706
7.08999999999989,9.40855923310997e-13,2161.03338240288,-5.30830460599348
7.09999999999989,9.40855923310997e-13,2257.42399566622,-5.26662582034181
7.10999999999989,9.40855923310997e-13,2357.27960890996,-5.22082835732748
7.11999999999989,9.40855923310998e-13,2460.44982893294,-5.17077722541645
7.12999999999989,9.40855923310997e-13,2566.77135956746,-5.11633315410291
7.13999999999989,9.40855923310997e-13,2676.06762800863,-5.05735318859006
7.14999999999989,9.40855923310997e-13,2788.14842872099,-4.99369142271493
7.15999999999989,9.40855923310998e-13,2902.80960413657,-4.92519984870957
7.16999999999989,9.40855923310998e-13,3019.8327464592,-4.85172935684034
7.17999999999989,9.40855923310998e-13,3138.98496456396,-4.77313082737859
7.18999999999989,9.40855923310998e-13,3260.01869066471,-4.68925636903049
7.19999999999989,9.40855923310998e-13,3382.67156974934,-4.59996064058092
7.20999999999989,9.40855923310998e-13,3506.66641841481,-4.50510228828642
7.21999999999989,9.40855923310998e-13,3631.71128237412,-4.40454546913001
7.22999999999989,9.40855923310998e-13,3757.49959078369,-4.29816145021792
7.23999999999989,9.40855923310998e-13,3883.71043290267,-4.18583028261814
7.24999999999989,9.40855923310998e-13,4010.00894790695,-4.06744252365666
7.25999999999989,9.40855923310998e-13,4136.04686647126,-3.94290099967131
7.26999999999989,9.40855923310998e-13,4261.46317907923,-3.81212259508116
7.27999999999989,9.40855923310998e-13,4385.884974065,-3.67504004059483
7.28999999999989,9.40855923310998e-13,4508.92842223195,-3.53160369653898
7.29999999999989,9.40855923310998e-13,4630.19993640172,-3.38178329463258
7.30999999999989,9.40855923310998e-13,4749.29749253039,-3.22556963533583
7.31999999999989,9.40855923310998e-13,4865.81212491913,-3.06297620329095
7.32999999999989,9.40855923310998e-13,4979.32958993631,-2.89404068975255
7.33999999999989,9.40855923310998e-13,5089.43219341439,-2.71882639922218
7.34999999999989,9.40855923310998e-13,5195.70078266303,-2.53742350716684
7.35999999999989,9.40855923310998e-13,5297.71688911904,-2.34995016878213
7.36999999999989,9.40855923310998e-13,5395.06501172643,-2.15655343246743
7.37999999999989,9.40855923310998e-13,5487.33503711745,-1.95740996081287
7.38999999999989,9.40855923310998e-13,5574.12476350574,-1.75272652930076
7.39999999999989,9.40855923310998e-13,5655.04253601651,-1.54274028263748
7.40999999999989,9.40855923310998e-13,5729.70994636742,-1.32771875520013
7.41999999999989,9.40855923310998e-13,5797.76460297085,-1.1079596077947
7.42999999999989,9.40855923310998e-13,5858.86292548207,-0.883790116828428
7.43999999999989,9.40855923310998e-13,5912.68295716208,-0.6555663589796
7.44999999999989,9.40855923310998e-13,5958.92715901439,-0.423672134357563
7.45999999999989,9.40855923310998e-13,5997.32516267881,-0.188517585774509
7.46999999999989,9.40855923310998e-13,6027.63645700577,0.0494624571065915
7.47999999999988,9.40855923310998e-13,6049.65297345278,0.289810420123357
7.48999999999988,9.40855923310998e-13,6063.20154710158,0.532048208923441
7.49999999999988,9.40855923310998e-13,6068.14621976754,0.775679696492234
7.50999999999988,9.40855923310998e-13,6064.39034986639,1.02019348306861
7.51999999999988,9.40855923310998e-13,6051.87850660392,1.2650658984204
7.52999999999988,9.40855923310998e-13,6030.59809669891,1.50976424886589
7.53999999999988,9.40855923310998e-13,6000.58070865875,1.75375028519327
7.54999999999988,9.40855923310998e-13,5961.90311306844,1.99648387662104
7.55999999999988,9.40855923310998e-13,5914.68790332669,2.23742687173415
7.56999999999988,9.40855923310998e-13,5859.10370995373,2.47604712416565
7.57999999999988,9.40855923310998e-13,5795.36497185838,2.71182264922366
7.58999999999988,9.40855923310998e-13,5723.73119359262,2.94424589590103
7.59999999999988,9.40855923310998e-13,5644.50566934483,3.17282807619612
7.60999999999988,9.40855923310998e-13,5558.03361095167,3.39710353307475
7.61999999999988,9.40855923310998e-13,5464.69965001191,3.61663408020593
7.62999999999988,9.40855923310998e-13,5364.92467505056,3.8310132654281
7.63999999999988,9.40855923310998e-13,5259.16197046431,4.03987049762048
7.64999999999988,9.40855923310998e-13,5147.89263863415,4.24287495356887
7.65999999999988,9.40855923310998e-13,5031.6203002187,4.43973919517953
7.66999999999988,9.40855923310998e-13,4910.8650651908,4.63022240813422
7.67999999999988,9.40855923310998e-13,4786.15682240423,4.81413315324968
7.68999999999988,9.40855923310998e-13,4658.02786786591,4.99133155703566
7.69999999999988,9.40855923310998e-13,4527.0049706989,5.16173080924529
7.70999999999988,9.40855923310998e-13,4393.60095711181,5.32529788759747
7.71999999999988,9.40855923310998e-13,4258.30595542529,5.4820534024285
7.72999999999988,9.40855923310998e-13,4121.57846157868,5.63207046827068
7.73999999999988,9.40855923310997e-13,3983.83641174726,5.77547253786898
7.74999999999988,9.40855923310997e-13,3845.4484936906,5.91243013135633
7.75999999999988,9.40855923310997e-13,3706.75321609739,6.04317616165776
7.76999999999988,9.40855923310997e-13,3567.96436884536,6.16793763962831
7.77999999999988,9.40855923310997e-13,3429.21624806066,6.28696573683052
7.78999999999988,9.40855923310997e-13,3290.65529065024,6.40059876973978
7.79999999999988,9.40855923310997e-13,3152.31447877456,6.509166190152
7.80999999999988,9.40855923310997e-13,3014.11626969906,6.6129812808078
7.81999999999988,9.40855923310997e-13,2875.91073129079,6.7123595504608
7.82999999999988,9.40855923310997e-13,2737.47157981524,6.80760434386176
7.83999999999988,9.40855923310997e-13,2598.49702526797,6.89899410963049
7.84999999999988,9.40855923310997e-13,2458.61604251654,6.98677242683685
7.85999999999988,9.40855923310997e-13,2317.39684793766,7.07113869584878
7.86999999999988,9.40855923310997e-13,2174.35724900615,7.15223969535211
7.87999999999988,9.40855923310997e-13,2028.97662191846,7.23016228280437
