"Plot2"
"Time (sec)","Center of Mass Position2 (mm)","Center of Mass Position4 (mm)","Center of Mass Position5 (mm)"
4.03999999999996,3.67761376907083e-13,1860.28024942436,-752.815719057979
4.04999999999996,3.67761376907083e-13,1871.78590280903,-724.423287470019
4.05999999999996,3.67761376907083e-13,1882.5894435395,-696.559569544133
4.06999999999996,3.67761376907083e-13,1892.72589907907,-669.22616821735
4.07999999999996,3.67761376907083e-13,1902.22843184548,-642.424769629931
4.08999999999996,3.67761376907083e-13,1911.12849367077,-616.157174477038
4.09999999999996,3.67761376907083e-13,1919.45596892967,-590.425312591449
4.10999999999996,3.67761376907083e-13,1927.2393055572,-565.231245264041
4.11999999999996,3.67761376907083e-13,1934.50563377889,-540.577158922875
4.12999999999996,3.67761376907083e-13,1941.28087288118,-516.465352747919
4.13999999999996,3.67761376907083e-13,1947.58982657488,-492.898222282601
4.14999999999996,3.67761376907083e-13,1953.45626768195,-469.878240539667
4.15999999999996,3.67761376907083e-13,1958.90301293962,-447.407937765321
4.16999999999996,3.67761376907083e-13,1963.95198874356,-425.489880737924
4.17999999999996,3.67761376907083e-13,1968.62428864662,-404.126652252056
4.18999999999996,3.67761376907083e-13,1972.94022339746,-383.320831292793
4.19999999999995,3.67761376907083e-13,1976.91936426854,-363.074974255171
4.20999999999995,3.67761376907083e-13,1980.58058037277,-343.391597483791
4.21999999999995,3.67761376907083e-13,1983.94207062233,-324.273161312396
4.22999999999995,3.67761376907083e-13,1987.02139093131,-305.722055732602
4.23999999999995,3.67761376907083e-13,1989.83547721664,-287.740587763299
4.24999999999995,3.67761376907083e-13,1992.40066470373,-270.330970556155
4.25999999999995,3.67761376907083e-13,1994.73270399898,-253.495314238579
4.26999999999995,3.67761376907083e-13,1996.84677434867,-237.235618468905
4.27999999999995,3.67761376907083e-13,1998.75749446366,-221.553766658351
4.28999999999995,3.67761376907083e-13,2000.47893125215,-206.451521797773
4.29999999999995,3.67761376907083e-13,2002.02460676827,-191.930523805914
4.30999999999995,3.67761376907083e-13,2003.4075036511,-177.992288310423
4.31999999999995,3.67761376907083e-13,2004.64006929717,-164.638206778418
4.32999999999995,3.67761376907083e-13,2005.73421898337,-151.86954789056
4.33999999999995,3.67761376907083e-13,2006.70133813192,-139.687460038181
4.34999999999995,3.67761376907083e-13,2007.55228388317,-128.092974833507
4.35999999999995,3.67761376907083e-13,2008.29738611962,-117.087011533171
4.36999999999995,3.67761376907083e-13,2008.94644806471,-106.670382267656
4.37999999999995,3.67761376907083e-13,2009.50874656267,-96.843797959399
4.38999999999995,3.67761376907083e-13,2009.99303212791,-87.6078748174353
4.39999999999995,3.67761376907083e-13,2010.40752883658,-78.963141309087
4.40999999999995,3.67761376907083e-13,2010.75993411954,-70.910045513611
4.41999999999995,3.67761376907083e-13,2011.05741850357,-63.4489627601568
4.42999999999995,3.67761376907083e-13,2011.30662533688,-56.5802034552086
4.43999999999995,3.67761376907083e-13,2011.51367052462,-50.3040210152018
4.44999999999995,3.67761376907083e-13,2011.68414229163,-44.6206198291409
4.45999999999995,3.67761376907083e-13,2011.82310098181,-39.5301631793828
4.46999999999995,3.67761376907083e-13,2011.9350788974,-35.0327810519784
4.47999999999995,3.67761376907083e-13,2012.02408017539,-31.1285777759874
4.48999999999995,3.67761376907083e-13,2012.09358069332,-27.8176394408546
4.49999999999995,3.67761376907083e-13,2012.14652799269,-25.1000410475439
4.50999999999995,3.67761376907083e-13,2012.18534120467,-22.975853353674
4.51999999999995,3.67761376907083e-13,2012.21191095958,-21.445149379304
4.52999999999995,3.67761376907083e-13,2012.22759925937,-20.5080105484978
4.53999999999995,3.67761376907083e-13,2012.23323928965,-20.1645324493953
4.54999999999995,3.67761376907083e-13,2012.22913514626,-20.4148302011776
4.55999999999995,3.67761376907083e-13,2012.21506144931,-21.2590434219798
4.56999999999995,3.67761376907083e-13,2012.19026281589,-22.697340798861
4.57999999999995,3.67761376907083e-13,2012.15345316107,-24.7299242682124
4.58999999999995,3.67761376907083e-13,2012.10281479465,-27.3570328210831
4.59999999999995,3.67761376907083e-13,2012.03599727926,-30.5789459533247
4.60999999999995,3.67761376907083e-13,2011.95011601273,-34.3959867863774
4.61999999999995,3.67761376907083e-13,2011.84175049528,-38.808524890904
4.62999999999995,3.67761376907083e-13,2011.70694223811,-43.8169788513595
4.63999999999995,3.67761376907083e-13,2011.54119226679,-49.4218186147048
4.64999999999995,3.67761376907083e-13,2011.33945816759,-55.6235676714737
4.65999999999995,3.67761376907083e-13,2011.09615061987,-62.4228051225921
4.66999999999994,3.67761376907083e-13,2010.80512935123,-69.8201676903093
4.67999999999994,3.67761376907083e-13,2010.45969844467,-77.8163517358518
4.68999999999994,3.67761376907083e-13,2010.05260091868,-86.4121153500824
4.69999999999994,3.67761376907083e-13,2009.5760124914,-95.6082805867937
4.70999999999994,3.67761376907083e-13,2009.02153442913,-105.405735911127
4.71999999999994,3.67761376907083e-13,2008.38018536661,-115.805438937532
4.72999999999994,3.67761376907083e-13,2007.64239197291,-126.808419532409
4.73999999999994,3.67761376907083e-13,2006.7979783207,-138.4157833561
4.74999999999994,3.67761376907083e-13,2005.83615379928,-150.628715916909
4.75999999999994,3.67761376907083e-13,2004.74549939257,-163.448487205914
4.76999999999994,3.67761376907083e-13,2003.51395212181,-176.876456974692
4.77999999999994,3.67761376907083e-13,2002.12878742986,-190.914080708261
4.78999999999994,3.67761376907083e-13,2000.57659925893,-205.562916331623
4.79999999999994,3.67761376907083e-13,1998.84327754706,-220.824631669264
4.80999999999994,3.67761376907083e-13,1996.91398284068,-236.701012651182
4.81999999999994,3.67761376907083e-13,1994.77311769179,-253.193972224589
4.82999999999994,3.67761376907083e-13,1992.40429447944,-270.305559885035
4.83999999999994,3.67761376907083e-13,1989.79029926763,-288.037971680982
4.84999999999994,3.67761376907083e-13,1986.91305128693,-306.393560467837
4.85999999999994,3.67761376907083e-13,1983.75355758487,-325.374846221183
4.86999999999994,3.67761376907083e-13,1980.29186251304,-344.984525297868
4.87999999999994,3.67761376907083e-13,1976.50699140321,-365.22547930912
4.88999999999994,3.67761376907083e-13,1972.37688824965,-386.100781365086
4.89999999999994,3.67761376907083e-13,1967.87834691222,-407.613699403907
4.90999999999994,3.67761376907083e-13,1962.98693565989,-429.767694750685
4.91999999999994,3.67761376907083e-13,1957.67691500813,-452.566413880287
4.92999999999994,3.67761376907083e-13,1951.92114904949,-476.0136708625
4.93999999999994,3.67761376907083e-13,1945.69101098832,-500.11341675179
4.94999999999994,3.67761376907083e-13,1938.95628411171,-524.86969155926
4.95999999999994,3.67761376907083e-13,1931.68506042576,-550.286552645457
4.96999999999994,3.67761376907083e-13,1923.84364037758,-576.367971949726
4.97999999999994,3.67761376907083e-13,1915.39643891984,-603.117692034735
4.98999999999994,3.67761376907083e-13,1906.30590558611,-630.539028339018
4.99999999999994,3.67761376907083e-13,1896.53246957718,-658.634601685014
5.00999999999994,3.67761376907083e-13,1886.03452525993,-687.405981299656
5.01999999999994,3.67761376907083e-13,1874.76847917549,-716.853214478014
5.02999999999994,3.67761376907083e-13,1862.6888867966,-746.974214950291
5.03999999999994,3.67761376907083e-13,1849.74871573633,-777.763979012843
5.04999999999994,3.67761376907083e-13,1835.89978140617,-809.213598018141
5.05999999999994,3.67761376907083e-13,1821.09340985906,-841.309040602386
5.06999999999994,3.67761376907083e-13,1805.28138820969,-874.029691600311
5.07999999999994,3.67761376907083e-13,1788.41726038076,-907.346663461736
5.08999999999994,3.67761376907083e-13,1770.45801035166,-941.220941282315
5.09999999999994,3.67761376907083e-13,1751.36613487879,-975.601495278545
5.10999999999994,3.67761376907083e-13,1731.11203924948,-1010.42358392342
5.11999999999994,3.67761376907083e-13,1709.67658871152,-1045.60756860044
5.12999999999994,3.67761376907083e-13,1687.05352847383,-1081.05863138464
5.13999999999993,3.67761376907083e-13,1663.25137877994,-1116.66778445727
5.14999999999993,3.67761376907083e-13,1638.29436966872,-1152.31443481505
5.15999999999993,3.67761376907083e-13,1612.22205519779,-1187.87050368366
5.16999999999993,3.67761376907083e-13,1585.08745888126,-1223.20574335858
5.17999999999993,3.67761376907083e-13,1556.95390822442,-1258.19356076527
5.18999999999993,3.67761376907083e-13,1527.89101397932,-1292.71648577956
5.19999999999993,3.67761376907083e-13,1497.97042395936,-1326.67049681584
5.20999999999993,3.67761376907083e-13,1467.26196974214,-1359.96770868824
5.21999999999993,3.67761376907083e-13,1435.83065156849,-1392.53731491573
5.22999999999993,3.67761376907083e-13,1403.73465967963,-1424.32501429579
5.23999999999993,3.67761376907083e-13,1371.02440408593,-1455.29134876281
5.24999999999993,3.67761376907083e-13,1337.74237688636,-1485.40942399885
5.25999999999993,3.67761376907083e-13,1303.92361169695,-1514.6624193751
5.26999999999993,3.67761376907083e-13,1269.59651195902,-1543.04117901792
5.27999999999993,3.67761376907083e-13,1234.78386303545,-1570.54205824203
5.28999999999993,3.67761376907083e-13,1199.50389659027,-1597.16510475922
5.29999999999993,3.67761376907083e-13,1163.7713245475,-1622.91258931031
5.30999999999993,3.67761376907083e-13,1127.59829763848,-1647.78786257196
5.31999999999993,3.67761376907083e-13,1090.99526947322,-1671.79449732637
5.32999999999993,3.67761376907083e-13,1053.97176312765,-1694.93566982999
5.33999999999993,3.67761376907083e-13,1016.53704605813,-1717.21373647285
5.34999999999993,3.67761376907083e-13,978.70072314545,-1738.62996736199
5.35999999999993,3.67761376907083e-13,940.473258695498,-1759.18440506374
5.36999999999993,3.67761376907083e-13,901.866437544423,-1778.87582315089
5.37999999999993,3.67761376907083e-13,862.893773975445,-1797.70176477204
5.38999999999993,3.67761376907083e-13,823.570875350572,-1815.65864605839
5.39999999999993,3.67761376907083e-13,783.915765461351,-1832.74191281189
5.40999999999993,3.67761376907083e-13,743.949171043258,-1848.94624154987
5.41999999999993,3.67761376907083e-13,703.694773321982,-1864.26577796282
5.42999999999993,3.67761376907083e-13,663.179425321722,-1878.69440710441
5.43999999999993,3.67761376907083e-13,622.433334654727,-1892.2260504537
5.44999999999993,3.67761376907083e-13,581.490210831994,-1904.85498538413
5.45999999999993,3.67761376907083e-13,540.387375665241,-1916.57618268778
5.46999999999993,3.67761376907083e-13,499.16583509742,-1927.38565769968
5.47999999999993,3.67761376907083e-13,457.870310801914,-1937.28083031304
5.48999999999993,3.67761376907083e-13,416.549230072486,-1946.26088884729
5.49999999999993,3.67761376907083e-13,375.254672921981,-1954.32715236323
5.50999999999993,3.67761376907083e-13,334.042275841604,-1961.48342567677
5.51999999999993,3.67761376907083e-13,292.971092361147,-1967.7363410335
5.52999999999993,3.67761376907083e-13,252.103411323082,-1973.09568021346
5.53999999999993,3.67761376907083e-13,211.504534617961,-1977.57467076024
5.54999999999993,3.67761376907083e-13,171.242516956548,-1981.1902500916
5.55999999999993,3.67761376907083e-13,131.387871012166,-1983.96329145471
5.56999999999993,3.67761376907083e-13,92.0132418720795,-1985.91878603234
5.57999999999993,3.67761376907083e-13,53.1930550829876,-1987.08597596303
5.58999999999993,3.67761376907083e-13,15.0031425413564,-1987.49843356874
5.59999999999993,3.67761376907083e-13,-22.4796501008783,-1987.19408262334
5.60999999999992,3.67761376907083e-13,-59.1778721709109,-1986.21515795549
5.61999999999992,3.67761376907083e-13,-95.0138928497842,-1984.60809993958
5.62999999999992,3.67761376907083e-13,-129.91034590299,-1982.42338032812
5.63999999999992,3.67761376907083e-13,-163.790603549439,-1979.71525521219
5.64999999999992,3.67761376907083e-13,-196.579296805652,-1976.5414393992
5.65999999999992,3.67761376907083e-13,-228.202911019011,-1972.96269383914
5.66999999999992,3.67761376907083e-13,-258.590501050849,-1969.04231351238
5.67999999999992,3.67761376907083e-13,-287.674591825914,-1964.84549697875
5.68999999999992,3.67761376907083e-13,-315.392358339006,-1960.43857008851
5.69999999999992,3.67761376907083e-13,-341.68721342966,-1955.88802522341
5.70999999999992,3.67761376907083e-13,-366.510973410704,-1951.25932385674
5.71999999999992,3.67761376907083e-13,-389.826810438451,-1946.61539670394
5.72999999999992,3.67761376907083e-13,-411.613224063725,-1942.01476668105
5.73999999999992,3.67761376907083e-13,-431.869239385019,-1937.50922538545
5.74999999999992,3.67761376907083e-13,-450.620911733883,-1933.14103089824
5.75999999999992,3.67761376907083e-13,-467.928912518125,-1928.93968745275
5.76999999999992,3.67761376907083e-13,-483.896416428639,-1924.91853964413
5.77999999999992,3.67761376907083e-13,-498.675718482503,-1921.07166529557
5.78999999999992,3.67761376907083e-13,-512.471200826245,-1917.37181913801
5.79999999999992,3.67761376907083e-13,-525.535956107292,-1913.77031071335
5.80999999999992,3.67761376907083e-13,-538.160231853797,-1910.19948485319
5.81999999999992,3.67761376907083e-13,-550.652139563294,-1906.57781700099
5.82999999999992,3.67761376907083e-13,-563.314006647453,-1902.81674397438
5.83999999999992,3.67761376907083e-13,-576.419676839405,-1898.82770979531
5.84999999999992,3.67761376907083e-13,-590.1976798178,-1894.52792500326
5.85999999999992,3.67761376907083e-13,-604.822755960403,-1889.84397914085
5.86999999999992,3.67761376907083e-13,-620.41531636822,-1884.71327275204
5.87999999999992,3.67761376907083e-13,-637.046530511398,-1879.08380853205
5.88999999999992,3.67761376907083e-13,-654.74629201319,-1872.91305442459
5.89999999999992,3.67761376907083e-13,-673.511855897253,-1866.1664774697
5.90999999999992,3.67761376907083e-13,-693.315802544471,-1858.81612852519
5.91999999999992,3.67761376907083e-13,-714.112728295346,-1850.83945996944
5.92999999999992,3.67761376907083e-13,-735.844547564454,-1842.21842556506
5.93999999999992,3.67761376907083e-13,-758.4445403429,-1832.93884095775
5.94999999999992,3.67761376907083e-13,-781.84037183386,-1822.98995466465
5.95999999999992,3.67761376907083e-13,-805.956317435036,-1812.36417479512
5.96999999999992,3.67761376907083e-13,-830.714896111174,-1801.05690260224
5.97999999999992,3.67761376907083e-13,-856.038073902285,-1789.06643346342
5.98999999999992,3.67761376907083e-13,-881.848159803415,-1776.39389541589
5.99999999999992,3.67761376907083e-13,-908.068483221709,-1763.0432035574
6.00999999999992,3.67761376907083e-13,-934.623916440081,-1749.02101517615
6.01999999999992,3.67761376907083e-13,-961.441286258286,-1734.33667551421
6.02999999999992,3.67761376907083e-13,-988.449704991516,-1719.0021478697
6.03999999999992,3.67761376907083e-13,-1015.58084110033,-1703.03192455356
6.04999999999992,3.67761376907083e-13,-1042.76914274619,-1686.44291733646
6.05999999999992,3.67761376907083e-13,-1069.95202285641,-1669.25432754432
6.06999999999992,3.67761376907083e-13,-1097.07001111633,-1651.48749707782
6.07999999999991,3.67761376907083e-13,-1124.06687624526,-1633.16574243438
6.08999999999991,3.67761376907083e-13,-1150.88972065941,-1614.31417434937
6.09999999999991,3.67761376907083e-13,-1177.48904891074,-1594.9595060133
6.10999999999991,3.67761376907083e-13,-1203.81881094562,-1575.12985300095
6.11999999999991,3.67761376907083e-13,-1229.83642113228,-1554.85452809128
6.12999999999991,3.67761376907083e-13,-1255.50275406082,-1534.16383409394
6.13999999999991,3.67761376907083e-13,-1280.78211826063,-1513.08885765048
6.14999999999991,3.67761376907083e-13,-1305.642209167,-1491.6612667571
6.15999999999991,3.67761376907083e-13,-1330.05404285241,-1469.91311449293
6.16999999999991,3.67761376907083e-13,-1353.99187221817,-1447.87665112863
6.17999999999991,3.67761376907083e-13,-1377.43308747967,-1425.58414647031
6.18999999999991,3.67761376907083e-13,-1400.35810288876,-1403.06772395444
6.19999999999991,3.67761376907083e-13,-1422.75023169594,-1380.3592076792
6.20999999999991,3.67761376907083e-13,-1444.59555137801,-1357.48998323141
6.21999999999991,3.67761376907083e-13,-1465.88276113575,-1334.49087286315
6.22999999999991,3.67761376907083e-13,-1486.60303361041,-1311.39202528759
6.23999999999991,3.67761376907083e-13,-1506.74986268016,-1288.22282010669
6.24999999999991,3.67761376907083e-13,-1526.31890908366,-1265.01178665662
6.25999999999991,3.67761376907083e-13,-1545.30784548419,-1241.78653685986
6.26999999999991,3.67761376907083e-13,-1563.71620243883,-1218.57371150931
6.27999999999991,3.67761376907083e-13,-1581.5452165792,-1195.39893927471
6.28999999999991,3.67761376907083e-13,-1598.79768214703,-1172.28680761882
6.29999999999991,3.67761376907083e-13,-1615.47780686471,-1149.26084473353
6.30999999999991,3.67761376907083e-13,-1631.59107296035,-1126.34351155551
6.31999999999991,3.67761376907083e-13,-1647.14410401254,-1103.55620289322
6.32999999999991,3.67761376907083e-13,-1662.1445381341,-1080.91925668869
6.33999999999991,3.67761376907083e-13,-1676.60090787799,-1058.45197044767
6.34999999999991,3.67761376907083e-13,-1690.52252712428,-1036.1726238952
6.35999999999991,3.67761376907083e-13,-1703.91938509437,-1014.09850695015
6.36999999999991,3.67761376907083e-13,-1716.80204753913,-992.245952157547
6.37999999999991,3.67761376907083e-13,-1729.18156505996,-970.63037076996
6.38999999999991,3.67761376907083e-13,-1741.06938844685,-949.266291726906
6.39999999999991,3.67761376907083e-13,-1752.47729085421,-928.167402841694
6.40999999999991,3.67761376907083e-13,-1763.41729658301,-907.34659356727
6.41999999999991,3.67761376907083e-13,-1773.90161619766,-886.815998771511
6.42999999999991,3.67761376907083e-13,-1783.94258766756,-866.587043024909
6.43999999999991,3.67761376907083e-13,-1793.5526232034,-846.670484956349
6.44999999999991,3.67761376907083e-13,-1802.74416145092,-827.076461269807
6.45999999999991,3.67761376907083e-13,-1811.52962468546,-807.814530085752
6.46999999999991,3.67761376907083e-13,-1819.92138064016,-788.893713334979
6.47999999999991,3.67761376907083e-13,-1827.93170860936,-770.32253796454
6.48999999999991,3.67761376907083e-13,-1835.57276948025,-752.109075741057
6.49999999999991,3.67761376907083e-13,-1842.85657935062,-734.260981479591
6.50999999999991,3.67761376907083e-13,-1849.79498639602,-716.785529572782
6.51999999999991,3.67761376907083e-13,-1856.39965066387,-699.689648723204
6.52999999999991,3.67761376907083e-13,-1862.68202649149,-682.979954796158
6.53999999999991,3.67761376907083e-13,-1868.65334726168,-666.662781729226
6.5499999999999,3.67761376907083e-13,-1874.32461222291,-650.744210460863
6.5599999999999,3.67761376907083e-13,-1879.70657511723,-635.230095860235
6.5699999999999,3.67761376907083e-13,-1884.80973437782,-620.12609164907
6.5799999999999,3.67761376907083e-13,-1889.64432467697,-605.43767331275
6.5899999999999,3.67761376907083e-13,-1894.22030962114,-591.170159009254
6.5999999999999,3.67761376907083e-13,-1898.5473754045,-577.328728496313
6.6099999999999,3.67761376907083e-13,-1902.63492524919,-563.918440103001
6.6199999999999,3.67761376907083e-13,-1906.49207447664,-550.944245774012
6.6299999999999,3.67761376907083e-13,-1910.12764606937,-538.411004219137
6.6399999999999,3.67761376907083e-13,-1913.55016659629,-526.323492207249
6.6499999999999,3.67761376907083e-13,-1916.76786238764,-514.686414049375
6.6599999999999,3.67761376907083e-13,-1919.78865585978,-503.504409317971
6.6699999999999,3.67761376907083e-13,-1922.62016190258,-492.782058852415
6.6799999999999,3.67761376907083e-13,-1925.26968425411,-482.523889106092
6.6899999999999,3.67761376907083e-13,-1927.74421179883,-472.734374896457
6.6999999999999,3.67761376907083e-13,-1930.05041473624,-463.417940624294
6.7099999999999,3.67761376907083e-13,-1932.1946405785,-454.578960032742
6.7199999999999,3.67761376907083e-13,-1934.18290994528,-446.221754582189
6.7299999999999,3.67761376907083e-13,-1936.0209121342,-438.350590523834
6.7399999999999,3.67761376907083e-13,-1937.7140004542,-430.969674760752
6.7499999999999,3.67761376907083e-13,-1939.26718731863,-424.083149590448
6.7599999999999,3.67761376907083e-13,-1940.68513910317,-417.695086427703
6.7699999999999,3.67761376907083e-13,-1941.97217078177,-411.809478611528
6.7799999999999,3.67761376907083e-13,-1943.13224036113,-406.430233404224
6.7899999999999,3.67761376907083e-13,-1944.16894314095,-401.561163293172
6.7999999999999,3.67761376907083e-13,-1945.08550583378,-397.205976707066
6.8099999999999,3.67761376907083e-13,-1945.88478058349,-393.368268258263
6.8199999999999,3.67761376907083e-13,-1946.56923892611,-390.051508621533
6.8299999999999,3.67761376907083e-13,-1947.14096574108,-387.25903415605
6.8399999999999,3.67761376907083e-13,-1947.60165324368,-384.99403637209
6.8499999999999,3.67761376907083e-13,-1947.95259507232,-383.259551336649
6.8599999999999,3.67761376907083e-13,-1948.1946805255,-382.058449103562
6.8699999999999,3.67761376907083e-13,-1948.3283890044,-381.393423243421
6.8799999999999,3.67761376907083e-13,-1948.35378471699,-381.266980536781
6.8899999999999,3.67761376907083e-13,-1948.27051169902,-381.681430881191
6.8999999999999,3.67761376907083e-13,-1948.07778920613,-382.638877448926
6.9099999999999,3.67761376907083e-13,-1947.77440752966,-384.141207118266
6.9199999999999,3.67761376907083e-13,-1947.3587242868,-386.190081187043
6.9299999999999,3.67761376907083e-13,-1946.82866123323,-388.786926363179
6.9399999999999,3.67761376907083e-13,-1946.18170164424,-391.932926013718
6.9499999999999,3.67761376907083e-13,-1945.41488830756,-395.629011641658
6.9599999999999,3.67761376907083e-13,-1944.52482216883,-399.87585454904
6.9699999999999,3.67761376907083e-13,-1943.50766166844,-404.673857635372
6.9799999999999,3.67761376907083e-13,-1942.35912280619,-410.023147272916
6.9899999999999,3.67761376907083e-13,-1941.07447996892,-415.923565194736
6.9999999999999,3.67761376907083e-13,-1939.64856755441,-422.374660327841
7.00999999999989,3.67761376907083e-13,-1938.07578242443,-429.375680502258
7.01999999999989,3.67761376907083e-13,-1936.35008721878,-436.925563967318
7.02999999999989,3.67761376907083e-13,-1934.46501456252,-445.022930648927
7.03999999999989,3.67761376907083e-13,-1932.41367219823,-453.666073085961
7.04999999999989,3.67761376907083e-13,-1930.18874907638,-462.852946989976
7.05999999999989,3.67761376907083e-13,-1927.78252243692,-472.581161380055
7.06999999999989,3.67761376907083e-13,-1925.18686591695,-482.84796825359
7.07999999999989,3.67761376907083e-13,-1922.39325871978,-493.650251763997
7.08999999999989,3.67761376907083e-13,-1919.39279588224,-504.984516887526
7.09999999999989,3.67761376907083e-13,-1916.17619967774,-516.846877573323
7.10999999999989,3.67761376907083e-13,-1912.73383219364,-529.233044383482
7.11999999999989,3.67761376907083e-13,-1909.05570912164,-542.138311642846
7.12999999999989,3.67761376907083e-13,-1905.13151480024,-555.557544131683
7.13999999999989,3.67761376907083e-13,-1900.9506185475,-569.485163367747
7.14999999999989,3.67761376907083e-13,-1896.50209232131,-583.915133537742
7.15999999999989,3.67761376907083e-13,-1891.77472974254,-598.840947151412
7.16999999999989,3.67761376907083e-13,-1886.75706651339,-614.255610504578
7.17999999999989,3.67761376907083e-13,-1881.43740226,-630.15162905001
7.18999999999989,3.67761376907083e-13,-1875.80382382333,-646.520992787184
7.19999999999989,3.67761376907083e-13,-1869.8442300167,-663.355161793448
7.20999999999989,3.67761376907083e-13,-1863.54635786178,-680.645052029914
7.21999999999989,3.67761376907083e-13,-1856.89781030639,-698.381021565272
7.22999999999989,3.67761376907083e-13,-1849.88608541868,-716.552857369672
7.23999999999989,3.67761376907083e-13,-1842.49860704188,-735.149762838652
7.24999999999989,3.67761376907083e-13,-1834.72275688222,-754.160346213658
7.25999999999989,3.67761376907083e-13,-1826.54590799039,-773.572610070985
7.26999999999989,3.67761376907083e-13,-1817.95545958303,-793.37394205464
7.27999999999989,3.67761376907083e-13,-1808.93887313662,-813.551107030803
7.28999999999989,3.67761376907083e-13,-1799.4837096705,-834.090240841881
7.29999999999989,3.67761376907083e-13,-1789.57766812013,-854.976845836652
7.30999999999989,3.67761376907083e-13,-1779.20862468478,-876.195788349519
7.31999999999989,3.67761376907083e-13,-1768.3646730175,-897.73129829635
7.32999999999989,3.67761376907083e-13,-1757.03416510783,-919.566971046688
7.33999999999989,3.67761376907083e-13,-1745.20575269092,-941.685771722283
7.34999999999989,3.67761376907083e-13,-1732.86842900038,-964.070042059841
7.35999999999989,3.67761376907083e-13,-1720.01157066563,-986.701509961678
7.36999999999989,3.67761376907083e-13,-1706.62497953984,-1009.5613018416
7.37999999999989,3.67761376907083e-13,-1692.69892422968,-1032.62995785498
7.38999999999989,3.67761376907083e-13,-1678.22418108582,-1055.88745008151
7.39999999999989,3.67761376907083e-13,-1663.19207440096,-1079.31320370739
7.40999999999989,3.67761376907083e-13,-1647.59451555295,-1102.88612122933
7.41999999999989,3.67761376907083e-13,-1631.42404082239,-1126.58460967839
7.42999999999989,3.67761376907083e-13,-1614.6738476086,-1150.38661083471
7.43999999999989,3.67761376907083e-13,-1597.33782876412,-1174.2696343773
7.44999999999989,3.67761376907083e-13,-1579.41060476713,-1198.21079388513
7.45999999999989,3.67761376907083e-13,-1560.88755345237,-1222.18684557711
7.46999999999989,3.67761376907083e-13,-1541.76483702559,-1246.17422965032
7.47999999999988,3.67761376907083e-13,-1522.03942609308,-1270.14911404714
7.48999999999988,3.67761376907083e-13,-1501.70912044803,-1294.08744045395
7.49999999999988,3.67761376907083e-13,-1480.7725663678,-1317.96497230605
7.50999999999988,3.67761376907083e-13,-1459.22927019215,-1341.75734454707
7.51999999999988,3.67761376907083e-13,-1437.07960797159,-1365.44011486455
7.52999999999988,3.67761376907083e-13,-1414.32483099693,-1388.988816099
7.53999999999988,3.67761376907083e-13,-1390.96706704733,-1412.37900949995
7.54999999999988,3.67761376907083e-13,-1367.00931722319,-1435.58633848069
7.55999999999988,3.67761376907083e-13,-1342.45544826363,-1458.58658250312
7.56999999999988,3.67761376907083e-13,-1317.31018028547,-1481.35571070607
7.57999999999988,3.67761376907083e-13,-1291.57906992192,-1503.8699348746
7.58999999999988,3.67761376907083e-13,-1265.26848888498,-1526.10576133479
7.59999999999988,3.67761376907083e-13,-1238.38559802551,-1548.04004134862
7.60999999999988,3.67761376907083e-13,-1210.93831701937,-1569.65001957741
7.61999999999988,3.67761376907083e-13,-1182.93528986706,-1590.91338018006
7.62999999999988,3.67761376907083e-13,-1154.38584645677,-1611.80829011579
7.63999999999988,3.67761376907083e-13,-1125.29996050769,-1632.31343922911
7.64999999999988,3.67761376907083e-13,-1095.68820427969,-1652.40807671035
7.65999999999988,3.67761376907083e-13,-1065.56170050703,-1672.07204354693
7.66999999999988,3.67761376907083e-13,-1034.93207208665,-1691.28580061118
7.67999999999988,3.67761376907083e-13,-1003.81139012281,-1710.03045206947
7.68999999999988,3.67761376907083e-13,-972.21212099976,-1728.28776384606
7.69999999999988,3.67761376907083e-13,-940.147073218056,-1746.04017693343
7.70999999999988,3.67761376907083e-13,-907.629344787833,-1763.27081540955
7.71999999999988,3.67761376907083e-13,-874.672272019117,-1779.96348910109
7.72999999999988,3.67761376907083e-13,-841.289380583457,-1796.10269091996
7.73999999999988,3.67761376907083e-13,-807.494339738862,-1811.67358899756
7.74999999999988,3.67761376907083e-13,-773.300920608667,-1826.66201384505
7.75999999999988,3.67761376907083e-13,-738.722959344334,-1841.05444089294
7.76999999999988,3.67761376907083e-13,-703.774326203286,-1854.8379687732
7.77999999999988,3.67761376907083e-13,-668.468900794083,-1868.00029411093
7.78999999999988,3.67761376907083e-13,-632.820554746535,-1880.52968323839
7.79999999999988,3.67761376907083e-13,-596.843141863491,-1892.4149417924
7.80999999999988,3.67761376907083e-13,-560.550496355079,-1903.64538295694
7.81999999999988,3.67761376907083e-13,-523.956439249979,-1914.21079531601
7.82999999999988,3.67761376907083e-13,-487.074792983331,-1924.10141129135
7.83999999999988,3.67761376907083e-13,-449.919403992771,-1933.30787715822
7.84999999999988,3.67761376907083e-13,-412.504172825155,-1941.82122566409
7.85999999999988,3.67761376907083e-13,-374.843091184441,-1949.63285220743
7.86999999999988,3.67761376907083e-13,-336.950285011259,-1956.73449550975
7.87999999999988,3.67761376907083e-13,-298.840062610971,-1963.11822359822
7.88999999999988,3.67761376907083e-13,-260.526966599858,-1968.7764258198
7.89999999999988,3.67761376907083e-13,-222.02582836483,-1973.70181145567
7.90999999999988,3.67761376907083e-13,-183.351823605887,-1977.88741535166
