"Body 2 CM Motion"
"Time (sec)","Center of Mass Position6 (mm)","Center of Mass Position8 (mm)","Center of Mass Position9 (mm)"
3.98999999999996,7.94503351997378e-13,3812.88558508049,-2787.64752346187
3.99999999999996,7.94503351997378e-13,3824.78141808337,-2730.2854968346
4.00999999999996,7.94503351997378e-13,3836.07918065266,-2673.29942550032
4.01999999999996,7.94503351997378e-13,3846.83286198809,-2616.77839969892
4.02999999999996,7.94503351997378e-13,3857.08911730664,-2560.80123186709
4.03999999999996,7.94503351997378e-13,3866.88845889172,-2505.43771233312
4.04999999999996,7.94503351997378e-13,3876.26625541648,-2450.7497140839
4.05999999999996,7.94503351997378e-13,3885.25356762777,-2396.79215833233
4.06999999999996,7.94503351997378e-13,3893.8778460267,-2343.61385525513
4.07999999999996,7.94503351997378e-13,3902.16351266481,-2291.25823452415
4.08999999999996,7.94503351997378e-13,3910.13244582344,-2239.76397950557
4.09999999999996,7.94503351997378e-13,3917.80438394791,-2189.16557827305
4.10999999999996,7.94503351997378e-13,3925.19726195339,-2139.49380270675
4.11999999999996,7.94503351997378e-13,3932.32749133324,-2090.77612595769
4.12999999999996,7.94503351997378e-13,3939.21019319834,-2043.03708689944
4.13999999999996,7.94503351997378e-13,3945.85939209254,-1996.29860918566
4.14999999999996,7.94503351997378e-13,3952.28817694859,-1950.58028131208
4.15999999999996,7.94503351997378e-13,3958.5088345535,-1905.89960319156
4.16999999999996,7.94503351997378e-13,3964.53295998522,-1862.27220391757
4.17999999999996,7.94503351997378e-13,3970.37154772552,-1819.71203466714
4.18999999999996,7.94503351997378e-13,3976.03506659328,-1778.23154012907
4.19999999999995,7.94503351997378e-13,3981.53352109086,-1737.84181129324
4.20999999999995,7.94503351997378e-13,3986.87650138861,-1698.552722042
4.21999999999995,7.94503351997378e-13,3992.07322378798,-1660.37305158891
4.22999999999995,7.94503351997378e-13,3997.13256324419,-1623.31059452395
4.23999999999995,7.94503351997378e-13,4002.06307926855,-1587.37225994975
4.24999999999995,7.94503351997378e-13,4006.87303633723,-1552.56416098175
4.25999999999995,7.94503351997378e-13,4011.57041975764,-1518.89169569748
4.26999999999995,7.94503351997378e-13,4016.16294779662,-1486.35962046377
4.27999999999995,7.94503351997378e-13,4020.65808075388,-1454.97211644192
4.28999999999995,7.94503351997378e-13,4025.06302755867,-1424.73284996146
4.29999999999995,7.94503351997378e-13,4029.3847503619,-1395.64502734589
4.30999999999995,7.94503351997378e-13,4033.62996752809,-1367.71144470559
4.31999999999995,7.94503351997378e-13,4037.80515539566,-1340.93453317377
4.32999999999995,7.94503351997378e-13,4041.9165490827,-1315.31639997313
4.33999999999995,7.94503351997378e-13,4045.97014254265,-1290.85886563465
4.34999999999995,7.94503351997378e-13,4049.97168805925,-1267.56349767535
4.35999999999995,7.94503351997378e-13,4053.92669535881,-1245.43164102888
4.36999999999995,7.94503351997378e-13,4057.84043047255,-1224.4644454789
4.37999999999995,7.94503351997378e-13,4061.71791443025,-1204.66289029906
4.38999999999995,7.94503351997378e-13,4065.56392184943,-1186.02780628717
4.39999999999995,7.94503351997378e-13,4069.38297948573,-1168.55989538026
4.40999999999995,7.94503351997378e-13,4073.17936479701,-1152.25974802129
4.41999999999995,7.94503351997378e-13,4076.95710454507,-1137.12785841942
4.42999999999995,7.94503351997378e-13,4080.71997344204,-1123.16463782872
4.43999999999995,7.94503351997378e-13,4084.47149285011,-1110.37042596677
4.44999999999995,7.94503351997378e-13,4088.21492954338,-1098.745500689
4.45999999999995,7.94503351997378e-13,4091.95329452906,-1088.29008601838
4.46999999999995,7.94503351997378e-13,4095.68934191255,-1079.00435861367
4.47999999999995,7.94503351997378e-13,4099.42556778988,-1070.88845275219
4.48999999999995,7.94503351997378e-13,4103.16420915388,-1063.94246389886
4.49999999999995,7.94503351997378e-13,4106.907242798,-1058.16645092277
4.50999999999995,7.94503351997378e-13,4110.65638419419,-1053.56043700915
4.51999999999995,7.94503351997378e-13,4114.41308631714,-1050.12440930432
4.52999999999995,7.94503351997378e-13,4118.17853838913,-1047.85831732439
4.53999999999995,7.94503351997378e-13,4121.9536645191,-1046.76207015067
4.54999999999995,7.94503351997378e-13,4125.73912220479,-1046.8355324223
4.55999999999995,7.94503351997378e-13,4129.5353006617,-1048.07851912556
4.56999999999995,7.94503351997378e-13,4133.34231894019,-1050.49078916933
4.57999999999995,7.94503351997378e-13,4137.16002378954,-1054.07203772735
4.58999999999995,7.94503351997378e-13,4140.98798722306,-1058.82188731597
4.59999999999995,7.94503351997378e-13,4144.82550373044,-1064.73987756342
4.60999999999995,7.94503351997378e-13,4148.67158707642,-1071.82545361393
4.61999999999995,7.94503351997378e-13,4152.52496661756,-1080.0779530979
4.62999999999995,7.94503351997378e-13,4156.3840830598,-1089.49659158579
4.63999999999995,7.94503351997378e-13,4160.247083567,-1100.08044642751
4.64999999999995,7.94503351997378e-13,4164.11181611666,-1111.82843886248
4.65999999999995,7.94503351997378e-13,4167.97582298339,-1124.73931426827
4.66999999999994,7.94503351997378e-13,4171.83633321283,-1138.81162039627
4.67999999999994,7.94503351997378e-13,4175.69025392695,-1154.04368342167
4.68999999999994,7.94503351997378e-13,4179.53416027587,-1170.43358161013
4.69999999999994,7.94503351997378e-13,4183.36428382206,-1187.97911637719
4.70999999999994,7.94503351997378e-13,4187.17649910853,-1206.67778048628
4.71999999999994,7.94503351997378e-13,4190.96630812322,-1226.52672309709
4.72999999999994,7.94503351997378e-13,4194.72882232446,-1247.52271133729
4.73999999999994,7.94503351997378e-13,4198.45874183812,-1269.662088026
4.74999999999994,7.94503351997378e-13,4202.15033137354,-1292.94072512696
4.75999999999994,7.94503351997378e-13,4205.79739233079,-1317.35397245134
4.76999999999994,7.94503351997378e-13,4209.39323048506,-1342.89660106314
4.77999999999994,7.94503351997378e-13,4212.93061853127,-1369.56274076298
4.78999999999994,7.94503351997378e-13,4216.40175265224,-1397.34581093713
4.79999999999994,7.94503351997378e-13,4219.7982021325,-1426.2384439562
4.80999999999994,7.94503351997378e-13,4223.11085087408,-1456.23240018913
4.81999999999994,7.94503351997378e-13,4226.32982947446,-1487.31847356169
4.82999999999994,7.94503351997378e-13,4229.44443629613,-1519.48638643108
4.83999999999994,7.94503351997378e-13,4232.4430456849,-1552.72467236738
4.84999999999994,7.94503351997378e-13,4235.31300117205,-1587.02054522566
4.85999999999994,7.94503351997378e-13,4238.0404914125,-1622.35975282784
4.86999999999994,7.94503351997378e-13,4240.61040444116,-1658.72641230878
4.87999999999994,7.94503351997378e-13,4243.00615957697,-1696.10282636683
4.88999999999994,7.94503351997378e-13,4245.20950980595,-1734.46927590561
4.89999999999994,7.94503351997378e-13,4247.20031169342,-1773.80378707779
4.90999999999994,7.94503351997378e-13,4248.95625644879,-1814.08186885796
4.91999999999994,7.94503351997378e-13,4250.45255554884,-1855.2762173326
4.92999999999994,7.94503351997378e-13,4251.66157355075,-1897.35638272764
4.93999999999994,7.94503351997378e-13,4252.55239881006,-1940.28839452105
4.94999999999994,7.94503351997378e-13,4253.09034250368,-1984.03434043229
4.95999999999994,7.94503351997378e-13,4253.23635436043,-2028.55189484961
4.96999999999994,7.94503351997378e-13,4252.94634314296,-2073.79379334706
4.97999999999994,7.94503351997378e-13,4252.1703889329,-2119.70725120382
4.98999999999994,7.94503351997378e-13,4250.85183483093,-2166.23332668552
4.99999999999994,7.94503351997378e-13,4248.92624738601,-2213.30623425868
5.00999999999994,7.94503351997378e-13,4246.32023942198,-2260.85261998303
5.01999999999994,7.94503351997378e-13,4242.95015725674,-2308.79082202892
5.02999999999994,7.94503351997378e-13,4238.72064856876,-2357.03015486146
5.03999999999994,7.94503351997378e-13,4233.52315025704,-2405.47027765565
5.04999999999994,7.94503351997378e-13,4227.23437064054,-2454.00073713522
5.05999999999994,7.94503351997378e-13,4219.71489082588,-2502.50081281653
5.06999999999994,7.94503351997378e-13,4210.80807794197,-2550.83983687639
5.07999999999994,7.94503351997378e-13,4200.33958884737,-2598.87820650134
5.08999999999994,7.94503351997378e-13,4188.11783273769,-2646.46933994631
5.09999999999994,7.94503351997378e-13,4173.93584287251,-2693.46283057973
5.10999999999994,7.94503351997378e-13,4157.57503196909,-2739.70899274357
5.11999999999994,7.94503351997378e-13,4138.8112250023,-2785.06483932451
5.12999999999994,7.94503351997378e-13,4117.42311464753,-2829.40126297318
5.13999999999993,7.94503351997378e-13,4093.20284129796,-2872.61083127143
5.14999999999993,7.94503351997378e-13,4065.9678101594,-2914.61523414204
5.15999999999993,7.94503351997378e-13,4035.57228019881,-2955.37118458114
5.16999999999993,7.94503351997378e-13,4001.91693538236,-2994.87362687743
5.17999999999993,7.94503351997378e-13,3964.95479296683,-3033.15552163769
5.18999999999993,7.94503351997378e-13,3924.69246031396,-3070.28416477789
5.19999999999993,7.94503351997378e-13,3881.18672261592,-3106.35472152694
5.20999999999993,7.94503351997378e-13,3834.53737419695,-3141.4821524434
5.21999999999993,7.94503351997378e-13,3784.8777788364,-3175.79282957685
5.22999999999993,7.94503351997378e-13,3732.36473929725,-3209.41691860452
5.23999999999993,7.94503351997378e-13,3677.16896524562,-3242.48219331031
5.24999999999993,7.94503351997378e-13,3619.46695421031,-3275.10952681745
5.25999999999993,7.94503351997378e-13,3559.43463160191,-3307.4099839198
5.26999999999993,7.94503351997378e-13,3497.24274298869,-3339.48325635688
5.27999999999993,7.94503351997378e-13,3433.05378293143,-3371.41711860682
5.28999999999993,7.94503351997378e-13,3367.02015708191,-3403.28759481242
5.29999999999993,7.94503351997378e-13,3299.28326750752,-3435.15957874383
5.30999999999993,7.94503351997378e-13,3229.97324770352,-3467.08771077207
5.31999999999993,7.94503351997378e-13,3159.20912666508,-3499.11737339007
5.32999999999993,7.94503351997378e-13,3087.09925492998,-3531.28571351596
5.33999999999993,7.94503351997378e-13,3013.74187212923,-3563.62263455967
5.34999999999993,7.94503351997378e-13,2939.22573286311,-3596.15172544422
5.35999999999993,7.94503351997378e-13,2863.63073590856,-3628.8911097005
5.36999999999993,7.94503351997378e-13,2787.02852218693,-3661.8542075133
5.37999999999993,7.94503351997378e-13,2709.48302140955,-3695.05040935329
5.38999999999993,7.94503351997378e-13,2631.05093725405,-3728.4856625568
5.39999999999993,7.94503351997378e-13,2551.78216749693,-3762.16297310586
5.40999999999993,7.94503351997378e-13,2471.72016021731,-3796.08282512579
5.41999999999993,7.94503351997378e-13,2390.90220997578,-3830.24351971225
5.42999999999993,7.94503351997378e-13,2309.35969997997,-3864.64143406842
5.43999999999993,7.94503351997378e-13,2227.11829749596,-3899.27120088537
5.44999999999993,7.94503351997378e-13,2144.19811072708,-3934.12580719508
5.45999999999993,7.94503351997378e-13,2060.61381601958,-3969.19661126324
5.46999999999993,7.94503351997378e-13,1976.37476470995,-4004.47327569307
5.47999999999993,7.94503351997378e-13,1891.48507926832,-4039.9436147456
5.48999999999993,7.94503351997378e-13,1805.94374855725,-4075.59335388395
5.49999999999993,7.94503351997378e-13,1719.74473210448,-4111.40579976369
5.50999999999993,7.94503351997378e-13,1632.87708318869,-4147.36141915464
5.51999999999993,7.94503351997378e-13,1545.32510032844,-4183.43732559738
5.52999999999993,7.94503351997378e-13,1457.06851640286,-4219.60667279319
5.53999999999993,7.94503351997378e-13,1368.08273417824,-4255.83795373292
5.54999999999993,7.94503351997378e-13,1278.33911650467,-4292.09420422495
5.55999999999993,7.94503351997378e-13,1187.80533896913,-4328.33210866682
5.56999999999993,7.94503351997378e-13,1096.44581247221,-4364.5010044793
5.57999999999993,7.94503351997378e-13,1004.22218319354,-4400.54177946214
5.58999999999993,7.94503351997378e-13,911.093917951757,-4436.38565334571
5.59999999999993,7.94503351997378e-13,817.018984315734,-4471.95283094328
5.60999999999992,7.94503351997378e-13,721.954637336319,-4507.15100958559
5.61999999999992,7.94503351997378e-13,625.858328858821,-4541.87371808886
5.62999999999992,7.94503351997378e-13,528.688761563022,-4575.99845873577
5.63999999999992,7.94503351997378e-13,430.4071187635,-4609.38461834886
5.64999999999992,7.94503351997378e-13,330.978513275531,-4641.87111081002
5.65999999999992,7.94503351997378e-13,230.373715014386,-4673.27371359068
5.66999999999992,7.94503351997378e-13,128.571238005302,-4703.38206883372
5.67999999999992,7.94503351997378e-13,25.5598930598411,-4731.95634177148
5.68999999999992,7.94503351997378e-13,-78.6580577015202,-4758.7235740901
5.69999999999992,7.94503351997378e-13,-184.062981669719,-4783.37385894882
5.70999999999992,7.94503351997378e-13,-290.613007418231,-4805.55660695557
5.71999999999992,7.94503351997378e-13,-398.238034417882,-4824.87741432569
5.72999999999992,7.94503351997378e-13,-506.832518540355,-4840.89640226462
5.73999999999992,7.94503351997378e-13,-616.247118601644,-4853.12939345838
5.74999999999992,7.94503351997378e-13,-726.279665734428,-4861.05388742214
5.75999999999992,7.94503351997378e-13,-836.66655180166,-4864.12232933751
5.76999999999992,7.94503351997378e-13,-947.076526007249,-4861.78526551867
5.77999999999992,7.94503351997378e-13,-1057.10984101999,-4853.52602803173
5.78999999999992,7.94503351997378e-13,-1166.30617174442,-4838.90594408263
5.79999999999992,7.94503351997378e-13,-1274.16393355533,-4817.6146598236
5.80999999999992,7.94503351997378e-13,-1380.17090858549,-4789.51536004759
5.81999999999992,7.94503351997378e-13,-1483.84191640378,-4754.67239757426
5.82999999999992,7.94503351997378e-13,-1584.75562275322,-4713.35191586926
5.83999999999992,7.94503351997378e-13,-1682.58195372171,-4665.99424361115
5.84999999999992,7.94503351997378e-13,-1777.09477942754,-4613.16600144301
5.85999999999992,7.94503351997378e-13,-1868.16969635352,-4555.50489974707
5.86999999999992,7.94503351997378e-13,-1955.77091800745,-4493.66922767818
5.87999999999992,7.94503351997378e-13,-2039.9328037455,-4428.29914918105
5.88999999999992,7.94503351997378e-13,-2120.74074487968,-4359.99161021473
5.89999999999992,7.94503351997378e-13,-2198.31430776992,-4289.28711839414
5.90999999999992,7.94503351997378e-13,-2272.79381892047,-4216.66523242101
5.91999999999992,7.94503351997378e-13,-2344.33044341816,-4142.54561773472
5.92999999999992,7.94503351997378e-13,-2413.07925088547,-4067.2921920374
5.93999999999992,7.94503351997378e-13,-2479.19459752833,-3991.21866416606
5.94999999999992,7.94503351997378e-13,-2542.82719107237,-3914.59442613763
5.95999999999992,7.94503351997378e-13,-2604.12232299218,-3837.6502221483
5.96999999999992,7.94503351997378e-13,-2663.2188808783,-3760.58331937192
5.97999999999992,7.94503351997378e-13,-2720.24886550957,-3683.56208309664
5.98999999999992,7.94503351997378e-13,-2775.33722406874,-3606.72995572493
5.99999999999992,7.94503351997378e-13,-2828.60187440424,-3530.208886784
6.00999999999992,7.94503351997378e-13,-2880.15383975523,-3454.10227985875
6.01999999999992,7.94503351997378e-13,-2930.09744365631,-3378.49752557056
6.02999999999992,7.94503351997378e-13,-2978.53053480477,-3303.46818483842
6.03999999999992,7.94503351997378e-13,-3025.54472481721,-3229.07587950989
6.04999999999992,7.94503351997378e-13,-3071.22562992022,-3155.37193803731
6.05999999999992,7.94503351997378e-13,-3115.65311251055,-3082.3988352508
6.06999999999992,7.94503351997378e-13,-3158.90152154818,-3010.19145886202
6.07999999999991,7.94503351997378e-13,-3201.03993190752,-2938.77822769524
6.08999999999991,7.94503351997378e-13,-3242.13238360277,-2868.18208246856
6.09999999999991,7.94503351997378e-13,-3282.23812161231,-2798.42136491189
6.10999999999991,7.94503351997378e-13,-3321.41183690384,-2729.51059826663
6.11999999999991,7.94503351997378e-13,-3359.70390874331,-2661.4611793181
6.12999999999991,7.94503351997378e-13,-3397.16064796836,-2594.28199035341
6.13999999999991,7.94503351997378e-13,-3433.82454047534,-2527.97993799545
6.14999999999991,7.94503351997378e-13,-3469.73448980056,-2462.56042480432
6.15999999999991,7.94503351997378e-13,-3504.92605744989,-2398.02775892647
6.16999999999991,7.94503351997378e-13,-3539.43169943073,-2334.38550649721
6.17999999999991,7.94503351997378e-13,-3573.28099741298,-2271.6367912876
6.18999999999991,7.94503351997378e-13,-3606.50088293636,-2209.78454581134
6.19999999999991,7.94503351997378e-13,-3639.11585320358,-2148.83171803108
6.20999999999991,7.94503351997378e-13,-3671.14817714048,-2088.78143767189
6.21999999999991,7.94503351997378e-13,-3702.61809061567,-2029.63714608171
6.22999999999991,7.94503351997378e-13,-3733.54397994047,-1971.40269347957
6.23999999999991,7.94503351997378e-13,-3763.94255301534,-1914.08240731912
6.24999999999991,7.94503351997378e-13,-3793.82899774043,-1857.68113536685
6.25999999999991,7.94503351997378e-13,-3823.21712754343,-1802.20426692515
6.26999999999991,7.94503351997378e-13,-3852.11951410493,-1747.65773545155
6.27999999999991,7.94503351997378e-13,-3880.54760755695,-1694.04800561039
6.28999999999991,7.94503351997378e-13,-3908.51184460534,-1641.38204757068
6.29999999999991,7.94503351997378e-13,-3936.0217451665,-1589.66730112089
6.30999999999991,7.94503351997378e-13,-3963.08599822156,-1538.91163192534
6.31999999999991,7.94503351997378e-13,-3989.71253767247,-1489.12328199632
6.32999999999991,7.94503351997378e-13,-4015.90860903774,-1440.31081620862
6.33999999999991,7.94503351997378e-13,-4041.6808278539,-1392.48306644332
6.34999999999991,7.94503351997378e-13,-4067.03523065376,-1345.64907471746
6.35999999999991,7.94503351997378e-13,-4091.97731937913,-1299.81803644082
6.36999999999991,7.94503351997378e-13,-4116.51210005555,-1254.99924474065
6.37999999999991,7.94503351997378e-13,-4140.64411651514,-1211.20203661252
6.38999999999991,7.94503351997378e-13,-4164.37747990169,-1168.43574149097
6.39999999999991,7.94503351997378e-13,-4187.71589463488,-1126.70963268756
6.40999999999991,7.94503351997378e-13,-4210.66268144848,-1086.03288201627
6.41999999999991,7.94503351997378e-13,-4233.22079806369,-1046.41451781516
6.42999999999991,7.94503351997378e-13,-4255.39285795992,-1007.86338648149
6.43999999999991,7.94503351997378e-13,-4277.18114766679,-970.388117561374
6.44999999999991,7.94503351997378e-13,-4298.58764299711,-933.997092367035
6.45999999999991,7.94503351997378e-13,-4319.6140245227,-898.698416044143
6.46999999999991,7.94503351997378e-13,-4340.26169250221,-864.49989297534
6.47999999999991,7.94503351997378e-13,-4360.53178146846,-831.409005379858
6.48999999999991,7.94503351997378e-13,-4380.42517468375,-799.432894947889
6.49999999999991,7.94503351997378e-13,-4399.94251860669,-768.578347332867
6.50999999999991,7.94503351997378e-13,-4419.08423743631,-738.851779317799
6.51999999999991,7.94503351997378e-13,-4437.85054777526,-710.259228473125
6.52999999999991,7.94503351997378e-13,-4456.24147345853,-682.806345128733
6.53999999999991,7.94503351997378e-13,-4474.25686057306,-656.498386487636
6.5499999999999,7.94503351997378e-13,-4491.89639264576,-631.34021271506
6.5599999999999,7.94503351997378e-13,-4509.15960594746,-607.336284847258
6.5699999999999,7.94503351997378e-13,-4526.04590485719,-584.490664378161
6.5799999999999,7.94503351997378e-13,-4542.55457722614,-562.807014394676
6.5899999999999,7.94503351997378e-13,-4558.68480965624,-542.288602141607
6.5999999999999,7.94503351997378e-13,-4574.43570258254,-522.938302907511
6.6099999999999,7.94503351997378e-13,-4589.80628503855,-504.75860513479
6.6199999999999,7.94503351997378e-13,-4604.79552898152,-487.751616668746
6.6299999999999,7.94503351997378e-13,-4619.40236304282,-471.919072068487
6.6399999999999,7.94503351997378e-13,-4633.62568555185,-457.262340908241
6.6499999999999,7.94503351997378e-13,-4647.46437667075,-443.782437003057
6.6599999999999,7.94503351997378e-13,-4660.91730947481,-431.480028497824
6.6699999999999,7.94503351997378e-13,-4673.98335981044,-420.355448760971
6.6799999999999,7.94503351997378e-13,-4686.66141475608,-410.4087080235
6.6899999999999,7.94503351997378e-13,-4698.95037950707,-401.639505701616
6.6999999999999,7.94503351997378e-13,-4710.84918250745,-394.047243338209
6.7099999999999,7.94503351997378e-13,-4722.35677865876,-387.631038094074
6.7199999999999,7.94503351997378e-13,-4733.47215044222,-382.389736712925
6.7299999999999,7.94503351997378e-13,-4744.19430679961,-378.321929875795
6.7399999999999,7.94503351997378e-13,-4754.52227963182,-375.425966851419
6.7499999999999,7.94503351997378e-13,-4764.45511779336,-373.699970340133
6.7599999999999,7.94503351997378e-13,-4773.99187848346,-373.141851399042
6.7699999999999,7.94503351997378e-13,-4783.13161595886,-373.749324325943
6.7799999999999,7.94503351997378e-13,-4791.87336752124,-375.519921369651
6.7899999999999,7.94503351997378e-13,-4800.21613676453,-378.451007125899
6.7999999999999,7.94503351997378e-13,-4808.15887410209,-382.539792470742
6.8099999999999,7.94503351997378e-13,-4815.70045462996,-387.783347877454
6.8199999999999,7.94503351997378e-13,-4822.83965341907,-394.178615958729
6.8299999999999,7.94503351997378e-13,-4829.57511836683,-401.722423074289
6.8399999999999,7.94503351997378e-13,-4835.90534077627,-410.411489844983
6.8499999999999,7.94503351997378e-13,-4841.82862386641,-420.242440417958
6.8599999999999,7.94503351997378e-13,-4847.34304945067,-431.211810333408
6.8699999999999,7.94503351997378e-13,-4852.44644304999,-443.316052852127
6.8799999999999,7.94503351997378e-13,-4857.13633773325,-456.551543614412
6.8899999999999,7.94503351997378e-13,-4861.40993699914,-470.914583514607
6.8999999999999,7.94503351997378e-13,-4865.26407702938,-486.401399691204
6.9099999999999,7.94503351997378e-13,-4868.69518865365,-503.008144549677
6.9199999999999,7.94503351997378e-13,-4871.69925937102,-520.730892753841
6.9299999999999,7.94503351997378e-13,-4874.27179577177,-539.565636141026
6.9399999999999,7.94503351997378e-13,-4876.40778669689,-559.508276536229
6.9499999999999,7.94503351997378e-13,-4878.10166746061,-580.554616460054
6.9599999999999,7.94503351997378e-13,-4879.34728544489,-602.700347744485
6.9699999999999,7.94503351997378e-13,-4880.13786735447,-625.941038088846
6.9799999999999,7.94503351997378e-13,-4880.46598839728,-650.272115605441
6.9899999999999,7.94503351997378e-13,-4880.32354362914,-675.688851419886
6.9999999999999,7.94503351997378e-13,-4879.70172167363,-702.186340404987
7.00999999999989,7.94503351997378e-13,-4878.59098099972,-729.759480138923
7.01999999999989,7.94503351997378e-13,-4876.98102891081,-758.40294818864
7.02999999999989,7.94503351997378e-13,-4874.86080337104,-788.111177827396
7.03999999999989,7.94503351997378e-13,-4872.2184577677,-818.87833230171
7.04999999999989,7.94503351997378e-13,-4869.04134868378,-850.698277767396
7.05999999999989,7.94503351997378e-13,-4865.31602673123,-883.564555017282
7.06999999999989,7.94503351997378e-13,-4861.02823047551,-917.47035012471
7.07999999999989,7.94503351997378e-13,-4856.16288346361,-952.408464127135
7.08999999999989,7.94503351997378e-13,-4850.70409435248,-988.371281873372
7.09999999999989,7.94503351997378e-13,-4844.6351601221,-1025.3507401565
7.10999999999989,7.94503351997378e-13,-4837.93857234715,-1063.33829525223
7.11999999999989,7.94503351997378e-13,-4830.59602649317,-1102.32488998003
7.12999999999989,7.94503351997378e-13,-4822.58843419737,-1142.30092040131
7.13999999999989,7.94503351997378e-13,-4813.89593849003,-1183.2562022663
7.14999999999989,7.94503351997378e-13,-4804.49793190992,-1225.17993731782
7.15999999999989,7.94503351997378e-13,-4794.37307746544,-1268.06067955785
7.16999999999989,7.94503351997378e-13,-4783.49933239274,-1311.88630157942
7.17999999999989,7.94503351997378e-13,-4771.85397466179,-1356.64396106423
7.18999999999989,7.94503351997378e-13,-4759.41363218124,-1402.32006754352
7.19999999999989,7.94503351997378e-13,-4746.1543146528,-1448.9002495177
7.20999999999989,7.94503351997378e-13,-4732.05144802553,-1496.3693220275
7.21999999999989,7.94503351997378e-13,-4717.07991149898,-1544.71125476763
7.22999999999989,7.94503351997378e-13,-4701.21407702271,-1593.90914083088
7.23999999999989,7.94503351997378e-13,-4684.42785123646,-1643.94516616858
7.24999999999989,7.94503351997378e-13,-4666.69471979222,-1694.80057985012
7.25999999999989,7.94503351997378e-13,-4647.98779399413,-1746.45566520108
7.26999999999989,7.94503351997378e-13,-4628.27985968718,-1798.88971189597
7.27999999999989,7.94503351997378e-13,-4607.54342831896,-1852.08098907716
7.28999999999989,7.94503351997378e-13,-4585.75079009172,-1906.00671956702
7.29999999999989,7.94503351997378e-13,-4562.87406911462,-1960.64305523502
7.30999999999989,7.94503351997378e-13,-4538.88528045805,-2015.96505357518
7.31999999999989,7.94503351997378e-13,-4513.7563890047,-2071.94665554349
7.32999999999989,7.94503351997378e-13,-4487.45936998436,-2128.56066469739
7.33999999999989,7.94503351997378e-13,-4459.9662710734,-2185.77872767267
7.34999999999989,7.94503351997378e-13,-4431.24927593456,-2243.57131602548
7.35999999999989,7.94503351997378e-13,-4401.28076906912,-2301.90770946015
7.36999999999989,7.94503351997378e-13,-4370.03340185186,-2360.75598045669
7.37999999999989,7.94503351997378e-13,-4337.48015961995,-2420.08298030556
7.38999999999989,7.94503351997378e-13,-4303.59442969051,-2479.85432655257
7.39999999999989,7.94503351997378e-13,-4268.3500701877,-2540.0343918533
7.40999999999989,7.94503351997378e-13,-4231.72147956991,-2600.58629423495
7.41999999999989,7.94503351997378e-13,-4193.68366676027,-2661.4718887649
7.42999999999989,7.94503351997378e-13,-4154.21232179982,-2722.65176062907
7.43999999999989,7.94503351997378e-13,-4113.28388696156,-2784.08521963134
7.44999999999989,7.94503351997378e-13,-4070.87562828572,-2845.73029613664
7.45999999999989,7.94503351997378e-13,-4026.96570752077,-2907.54373849684
7.46999999999989,7.94503351997378e-13,-3981.53325448082,-2969.48101201975
7.47999999999988,7.94503351997378e-13,-3934.55843985734,-3031.49629956809
7.48999999999988,7.94503351997378e-13,-3886.02254855049,-3093.54250390743
7.49999999999988,7.94503351997378e-13,-3835.90805361189,-3155.57125196004
7.50999999999988,7.94503351997378e-13,-3784.1986909153,-3217.53290116524
7.51999999999988,7.94503351997378e-13,-3730.87953469279,-3279.37654819623
7.52999999999988,7.94503351997378e-13,-3675.93707409036,-3341.05004033813
7.53999999999988,7.94503351997378e-13,-3619.35929090748,-3402.49998989144
7.54999999999988,7.94503351997378e-13,-3561.13573868688,-3463.67179202865
7.55999999999988,7.94503351997378e-13,-3501.25762331449,-3524.50964659884
7.56999999999988,7.94503351997378e-13,-3439.71788527108,-3584.95658444273
7.57999999999988,7.94503351997378e-13,-3376.51128364705,-3644.95449885006
7.58999999999988,7.94503351997378e-13,-3311.63448198754,-3704.44418285702
7.59999999999988,7.94503351997378e-13,-3245.08613597626,-3763.36537314428
7.60999999999988,7.94503351997378e-13,-3176.8669828912,-3821.65680135176
7.61999999999988,7.94503351997378e-13,-3106.9799326744,-3879.25625367163
7.62999999999988,7.94503351997378e-13,-3035.43016034989,-3936.10063961361
7.63999999999988,7.94503351997378e-13,-2962.2251994,-3992.12607085191
7.64999999999988,7.94503351997378e-13,-2887.37503557091,-4047.2679510576
7.65999999999988,7.94503351997378e-13,-2810.8922004257,-4101.46107759002
7.66999999999988,7.94503351997378e-13,-2732.79186379961,-4154.63975586137
7.67999999999988,7.94503351997378e-13,-2653.09192414097,-4206.73792709711
7.68999999999988,7.94503351997378e-13,-2571.8130955475,-4257.68931008654
7.69999999999988,7.94503351997378e-13,-2488.97899013546,-4307.42755735156
7.70999999999988,7.94503351997378e-13,-2404.61619421646,-4355.88642595438
7.71999999999988,7.94503351997378e-13,-2318.75433660944,-4402.99996291711
7.72999999999988,7.94503351997378e-13,-2231.42614729191,-4448.70270493809
7.73999999999988,7.94503351997378e-13,-2142.66750450406,-4492.92989176577
7.74999999999988,7.94503351997378e-13,-2052.51746836913,-4535.61769223497
7.75999999999988,7.94503351997378e-13,-1961.01829918778,-4576.70344153041
7.76999999999988,7.94503351997378e-13,-1868.21545797431,-4616.12588826356
7.77999999999988,7.94503351997378e-13,-1774.15758876735,-4653.82544835687
7.78999999999988,7.94503351997378e-13,-1678.89647951723,-4689.74446425822
7.79999999999988,7.94503351997378e-13,-1582.48700145107,-4723.82746579444
7.80999999999988,7.94503351997378e-13,-1484.98702527256,-4756.02142986377
