"Plot13"
"Time (sec)","Angular Velocity2 (deg/sec)"
9.28999999999985,74.6465954717269
9.29999999999985,72.8640967107356
9.30999999999985,70.9925260589851
9.31999999999985,69.0290779032728
9.32999999999985,66.9708682757817
9.33999999999985,64.8149363243954
9.34999999999985,62.558246806095
9.35999999999984,60.1976936833135
9.36999999999984,57.7301049002326
9.37999999999984,55.1522484155079
9.38999999999984,52.4608395627943
9.39999999999984,49.6525498084613
9.40999999999984,46.7240169670636
9.41999999999984,43.6718569300142
9.42999999999984,40.4926769509069
9.43999999999984,37.1830905199552
9.44999999999984,33.7397338445222
9.45999999999984,30.1592839353526
9.46999999999984,26.4384782776638
9.47999999999984,22.5741360423602
9.48999999999984,18.5631807662048
9.49999999999984,14.4026643999835
9.50999999999984,10.0897925908663
9.51999999999984,5.62195102922395
9.52999999999984,0.996732652815352
9.53999999999984,-3.78803454046162
9.54999999999984,-8.7342593618009
9.55999999999984,-13.8435593172297
9.56999999999984,-19.1172328901452
9.57999999999984,-24.5562326458619
9.58999999999984,-30.1611396293838
9.59999999999984,-35.9321395730495
9.60999999999984,-41.8690014747173
9.61999999999984,-47.9710591501726
9.62999999999984,-54.2371960341416
9.63999999999984,-60.6658380467053
9.64999999999984,-67.2549388557197
9.65999999999984,-74.0019907654616
9.66999999999984,-80.9040266530323
9.67999999999984,-87.9576342453937
9.68999999999984,-95.158978794231
9.69999999999984,-102.503834528891
9.70999999999984,-109.987625762117
9.71999999999984,-117.605478842057
9.72999999999984,-125.352285448097
9.73999999999984,-133.222778257376
9.74999999999984,-141.211619563709
9.75999999999984,-149.313503638115
9.76999999999984,-157.523273414451
9.77999999999984,-165.836052055887
9.78999999999984,-174.247389871023
9.79999999999984,-182.753426907126
9.80999999999984,-191.351071476097
9.81999999999984,-200.038194680623
9.82999999999983,-208.813840882016
9.83999999999983,-217.678453804681
9.84999999999983,-226.634117697472
9.85999999999983,-235.684812530602
9.86999999999983,-244.836681554231
9.87999999999983,-254.098308518521
9.88999999999983,-263.481000233554
9.89999999999983,-272.999067591758
9.90999999999983,-282.670094148869
9.91999999999983,-292.515175077118
9.92999999999983,-302.559099550922
9.93999999999983,-312.83043461646
9.94999999999983,-323.361445675165
9.95999999999983,-334.187754032702
9.96999999999983,-345.347580103762
9.97999999999983,-356.880344539807
9.98999999999983,-368.824289052467
10,-381.212630919788
