"Plot11"
"Time (sec)","Linear Acceleration3 (mm/sec**2)","Acceleration3 (mm/sec**2)","Linear Acceleration4 (mm/sec**2)"
4.06999999999996,1.93447438971141e-12,-3384.00674209096,-8.46305944109625
4.07999999999996,1.93103124760339e-12,-3165.55881804058,-8.83917665462982
4.08999999999996,1.92783880815237e-12,-2968.453606131,-9.17365001231389
4.09999999999996,1.92487830436767e-12,-2789.33672035761,-9.47128090616651
4.10999999999996,1.92213170122006e-12,-2625.4152368748,-9.73624683713464
4.11999999999996,1.91958189202663e-12,-2474.36489731251,-9.97219101904151
4.12999999999996,1.9172128062035e-12,-2334.2530220816,-10.1822992275085
4.13999999999996,1.91500945675601e-12,-2203.47443946639,-10.3693653742366
4.14999999999996,1.91295794759688e-12,-2080.6981753176,-10.5358472546106
4.15999999999996,1.91104545452721e-12,-1964.82300754271,-10.6839138597597
4.16999999999996,1.90926018950308e-12,-1854.94032805342,-10.8154854754349
4.17999999999996,1.90759135486793e-12,-1750.30304083823,-10.9322676482248
4.18999999999996,1.90602909206403e-12,-1650.29945404396,-11.035779960176
4.19999999999995,1.90456442774522e-12,-1554.43130859354,-11.1273804098715
4.20999999999995,1.90318921924124e-12,-1462.29524654568,-11.2082860834219
4.21999999999995,1.90189610073874e-12,-1373.56715965874,-11.2795907078731
4.22999999999995,1.90067843090653e-12,-1287.98895020014,-11.3422795691998
4.23999999999995,1.8995302424012e-12,-1205.35732138087,-11.3972422142285
4.24999999999995,1.89844619348787e-12,-1125.51428283384,-11.4452832918311
4.25999999999995,1.89742152187644e-12,-1048.33911133567,-11.487131820764
4.26999999999995,1.8964520008548e-12,-973.741555504308,-11.5234491350547
4.27999999999995,1.89553389762618e-12,-901.656098376069,-11.5548357219797
4.28999999999995,1.89466393723845e-12,-832.037418295645,-11.5818366529787
4.29999999999995,1.89383924545723e-12,-764.854666620333,-11.6049492606695
4.30999999999995,1.89305735868156e-12,-700.091910243957,-11.6246218679062
4.31999999999995,1.89231613738899e-12,-637.740841657011,-11.6412641579467
4.32999999999995,1.89161375998674e-12,-577.800586116992,-11.6552477653264
4.33999999999995,1.89094871133202e-12,-520.277363611982,-11.6669066728052
4.34999999999995,1.89031970847617e-12,-465.179018579274,-11.6765458679817
4.35999999999995,1.88972571908322e-12,-412.517568146317,-11.6844381643936
4.36999999999995,1.88916591209253e-12,-362.306128733637,-11.6908293836796
4.37999999999995,1.88863964242542e-12,-314.558802521744,-11.6959394050294
4.38999999999995,1.88814642905264e-12,-269.29005194105,-11.6999639900467
4.39999999999995,1.88768593520741e-12,-226.514273925891,-11.7030764145052
4.40999999999995,1.88725795040999e-12,-186.245525718722,-11.7054288978163
4.41999999999995,1.88686237401907e-12,-148.497355589328,-11.7071539258852
4.42999999999995,1.88649920029735e-12,-113.282723128268,-11.708365440501
4.43999999999995,1.88616850488265e-12,-80.613985982068,-11.7091599253
4.44999999999995,1.88587043284575e-12,-50.502957240483,-11.7096173813992
4.45999999999995,1.88560518793594e-12,-22.9609937887286,-11.7098022074084
4.46999999999995,1.88537302342956e-12,2.00085708577066,-11.7097639734654
4.47999999999995,1.88517423406857e-12,24.3716979354568,-11.7095381138054
4.48999999999995,1.88500914949133e-12,44.1405766721397,-11.7091465067531
4.49999999999995,1.88487812872939e-12,61.2962737285045,-11.7085979823921
4.50999999999995,1.88478155606911e-12,75.8270531732815,-11.7078887147038
4.51999999999995,1.88471983796065e-12,87.7204031667385,-11.707002537807
4.52999999999995,1.88469340117546e-12,96.9627436276911,-11.7059111502331
4.53999999999995,1.88470269200156e-12,103.539114951794,-11.7045742322029
4.54999999999995,1.8847481765804e-12,107.432832391098,-11.7029394553618
4.55999999999995,1.88483034228834e-12,108.625107261951,-11.7009423885297
4.56999999999995,1.88494970017595e-12,107.094627001485,-11.6985063022847
4.57999999999995,1.88510678847034e-12,102.817082551622,-11.6955418481124
4.58999999999995,1.88530217705156e-12,95.7646432318853,-11.6919466365993
4.59999999999995,1.88553647307598e-12,85.9053508013549,-11.6876046735845
4.60999999999995,1.88581032745645e-12,73.2024457263478,-11.6823856808706
4.61999999999995,1.88612444263393e-12,57.6135752935463,-11.6761442628894
4.62999999999995,1.88647958106979e-12,39.0899123413005,-11.6687189323657
4.63999999999995,1.88687657524135e-12,17.5751057080237,-11.6599309642929
4.64999999999995,1.88731633818281e-12,-6.99588687425561,-11.6495830784707
4.65999999999995,1.88779987576317e-12,-34.6981981783258,-11.6374579175688
4.66999999999994,1.8883282994347e-12,-65.6186170926255,-11.6233163187098
4.67999999999994,1.8889028407582e-12,-99.8574535858227,-11.6068953315028
4.68999999999994,1.88952486654477e-12,-137.530655125034,-11.5879059780725
4.69999999999994,1.89019589565984e-12,-178.772302052403,-11.56603069731
4.70999999999994,1.89091761656734e-12,-223.73746831782,-11.5409204542025
4.71999999999994,1.89169190646879e-12,-272.605579780523,-11.5121914487709
4.72999999999994,1.89252085117208e-12,-325.584285522122,-11.4794213847954
4.73999999999994,1.89340676635784e-12,-382.913988976935,-11.4421452198419
4.74999999999994,1.89435221957522e-12,-444.873105101301,-11.3998503295657
4.75999999999994,1.89536005310896e-12,-511.784194063203,-11.3519709929358
4.76999999999994,1.89643340733659e-12,-584.021113578124,-11.2978820909861
4.77999999999994,1.89757574427343e-12,-662.017370871462,-11.2368919058324
4.78999999999994,1.89879087055096e-12,-746.275871360399,-11.1682338674399
4.79999999999994,1.90008295961223e-12,-837.380348532085,-11.0910570935039
4.80999999999994,1.90145657123234e-12,-936.008710955201,-11.00441552942
4.81999999999994,1.90291666805892e-12,-1042.94873490816,-10.9072554708302
4.82999999999994,1.9044686260718e-12,-1159.11643339544,-10.7984012313827
4.83999999999994,1.90611823743275e-12,-1285.57767184125,-10.6765386642287
4.84999999999994,1.90787170126065e-12,-1423.57353547616,-10.5401962628182
4.85999999999994,1.9097351604959e-12,-1574.50857599585,-10.3877625276086
4.86999999999994,1.91171605240019e-12,-1740.11793825103,-10.2173373185601
4.87999999999994,1.91382219170516e-12,-1922.43260556833,-10.0267746815545
4.88999999999994,1.9160601074186e-12,-2123.67703847743,-9.8137926973609
4.89999999999994,1.91843680079709e-12,-2346.51066317793,-9.57576386275725
4.90999999999994,1.9209594205788e-12,-2594.09070414704,-9.30967827310151
4.91999999999994,1.92363428012173e-12,-2870.08890798406,-9.01215625817003
4.92999999999994,1.92646644242603e-12,-3178.78880543351,-8.67939333541157
4.93999999999994,1.92945907497841e-12,-3525.19173648554,-8.3071070019292
4.94999999999994,1.93261249854481e-12,-3915.12949893704,-7.89048994118357
4.95999999999994,1.93592290260394e-12,-4355.38694914411,-7.42416960167333
4.96999999999994,1.93938063051367e-12,-4853.8304802059,-6.90218151507714
4.97999999999994,1.94296791369063e-12,-5419.53401661177,-6.31796796976121
4.98999999999994,1.94665591298846e-12,-6062.88760570548,-5.6644196256224
4.99999999999994,1.95040091346536e-12,-6795.66392914748,-4.93398566439015
5.00999999999994,1.95413952587966e-12,-7631.00351511581,-4.11888893892846
5.01999999999994,1.95778279814551e-12,-8583.25909603472,-3.21149605486323
5.02999999999994,1.96120926581127e-12,-9667.61238859552,-2.20490769334794
5.03999999999994,1.96425722496226e-12,-10899.3433369581,-1.09384894123925
5.04999999999994,1.96671696300188e-12,-12292.5970264904,0.124053483559502
5.05999999999994,1.96832440463066e-12,-13858.4685869757,1.44653247910453
5.06999999999994,1.96875737681763e-12,-15601.9412452576,2.86419874854854
5.07999999999994,1.96764780185471e-12,-17519.7945229561,4.35934736139543
5.08999999999994,1.96458375817935e-12,-19592.3908111464,5.90002856461729
5.09999999999994,1.95916356101544e-12,-21783.2757584336,7.44176064707644
5.10999999999994,1.95104001993523e-12,-24032.1013446571,8.92423098980593
5.11999999999994,1.94000037052829e-12,-26254.0891324301,10.274250379326
5.12999999999994,1.92604913400497e-12,-28342.7002256734,11.411354304467
5.13999999999993,1.9094775271886e-12,-30178.5145439452,12.2575335091739
5.14999999999993,1.8908900146111e-12,-31644.0959084723,12.7496599729183
5.15999999999993,1.87116427293845e-12,-32642.298176401,12.8516459684826
5.16999999999993,1.85134072795699e-12,-33113.1752941868,12.5624991292587
5.17999999999993,1.83246592484092e-12,-33044.1491539707,11.9172726013253
5.18999999999993,1.81543483747997e-12,-32470.1471799258,10.9803764656808
5.19999999999993,1.80087744536385e-12,-31464.152555035,9.83355266943107
5.20999999999993,1.78911448207562e-12,-30121.9247388316,8.56243594733286
5.21999999999993,1.78017944069885e-12,-28545.8630240318,7.24533257074249
5.22999999999993,1.7738840273226e-12,-26831.9646211257,5.94621090789176
5.23999999999993,1.76989899922488e-12,-25061.6934179542,4.71205688113437
5.24999999999993,1.76782855850305e-12,-23298.6263290108,3.57354722395292
5.25999999999993,1.76726693807802e-12,-21588.6469494072,2.54762094706828
5.26999999999993,1.76783480068601e-12,-19962.2052167979,1.64073105240654
5.27999999999993,1.76919836548413e-12,-18437.4172605604,0.851980758837654
5.28999999999993,1.77107610479047e-12,-17023.2003038526,0.175749512625516
5.29999999999993,1.77323770513241e-12,-15722.0204842975,-0.39630481722358
5.30999999999993,-7.35006060752499e-09,-14532.0987569848,-0.873824864673669
5.31999999999993,8.14844510111484e-09,-13449.0753615227,-1.26680598144865
5.32999999999993,7.34711711635204e-09,-12467.2065668109,-1.58500179295738
5.33999999999993,-1.99925403641166e-08,-11580.1885864476,-1.83757747476405
5.34999999999993,4.99710337832724e-10,-10781.7013636016,-2.03292666796855
5.35999999999993,2.91196591341604e-10,-10065.7519398357,-2.17858928175648
5.36999999999993,-1.08639582911537e-08,-9426.85818381021,-2.28123654122028
5.37999999999993,-1.20528315366153e-08,-8860.16961106281,-2.34666974094506
5.38999999999993,-2.16959114911378e-09,-8361.48810885152,-2.37984736959926
5.39999999999993,4.42928872840848e-09,-7927.25343157684,-2.38490928938667
5.40999999999993,1.35592518375059e-08,-7554.50875651883,-2.36519140644441
5.41999999999993,6.77957463669134e-09,-7240.83859519751,-2.32323669956244
5.42999999999993,3.01215812685129e-10,-6984.29566946726,-2.26079698224548
5.43999999999993,-1.0847586775336e-08,-6783.31858564758,-2.17882729310799
5.44999999999993,-1.20528650286204e-08,-6636.64309324964,-2.07747443280064
5.45999999999993,-2.1696069761011e-09,-6543.20873762059,-1.95606168893619
5.46999999999993,4.42927446524439e-09,-6502.06232072608,-1.8130718679199
5.47999999999993,1.35592346976486e-08,-6512.2594836142,-1.64613056645829
5.48999999999993,6.77955527892114e-09,-6572.76570821944,-1.45199120684915
5.49999999999993,3.01194702501881e-10,-6682.35812682394,-1.22652271879882
5.50999999999993,-1.08476092877328e-08,-6839.52956145363,-0.964699901163825
5.51999999999993,-1.20528885292715e-08,-7042.39612186104,-0.660595486411996
5.52999999999993,-2.16963099880865e-09,-7288.60942498749,-0.30737177277627
5.53999999999993,4.4292504672504e-09,-7575.2739819781,0.102731590578069
5.54999999999993,1.35592113137436e-08,-7898.86944898481,0.578418380043941
5.55999999999993,6.77953313502809e-09,-8255.17622696031,1.12937112155284
5.56999999999993,3.01174477438071e-10,-8639.20124236229,1.76630809929413
5.57999999999993,-1.08476268707029e-08,-9045.09857074121,2.50107004575284
5.58999999999993,-1.20529026568965e-08,-9466.07681855912,3.3467449078258
5.59999999999993,-2.169637771972e-09,-9894.28174295798,4.31783870055223
5.60999999999992,4.42920409462591e-09,-10320.6383797087,5.43049878874722
5.61999999999992,1.35590759325378e-08,-10734.6318179601,6.7027920861519
5.62999999999992,6.77947259435159e-09,-11123.9996879034,8.1550333199218
5.63999999999992,3.01187262715856e-10,-11474.3025278911,9.81014535021546
5.64999999999992,-1.08474924962814e-08,-11768.3310229758,11.6940107447015
5.65999999999992,-1.20527459740102e-08,-11985.3032533871,13.8357356250856
5.66999999999992,-2.16957253453777e-09,-12099.8040816536,16.2676842774233
5.67999999999992,1.20815759464154e-09,-12080.3257127268,19.0248604519446
5.68999999999992,1.24990366349703e-08,-11888.1866300947,22.1446093460451
5.69999999999992,-7.81194314682886e-09,-11474.4010340624,25.6615753772656
5.70999999999992,-5.10332480759742e-09,-10779.4151911002,29.6052869292983
5.71999999999992,1.38864729796867e-08,-9730.98076490063,33.9895928557509
5.72999999999992,-3.47116201059539e-10,-8245.20996673889,38.7996764974123
5.73999999999992,-1.56221891762017e-08,-6230.91499441378,43.9723658456714
5.74999999999992,2.49969391044678e-09,-3600.33877217479,49.3712274906773
5.75999999999992,-2.50817076410553e-08,-288.830507986972,54.7606889155075
5.76999999999992,2.49958848894262e-08,3714.8140182408,59.789510557259
5.77999999999992,-4.25239038262565e-10,8334.12128231759,64.0015416077301
5.78999999999992,-9.57399857478436e-09,13375.9698063454,66.891185797792
5.79999999999992,-1.91483096390991e-08,18530.4795756397,68.0087072771584
5.80999999999992,-6.25482252191139e-09,23413.9855867732,67.0886951225691
5.81999999999992,3.06422854795221e-09,27650.8061714215,64.1452272719811
5.82999999999992,1.70215040330391e-08,30962.1110198545,59.4800432780861
5.83999999999992,1.53193906385753e-08,33221.0605749082,53.5953383382454
5.84999999999992,-4.25108224856241e-10,34453.511536197,47.0571594642469
5.85999999999992,-9.57395445124763e-09,34795.4423604716,40.3733272472834
5.86999999999992,-1.91483322539314e-08,34435.6029801112,33.9247663909924
5.87999999999992,-1.0628148988607e-08,33567.5150310421,27.9517868776611
5.88999999999992,-2.62416640901323e-10,32360.6843755987,22.5751942761605
5.89999999999992,1.05085754658442e-08,30949.2150243619,17.8300393166803
5.90999999999992,-3.86158182819719e-09,29431.8641902242,13.6978798858566
5.91999999999992,7.99305528072766e-09,27877.3739766918,10.1314862663103
5.92999999999992,-1.96865064190903e-10,26331.4432035087,7.07152246952449
5.93999999999992,-8.86623114298372e-09,24822.9332326859,4.45632373690059
5.94999999999992,1.41873346075551e-09,23369.2255694452,2.22747206732333
5.95999999999992,7.09319802317251e-09,21979.9676421074,0.332133180176232
5.96999999999992,-4.43312104653562e-09,20659.8343299455,-1.27615258666453
5.97999999999992,-2.896300099188e-09,19410.391363908,-2.63761645286441
5.98999999999992,7.88126436310738e-09,18231.3305028936,-3.78683049499557
5.99999999999992,-1.97011690768118e-10,17121.2637085502,-4.75343030291146
6.00999999999992,-8.86637847796122e-09,16078.2176689762,-5.56284626521253
6.01999999999992,5.02335259104156e-09,15099.9326256131,-6.23697404682562
6.02999999999992,8.72765505430709e-10,14184.0169839011,-6.79475325925551
6.03999999999992,-1.78196597134578e-09,13328.0545968004,-7.25265790599113
6.04999999999992,-5.45494678710358e-09,12529.6307540175,-7.62509361738513
6.05999999999992,-2.72750041630286e-09,11786.3405521768,-7.9247181588337
6.06999999999992,-1.21273350258943e-10,11095.7909604194,-8.16269944908002
6.07999999999991,4.36386350761717e-09,10455.5906496072,-8.3489185770512
6.08999999999991,4.84873868571484e-09,9863.34167092441,-8.4921308986663
6.09999999999991,8.72715875853176e-10,9316.63396108601,-8.60009397662572
6.10999999999991,-1.78200734708927e-09,8813.04412007402,-8.67967020644385
6.11999999999991,-5.45497852637991e-09,8350.13876151306,-8.73691048530581
6.12999999999991,-2.72752899421346e-09,7925.48212254073,-8.77712404555003
6.13999999999991,-1.21298959799368e-10,7536.64719230378,-8.80493844732485
6.14999999999991,4.36384279148447e-09,7181.22944322511,-8.82435278536215
6.15999999999991,4.84872247162149e-09,6856.86217258973,-8.8387863511591
6.16999999999991,8.72703737738993e-10,6561.23248960746,-8.85112433814306
6.17999999999991,-1.78201577559945e-09,6292.09706404096,-8.8637616364321
6.18999999999991,-5.45498360080689e-09,6047.29688145379,-8.87864534887206
6.19999999999991,-2.72753109281901e-09,5824.77040558379,-8.89731633414831
6.20999999999991,-1.2129841425953e-10,5622.56470662908,-8.92094983891115
6.21999999999991,4.36384566203645e-09,5438.84426125292,-8.95039511828072
6.22999999999991,4.84872738810921e-09,5271.8972790291,-8.98621384893434
6.23999999999991,8.72710442510652e-10,5120.13954181787,-9.02871707633089
6.24999999999991,-1.78200755269794e-09,4982.11583527943,-9.07800042279892
6.25999999999991,-5.45497410124959e-09,4856.49914474181,-9.1339772941932
6.26999999999991,-2.727520516188e-09,4742.08785791065,-9.19640986792756
6.27999999999991,-1.21286954306927e-10,4637.80124910997,-9.26493768517328
6.28999999999991,4.36385782983201e-09,4542.67354090522,-9.33910371571567
6.29999999999991,4.84874010345082e-09,4455.84684868234,-9.41837783291251
6.30999999999991,8.72723562542856e-10,4376.56331200849,-9.50217768966811
6.31999999999991,-1.78199413859402e-09,4304.1566960661,-9.58988703139502
6.32999999999991,-5.45496048946023e-09,4238.04371631955,-9.68087152717118
6.33999999999991,-2.72750682463199e-09,4177.71530648367,-9.77449223440299
6.34999999999991,-1.21273260327109e-10,4122.72803024119,-9.87011685637354
6.35999999999991,4.36387146382983e-09,4072.69579402397,-9.96712895570701
6.36999999999991,4.84875363048033e-09,4027.28198344698,-10.0649352989988
6.37999999999991,8.72736945757755e-10,3986.19211425555,-10.1629715367921
6.38999999999991,-1.78198094470105e-09,3949.16705594853,-10.2607064040543
6.39999999999991,-5.45494751866819e-09,3915.97688459932,-10.3576446351934
6.40999999999991,-2.72749408192216e-09,3886.41536954706,-10.4533287743729
6.41999999999991,-3.32143416988895e-08,3860.29515945276,-10.5473399262963
6.42999999999991,-1.4091872971064e-08,3837.44317082005,-10.6392986789757
6.43999999999991,4.36354825783813e-10,3817.69761666659,-10.7288624076478
6.44999999999991,-6.06459343321361e-11,3800.9042392613,-10.8157271520407
6.45999999999991,-8.91001979261325e-10,3786.91387227421,-10.8996244838247
6.46999999999991,2.18192861722595e-09,3775.58071514083,-10.9803193153893
6.47999999999991,-2.72748329078755e-09,3766.76006526534,-11.0576101951112
6.48999999999991,2.42437166564907e-09,3760.30751095203,-11.1313250815921
6.49999999999991,-1.36375453485274e-09,3756.07778141678,-11.2013206644146
6.50999999999991,4.36365067208456e-10,3753.92420347422,-11.2674799351943
6.51999999999991,-6.06359329387834e-11,3753.69837784959,-11.3297102723375
6.52999999999991,-8.90992185884803e-10,3755.25011535763,-11.3879415766772
6.53999999999991,2.18193820245585e-09,3758.42759683285,-11.442124480337
6.5499999999999,-2.72747388168036e-09,3763.07774992635,-11.4922286930429
6.5599999999999,2.42438087813045e-09,3769.04680135728,-11.5382414635441
6.5699999999999,-1.36374548385296e-09,3776.18101171459,-11.5801661830905
6.5799999999999,4.36373945968657e-10,3784.32755222344,-11.618021115973
6.5899999999999,-6.06272114435338e-11,3793.335536982,-11.6518382575237
6.5999999999999,-8.90983615608326e-10,3803.05717991121,-11.6816623209468
6.6099999999999,2.18194662031053e-09,3813.34908326395,-11.7075498212412
6.6199999999999,-2.7274656020055e-09,3824.07362497876,-11.7295682694095
6.6299999999999,2.42438901141042e-09,3835.10046279019,-11.7477954345602
6.6399999999999,-1.36373748590782e-09,3846.30811052121,-11.7623186812482
6.6499999999999,4.36381804480833e-10,3857.58560132801,-11.7732343449464
6.6599999999999,-6.06194907169364e-11,3868.83420595048,-11.7806471422931
6.6699999999999,-8.90976034410825e-10,3879.96917674246,-11.7846695796891
6.6799999999999,2.18195406296023e-09,3890.92153082974,-11.7854213636098
6.6899999999999,-2.72745830710541e-09,3901.63979612813,-11.7830287669519
6.6999999999999,2.42439616323582e-09,3912.09174004626,-11.7776239634749
6.7099999999999,-1.36373048927933e-09,3922.26601549924,-11.7693442846601
6.7199999999999,4.36388645700781e-10,3932.17370354102,-11.7583314137785
6.7299999999999,-6.0612812874035e-11,3941.84971451445,-11.7447304785543
6.7399999999999,-8.90969526808718e-10,3951.35401680525,-11.7286890605447
6.7499999999999,2.18196039896217e-09,3960.77263100833,-11.7103560920162
6.7599999999999,-2.72745216079211e-09,3970.21839750426,-11.6898806587629
6.7699999999999,2.42440212646288e-09,3979.83142804175,-11.6674106999362
6.7799999999999,-1.36372472839813e-09,3989.77926553436,-11.6430916164325
6.7899999999999,4.36394204003237e-10,4000.25668000054,-11.6170647994351
6.7999999999999,-6.06074664672528e-11,4011.48511864548,-11.589466092965
6.8099999999999,-8.90964397721878e-10,4023.71177007376,-11.5604242100027
6.8199999999999,2.18196529841591e-09,4037.20825608776,-11.530059123385
6.8299999999999,-2.72744748390835e-09,4052.26895649907,-11.4984804589084
6.8399999999999,2.4244065591199e-09,4069.20896223837,-11.4657859119714
6.8499999999999,-1.36372052971863e-09,4088.36171512604,-11.4320597190167
6.8599999999999,4.36398156107291e-10,4110.0763277112,-11.3973712112569
6.8699999999999,-6.0603760087742e-11,4134.71465884495,-11.3617734706739
6.8799999999999,-8.909609387599e-10,4162.648163255,-11.32530212148
6.8899999999999,2.18196850620268e-09,4194.25459714541,-11.2879742722851
6.8999999999999,-2.72744452085024e-09,4229.91459557689,-11.2497876253926
6.9099999999999,2.42440927129188e-09,4270.00823721437,-11.210719777965
6.9199999999999,-1.36371805945657e-09,4314.91158051134,-11.1707277081786
6.9299999999999,4.36400384108845e-10,4364.99330665191,-11.1297474674278
6.9399999999999,-6.06017688706883e-11,4420.61144643288,-11.0876940693078
6.9499999999999,-8.90959180305526e-10,4482.11029706338,-11.0444615716893
6.9599999999999,2.18197004502224e-09,4549.8175302013,-10.9999233527014
6.9699999999999,-2.72744320964007e-09,4624.04153880498,-10.9539325538967
6.9799999999999,2.42441038168133e-09,4705.06905473996,-10.9063226940509
6.9899999999999,-1.36371715875741e-09,4793.16302895784,-10.8569084194203
6.9999999999999,4.36401094317597e-10,4888.56081466757,-10.8054863869092
7.00999999999989,-6.06012441318034e-11,4991.47262597279,-10.7518362500636
7.01999999999989,-8.9095883147003e-10,5102.08028028596,-10.6957217358485
7.02999999999989,2.18197022950215e-09,5220.53621681295,-10.6368917892841
7.03999999999989,-2.72744318378202e-09,5346.96274986275,-10.5750817697931
7.04999999999989,2.42441026319085e-09,5481.4515722001,-10.5100146828381
7.05999999999989,-1.36371741628795e-09,5624.06344963696,-10.4414024309718
7.06999999999989,4.36400709723827e-10,5774.82809437177,-10.3689470730881
7.07999999999989,-6.06017478482764e-11,5933.74421437949,-10.2923420793754
7.08999999999989,-8.90959445800553e-10,6100.77965158551,-10.2112735753359
7.09999999999989,2.18196951563355e-09,6275.87166237583,-10.1254215651744
7.10999999999989,-2.72744399429779e-09,6458.9272536106,-10.034461133546
7.11999999999989,2.42440937044004e-09,6649.82357582745,-9.9380636183802
7.12999999999989,-1.36371838976391e-09,6848.40837920442,-9.83589775593418
7.13999999999989,4.36399666264896e-10,7054.50046984779,-9.72763079541542
7.14999999999989,-6.06028560082895e-11,7267.89019023491,-9.61292958587715
7.15999999999989,-8.90960612185061e-10,7488.33992749508,-9.49146162941585
7.16999999999989,2.18196829778923e-09,7715.58456850603,-9.36289611497904
7.17999999999989,-2.72744525871653e-09,7949.33203575544,-9.22690491317582
7.18999999999989,2.42440806606349e-09,8189.26373379329,-9.0831635569563
7.19999999999989,-1.36371972887784e-09,8435.03508470631,-8.93135218613575
7.20999999999989,4.36398297585051e-10,8686.27600887964,-8.77115646948443
7.21999999999989,-6.06042478474294e-11,8942.59146886159,-8.60226850004667
7.22999999999989,-8.9096201942925e-10,9203.56200923956,-8.42438765452213
7.23999999999989,2.18196686790469e-09,9468.74436290196,-8.23722142576838
7.24999999999989,-2.72744667799397e-09,9737.6720659822,-8.04048621382352
7.25999999999989,2.42440662926186e-09,10009.8561754098,-7.8339080750008
7.26999999999989,-1.36372114613149e-09,10284.7859996817,-7.61722342697865
7.27999999999989,4.36396888804963e-10,10561.9299474037,-7.39017969489379
7.28999999999989,-6.06056339016071e-11,10840.7364111897,-7.15253590457082
7.29999999999989,-8.909633763901e-10,11120.6347621479,-6.90406320288297
7.30999999999989,2.18196555542593e-09,11401.0363952359,-6.64454531474053
7.31999999999989,-2.72744795029861e-09,11681.3358615109,-6.37377891793927
7.32999999999989,2.42440542616818e-09,11960.9120655954,-6.09157394182071
7.33999999999989,-1.36372228498616e-09,12239.1294995321,-5.79775378744215
7.34999999999989,4.3639583662138e-10,12515.3395344599,-5.49215546302906
7.35999999999989,-6.06065899268211e-11,12788.8817160778,-5.17462964819975
7.36999999999989,-8.90964221566519e-10,13059.0850432938,-4.8450406904328
7.37999999999989,2.18196483658798e-09,13325.2692513896,-4.50326653550077
7.38999999999989,-2.72744852720499e-09,13586.7459652524,-4.1491986338461
7.39999999999989,2.42440500853811e-09,13842.8198450038,-3.78274180012414
7.40999999999989,-1.3637225261667e-09,14092.7895045344,-3.40381410694006
7.41999999999989,4.36395791030004e-10,14335.9483716682,-3.01234678164806
7.42999999999989,-6.06064215835435e-11,14571.5852637729,-2.60828420108556
7.43999999999989,-8.90963821167188e-10,14798.9848185274,-2.19158397762056
7.44999999999989,2.18196549877192e-09,15017.427635028,-1.76221721147757
7.45999999999989,-2.72744760326978e-09,15226.1901660197,-1.3201689530045
7.46999999999989,2.42440624036505e-09,15424.5443541781,-0.865438915068534
7.47999999999988,-1.36372098914338e-09,15611.7569570344,-0.398042521876938
7.48999999999988,4.36397666906874e-10,15787.088648287,0.0819876807501992
7.49999999999988,-6.06041931162074e-11,15949.7928322378,0.574600162740699
7.50999999999988,-8.90961221536229e-10,16099.1142794134,1.07972205755108
7.51999999999988,2.18196848718171e-09,16234.2875678039,1.59725625138352
7.52999999999988,-2.72744421266715e-09,16354.5354441828,2.12707786692792
7.53999999999988,2.42441004757658e-09,16459.067143656,2.669030097554
7.54999999999988,-1.36371675632096e-09,16547.0767858205,3.22291935140309
7.55999999999988,4.36402333457266e-10,16617.7419502638,3.7885096933072
7.56999999999988,-6.05990890345977e-11,16670.2225455713,4.36551656507268
7.57999999999988,-8.90955679451288e-10,16703.6601301392,4.95359980807761
7.58999999999988,2.18197446135361e-09,16717.1778133795,5.55235602096333
7.59999999999988,-2.72743781146478e-09,16709.8809076485,6.16131030455152
7.60999999999988,2.42441685675597e-09,16680.8584981974,6.77990751011804
7.61999999999988,-1.36370955449034e-09,16629.1860826305,7.4075030866066
7.62999999999988,4.36409899446828e-10,16553.929460842,8.04335372046563
7.63999999999988,-6.0591189993929e-11,16454.1500113758,8.68660794663918
7.64999999999988,-8.9094748624201e-10,16328.9115038565,9.33629699731618
7.65999999999988,2.18198290224142e-09,16177.2885391648,9.99132614351173
7.66999999999988,-2.72742917428749e-09,15998.3767212164,10.6504669042158
7.67999999999988,2.42442562856645e-09,15791.3045504122,11.3123504111234
7.68999999999988,-1.36370071347155e-09,15555.2470685454,11.9754624123134
7.69999999999988,4.36418735116112e-10,15289.4411104802,12.6381402291434
7.70999999999988,-6.05824396022417e-11,14993.2020617847,13.2985721696187
7.71999999999988,-8.90938907521408e-10,14665.9418332904,13.9547997562228
7.72999999999988,2.18199121996092e-09,14307.1877657746,14.6047231670261
7.73999999999988,-2.72742121720531e-09,13916.60203623,15.24611024899
7.74999999999988,2.42443313146022e-09,13494.0010750374,15.876609315525
7.75999999999988,4.0173415401546e-09,13039.3191809758,16.4936836301347
7.76999999999988,7.87585011596821e-10,12552.8044441841,17.0948927507673
7.77999999999988,-1.60789565971589e-09,12034.9222457625,17.6777698218466
7.78999999999988,-4.92219921475173e-09,11486.1823499294,18.2395476719875
7.79999999999988,-2.46107607174119e-09,10907.3936768637,18.7775576076044
7.80999999999988,-1.09341798577051e-10,10299.6559432053,19.2892586091472
7.81999999999988,3.93759080344589e-09,9664.28740422658,19.772153434286
7.82999999999988,4.37509380352687e-09,9002.83442885074,20.2238434457562
7.83999999999988,7.87542838311281e-10,8317.07010630041,20.6420765085863
7.84999999999988,-1.60780407176059e-09,7608.98135583796,21.0247831075647
7.85999999999988,-4.92191413764447e-09,6880.75072658109,21.3701096055585
7.86999999999988,-2.46094337380637e-09,6134.73350747473,21.6764479961168
7.87999999999988,-1.0934932215821e-10,5373.43068786794,21.9424611986974
7.88999999999988,3.93758082837647e-09,4599.45847270524,22.1671029312606
